number,state,created_at,merged_at,closed_at,title
4083,closed,2020-12-23 03:28:12+00:00,2020-12-25 05:03:36+00:00,2020-12-25 05:03:36+00:00,Up-to-date zh-TW translations
4081,closed,2020-12-22 19:13:03+00:00,2020-12-22 19:14:18+00:00,2020-12-22 19:14:18+00:00,Update servers_be.json
4074,closed,2020-12-22 14:58:05+00:00,2020-12-22 16:31:25+00:00,2020-12-22 16:31:25+00:00,Scrap Walls Textures Cleanup
4072,closed,2020-12-22 08:43:39+00:00,,2020-12-22 09:04:34+00:00,[Translate] zh-TW
4070,closed,2020-12-22 05:06:27+00:00,2020-12-22 15:33:08+00:00,2020-12-22 15:33:08+00:00,update my github name
4069,closed,2020-12-22 04:12:06+00:00,2020-12-22 16:30:10+00:00,2020-12-22 16:30:10+00:00,Allows StatusEffects to heal
4068,closed,2020-12-21 22:08:40+00:00,,2020-12-22 01:48:24+00:00,Thruster Fix
4065,closed,2020-12-21 15:47:23+00:00,2020-12-22 01:04:05+00:00,2020-12-22 01:04:05+00:00,Heat for accelerator
4063,closed,2020-12-21 14:17:26+00:00,,2020-12-22 21:28:09+00:00,Updates rotary & thermal pump liquid region sprites
4057,closed,2020-12-20 20:20:10+00:00,2020-12-20 20:22:35+00:00,2020-12-20 20:22:35+00:00,Makes Drill.drawMineItem default to true
4056,closed,2020-12-20 18:07:10+00:00,2020-12-20 19:22:01+00:00,2020-12-20 19:22:01+00:00,#3889 2: electric boogaloo
4055,closed,2020-12-20 17:44:54+00:00,2020-12-20 19:22:16+00:00,2020-12-20 19:22:16+00:00,Draw item in the drill center when in place mode
4052,closed,2020-12-20 08:40:27+00:00,2020-12-20 14:58:18+00:00,2020-12-20 14:58:18+00:00,Add in region to payload block icons
4048,closed,2020-12-19 21:14:28+00:00,,2020-12-19 22:42:22+00:00,fix pt br translation
4046,closed,2020-12-19 18:56:52+00:00,2020-12-19 19:01:50+00:00,2020-12-19 19:01:50+00:00,Ty po
4042,closed,2020-12-19 13:13:49+00:00,2020-12-19 17:31:26+00:00,2020-12-19 17:31:26+00:00,Ask double pop-ups to create a public server
4040,closed,2020-12-19 10:39:44+00:00,,2020-12-29 22:41:39+00:00,bundle_hu.properties-Mr.S_20201209_1139
4039,closed,2020-12-19 10:21:34+00:00,2020-12-23 17:02:38+00:00,2020-12-23 17:02:38+00:00,[Bundle][RO] Translation update
4037,closed,2020-12-19 08:02:43+00:00,,2020-12-29 22:41:36+00:00,bundle_hu.properties
4034,closed,2020-12-18 23:28:38+00:00,2020-12-19 00:16:59+00:00,2020-12-19 00:16:59+00:00,add minty server but this time the json is all right
4030,closed,2020-12-18 15:24:03+00:00,2020-12-18 18:08:03+00:00,2020-12-18 18:08:03+00:00,Fix the two largest drills previewing ores in build requests
4028,closed,2020-12-18 13:15:12+00:00,,2021-10-06 02:04:23+00:00,Logic processor hollographic label
4027,closed,2020-12-18 10:25:08+00:00,2021-01-19 20:22:48+00:00,2021-01-19 20:22:48+00:00,Update bundle_es.properties
4026,closed,2020-12-18 08:52:23+00:00,2020-12-18 14:44:16+00:00,2020-12-18 14:44:16+00:00,fix comment
4024,closed,2020-12-18 07:13:45+00:00,,2020-12-18 19:16:42+00:00,Temporary PR
4023,closed,2020-12-18 02:14:38+00:00,,2020-12-22 10:29:08+00:00,Update bundle_zh_TW.properties
4017,closed,2020-12-17 14:58:58+00:00,2020-12-17 17:37:48+00:00,2020-12-17 17:37:48+00:00,Allow hidden blocks to be revealed by plugins
4016,closed,2020-12-17 14:40:08+00:00,2020-12-17 15:15:59+00:00,2020-12-17 15:15:59+00:00,Fixes sprite packing typo
4015,closed,2020-12-17 12:01:39+00:00,2020-12-17 15:20:29+00:00,2020-12-17 15:20:29+00:00,added conduit color indications
4012,closed,2020-12-17 09:34:39+00:00,,2020-12-17 17:48:07+00:00,Bridge priority fix
4011,closed,2020-12-17 02:23:58+00:00,2020-12-17 15:09:28+00:00,2020-12-17 15:09:28+00:00,fix health calculation in background sectors
4007,closed,2020-12-16 18:57:11+00:00,,2020-12-16 19:07:32+00:00,Update speed of junctions
4006,closed,2020-12-16 16:59:59+00:00,2020-12-16 21:41:09+00:00,2020-12-16 21:41:09+00:00,allow mods to set zoom limits
4004,closed,2020-12-16 14:30:08+00:00,2020-12-17 00:39:09+00:00,2020-12-17 00:39:09+00:00,raw strings for SurfaceShaders 
4003,closed,2020-12-16 12:32:51+00:00,2020-12-17 00:40:52+00:00,2020-12-17 00:40:52+00:00,update in_ID translation
4002,closed,2020-12-16 12:06:33+00:00,2020-12-17 00:41:08+00:00,2020-12-17 00:41:08+00:00,Update bundle_es.properties
4001,closed,2020-12-16 11:53:37+00:00,,2020-12-18 02:45:12+00:00,Update bundle_zh_TW.properties
3999,closed,2020-12-16 03:26:42+00:00,,2020-12-18 23:24:07+00:00,Add minty servers to the list
3998,closed,2020-12-16 00:47:25+00:00,2020-12-16 00:55:32+00:00,2020-12-16 00:55:32+00:00,fix the wrong unit ai path of mod content parser
3992,closed,2020-12-15 21:44:53+00:00,,2021-01-18 23:24:49+00:00,new statements are put in center of screen
3991,closed,2020-12-15 21:43:32+00:00,,2020-12-15 22:20:12+00:00,allow controlling @this
3986,closed,2020-12-15 18:00:01+00:00,2020-12-15 19:28:36+00:00,2020-12-15 19:28:36+00:00,Final addition to the CN Network
3985,closed,2020-12-15 11:51:48+00:00,,2020-12-20 16:42:17+00:00,Add new server
3984,closed,2020-12-15 11:37:19+00:00,2020-12-15 14:59:47+00:00,2020-12-15 14:59:47+00:00,Update server
3983,closed,2020-12-15 10:28:34+00:00,2020-12-15 19:28:53+00:00,2020-12-15 19:28:53+00:00,Update servers_v6.json
3982,closed,2020-12-15 05:34:36+00:00,,2020-12-15 14:59:36+00:00,Update README.md
3978,closed,2020-12-14 18:48:26+00:00,,2020-12-15 19:10:02+00:00,More Visually Pleasing Parallax Sprite
3977,closed,2020-12-14 17:14:39+00:00,2020-12-14 18:31:42+00:00,2020-12-14 18:31:42+00:00,retire CN from v5 Mindustry
3974,closed,2020-12-14 08:49:24+00:00,,2021-01-19 16:13:45+00:00,Ignore Control Weapons
3971,closed,2020-12-14 01:52:29+00:00,,2020-12-14 01:57:01+00:00,Add Alex Mindustry server to the list
3967,closed,2020-12-13 19:32:49+00:00,2020-12-13 21:26:24+00:00,2020-12-13 21:26:24+00:00,disallow descriptions after mod version
3964,closed,2020-12-13 13:59:15+00:00,2020-12-14 04:46:40+00:00,2020-12-14 04:46:40+00:00,Update bundle_pl.properties
3962,closed,2020-12-13 13:11:22+00:00,,2021-01-04 14:07:14+00:00,Added the servers of the HiveMind
3959,closed,2020-12-13 10:27:06+00:00,,2020-12-13 15:28:35+00:00,Moving wreak effect
3958,closed,2020-12-13 10:19:13+00:00,2021-01-19 23:50:50+00:00,2021-01-19 23:50:50+00:00,[Fastlane][RO] Steam Translation
3957,closed,2020-12-13 09:54:59+00:00,2020-12-14 04:46:51+00:00,2020-12-14 04:46:51+00:00,[Bundle][RO] Translation Update
3956,closed,2020-12-13 09:50:45+00:00,2020-12-29 15:44:20+00:00,2020-12-29 15:44:20+00:00,update KO bundles
3955,closed,2020-12-13 09:31:45+00:00,,2020-12-13 09:32:26+00:00,Update steam description for 6.0 update
3953,closed,2020-12-13 07:04:26+00:00,2020-12-14 04:47:01+00:00,2020-12-14 04:47:01+00:00,Update bundle_ko.properties
3951,closed,2020-12-12 23:15:51+00:00,2020-12-14 04:43:27+00:00,2020-12-14 04:43:27+00:00,add ContentInitEvent
3950,closed,2020-12-12 21:19:50+00:00,2020-12-12 21:47:02+00:00,2020-12-12 21:47:02+00:00,Fix units aiming sidewards missing their aim
3948,closed,2020-12-12 19:41:25+00:00,,2020-12-19 17:43:41+00:00,Improving bundle_hu.properties
3947,closed,2020-12-12 19:40:12+00:00,2021-01-19 18:53:57+00:00,2021-01-19 18:53:57+00:00,Typo
3941,closed,2020-12-12 15:58:22+00:00,2020-12-12 18:27:23+00:00,2020-12-12 18:27:23+00:00,make some proc stuff public
3939,closed,2020-12-12 12:48:13+00:00,,2021-01-19 18:57:20+00:00,bring back block select timeout
3934,closed,2020-12-12 07:16:16+00:00,2020-12-12 16:31:37+00:00,2020-12-12 16:31:37+00:00,fixed an error in global.js
3931,closed,2020-12-12 02:38:38+00:00,,2021-01-20 00:04:03+00:00,Better weaving
3930,closed,2020-12-11 21:25:52+00:00,,2020-12-12 04:55:09+00:00,Make velocity randomness calculated like with turrets
3929,closed,2020-12-11 21:00:59+00:00,,2020-12-14 04:47:17+00:00,copy-paste tool for map editor
3928,closed,2020-12-11 19:56:04+00:00,,2021-01-14 16:41:35+00:00,Add rotation limit to unit weapons
3927,closed,2020-12-11 15:45:10+00:00,2020-12-14 04:52:15+00:00,2020-12-14 04:52:15+00:00,Add ALEX v6 servers to servers_v6.json
3926,closed,2020-12-11 14:53:05+00:00,,2021-01-19 15:21:57+00:00,Update bundle_pt_BR.properties
3925,closed,2020-12-11 14:47:20+00:00,,2020-12-11 15:33:32+00:00,add lmms projects to core/assets-raw/music
3921,closed,2020-12-11 09:53:29+00:00,,2020-12-11 11:07:29+00:00,Update contributors
3920,closed,2020-12-11 07:29:14+00:00,,2020-12-11 16:49:45+00:00,Tanks are able to replace conduits
3912,closed,2020-12-10 19:08:40+00:00,2020-12-15 15:52:21+00:00,2020-12-15 15:52:21+00:00,Conveyor upgrade system
3910,closed,2020-12-10 18:18:05+00:00,,2021-01-19 16:41:30+00:00,Respawning player won't respawn in a formation
3908,closed,2020-12-10 16:42:59+00:00,2020-12-11 15:52:20+00:00,2020-12-11 15:52:20+00:00,Delete old bleeding edge builds on update
3906,closed,2020-12-10 15:29:01+00:00,,2020-12-22 01:09:43+00:00,Unit Factory And Reconstructor Team Indicator
3905,closed,2020-12-10 11:15:07+00:00,2020-12-10 14:35:33+00:00,2020-12-10 14:35:33+00:00,Prevent accelerator from blending with conveyors
3904,closed,2020-12-10 09:02:35+00:00,2020-12-14 04:56:13+00:00,2020-12-14 04:56:13+00:00,Code formatting
3901,closed,2020-12-10 01:45:46+00:00,2021-01-20 00:20:26+00:00,2021-01-20 00:20:26+00:00,Movement Lightning Ability Improvements
3900,closed,2020-12-10 01:15:48+00:00,,2020-12-10 01:18:47+00:00,Add moveTarget for Mobile
3898,closed,2020-12-09 21:38:53+00:00,2020-12-15 01:07:03+00:00,2020-12-15 01:07:03+00:00,Remove brazillian servers V6
3894,closed,2020-12-09 19:34:39+00:00,,2020-12-10 07:01:21+00:00,Ore priority fix
3889,closed,2020-12-09 17:38:49+00:00,,2020-12-20 18:15:57+00:00,draw mined item for laser and blast drills
3886,closed,2020-12-09 15:38:36+00:00,,2020-12-11 16:22:15+00:00,Shadow For Item
3885,closed,2020-12-09 14:27:29+00:00,,2020-12-16 03:34:43+00:00,Update servers_v6.json
3879,closed,2020-12-09 06:13:22+00:00,,2021-01-19 22:10:01+00:00,Update bundle_es.properties
3873,closed,2020-12-08 22:21:55+00:00,,2020-12-08 22:44:51+00:00,Use decoration field for floors that aren't using them
3870,closed,2020-12-08 17:43:45+00:00,2020-12-17 00:42:48+00:00,2020-12-17 00:42:48+00:00,add @commanded for units
3869,closed,2020-12-08 17:11:04+00:00,2020-12-24 21:05:41+00:00,2020-12-24 21:05:41+00:00,[QoL] Chat Modes
3866,closed,2020-12-08 16:15:08+00:00,,2020-12-11 14:39:50+00:00,Add ALEX v6 servers to servers_v6.json
3865,closed,2020-12-08 16:07:53+00:00,2020-12-08 19:31:27+00:00,2020-12-08 19:31:27+00:00,Improve German translation
3863,closed,2020-12-08 15:02:05+00:00,2021-01-19 15:21:34+00:00,2021-01-19 15:21:34+00:00,Perfecting of bundle_pt-BR [Finished]
3860,closed,2020-12-08 13:53:14+00:00,,2020-12-08 15:10:35+00:00,Add ALEX v6 servers to servers_v6.json
3859,closed,2020-12-08 13:18:08+00:00,,2020-12-16 09:47:31+00:00,Update bundle_es.properties
3858,closed,2020-12-08 12:23:59+00:00,,2020-12-08 15:33:42+00:00,Add block region for the lighting rule
3857,closed,2020-12-08 05:49:53+00:00,2021-02-07 21:58:43+00:00,2021-02-07 21:58:43+00:00,"""[E] to enable building"" hint while building is paused"
3855,closed,2020-12-08 00:26:55+00:00,2020-12-11 17:52:08+00:00,2020-12-11 17:52:08+00:00,[QOL] Ability to Disable Weather Effects 
3854,closed,2020-12-07 23:40:50+00:00,,2021-01-19 22:34:41+00:00,Update bundle_de.properties
3846,closed,2020-12-07 15:27:33+00:00,,2021-01-18 23:30:01+00:00,display online admins draft
3843,closed,2020-12-07 13:30:25+00:00,2020-12-11 16:13:55+00:00,2020-12-11 16:13:55+00:00,Update achievements.vdf [PL]
3841,closed,2020-12-07 12:23:28+00:00,2021-01-19 20:28:24+00:00,2021-01-19 20:28:24+00:00,Czech translation - ongoing effort
3840,closed,2020-12-07 12:22:30+00:00,2020-12-07 15:58:27+00:00,2020-12-07 15:58:27+00:00,Fixes #3839
3838,closed,2020-12-07 11:51:09+00:00,2020-12-09 16:09:42+00:00,2020-12-09 16:09:42+00:00,[Bundle][RO][Ready-for-Stable] Translation Update
3836,closed,2020-12-07 09:41:40+00:00,2020-12-09 16:10:03+00:00,2020-12-09 16:10:03+00:00,Update polish bundle
3830,closed,2020-12-07 00:44:45+00:00,,2020-12-07 16:13:31+00:00,Yea remember what happened to `range`?
3828,closed,2020-12-06 22:33:11+00:00,,2020-12-07 01:03:31+00:00,Add korea server again
3826,closed,2020-12-06 21:04:43+00:00,2020-12-23 15:29:27+00:00,2020-12-23 15:29:27+00:00,Draw size independent from puddle size.
3817,closed,2020-12-06 07:34:56+00:00,2020-12-06 14:28:51+00:00,2020-12-06 14:28:51+00:00,more id translate
3815,closed,2020-12-06 06:20:02+00:00,2020-12-06 14:30:51+00:00,2020-12-06 14:30:51+00:00,Update bundle_ko.properties
3811,closed,2020-12-05 22:43:00+00:00,2020-12-06 14:31:04+00:00,2020-12-06 14:31:05+00:00,[Bundle][Uk_ua]Update translation
3806,closed,2020-12-05 19:06:46+00:00,,2020-12-11 16:11:38+00:00,Floodlights
3804,closed,2020-12-05 18:47:25+00:00,2020-12-06 00:20:30+00:00,2020-12-06 00:20:30+00:00,Brazillian servers V6
3794,closed,2020-12-05 11:10:25+00:00,2020-12-05 16:05:56+00:00,2020-12-05 16:05:56+00:00,ko hotfix
3793,closed,2020-12-05 09:43:48+00:00,,2020-12-06 20:40:25+00:00,Add new server's
3792,closed,2020-12-05 09:33:30+00:00,2020-12-06 16:10:49+00:00,2020-12-06 16:10:49+00:00,Add TWS v6 to servers_v6.json
3791,closed,2020-12-05 09:10:59+00:00,2020-12-06 16:47:54+00:00,2020-12-06 16:47:54+00:00,Enable double-click to play sector
3789,closed,2020-12-05 07:16:21+00:00,,2020-12-17 00:41:34+00:00,Custom emoji for Mod(javascript & java) support
3787,closed,2020-12-05 03:15:35+00:00,,2020-12-05 10:55:55+00:00,fastfixh
3785,closed,2020-12-04 23:46:47+00:00,,2020-12-04 23:53:02+00:00,Allow custom launch pods (Attempt 2)
3781,closed,2020-12-04 22:14:55+00:00,,2020-12-05 13:08:08+00:00,potentially catch strange server list errors
3777,closed,2020-12-04 16:47:36+00:00,,2020-12-04 22:25:52+00:00,Allow custom launch pods
3776,closed,2020-12-04 16:29:44+00:00,,2020-12-04 16:33:16+00:00,support <name>-pod (fallback to launch-pod)
3773,closed,2020-12-04 12:56:04+00:00,2020-12-06 14:32:24+00:00,2020-12-06 14:32:24+00:00,Complete bundle_it
3772,closed,2020-12-04 11:17:56+00:00,,2020-12-23 15:37:57+00:00,bundle_th.properties
3767,closed,2020-12-04 09:08:08+00:00,,2020-12-23 15:35:11+00:00,bundle_es.propties
3766,closed,2020-12-04 09:00:36+00:00,2021-01-19 20:26:13+00:00,2021-01-19 20:26:13+00:00,Update contributors
3765,closed,2020-12-04 07:32:47+00:00,2020-12-06 14:31:25+00:00,2020-12-06 14:31:25+00:00,[Bundle][RO][Ready-for-Stable] Translation Update
3764,closed,2020-12-04 05:21:10+00:00,,2021-01-18 23:22:27+00:00,M a t h f . c u r v e ( )   s u p e r i o r
3759,closed,2020-12-03 22:49:25+00:00,,2020-12-04 00:30:42+00:00,Nerf water extractor (Not my idea)
3755,closed,2020-12-03 20:45:30+00:00,,2020-12-05 22:52:38+00:00,add some suggested mods
3751,closed,2020-12-03 18:28:35+00:00,2020-12-06 14:31:42+00:00,2020-12-06 14:31:42+00:00,Update bundle_es.properties
3747,closed,2020-12-03 18:10:57+00:00,2020-12-06 14:31:53+00:00,2020-12-06 14:31:53+00:00,Update bundle_be.properties
3735,closed,2020-12-03 09:50:06+00:00,2020-12-07 20:18:13+00:00,2020-12-07 20:18:13+00:00,Fix for missing foreshadow description [PL]
3734,closed,2020-12-03 08:59:56+00:00,,2020-12-07 20:52:42+00:00,Require graphite for making lancers (no longer includes arcs)
3728,closed,2020-12-02 22:21:56+00:00,2020-12-02 22:23:10+00:00,2020-12-02 22:23:10+00:00,Update surrealment to v6
3726,closed,2020-12-02 20:42:48+00:00,2020-12-23 17:10:36+00:00,2020-12-23 17:10:36+00:00,german translation
3722,closed,2020-12-02 15:32:31+00:00,2020-12-02 17:58:58+00:00,2020-12-02 17:58:59+00:00,Fast forward boulder deconstruction
3718,closed,2020-12-02 14:12:39+00:00,,2020-12-02 18:07:15+00:00,Fixed #3589
3717,closed,2020-12-02 13:09:37+00:00,2020-12-02 14:54:37+00:00,2020-12-02 14:54:37+00:00,Fixes massdriver typo
3716,closed,2020-12-02 12:42:48+00:00,,2020-12-03 13:56:43+00:00,Update bundle_vi.properties
3715,closed,2020-12-02 11:11:44+00:00,2020-12-02 15:05:52+00:00,2020-12-02 15:05:52+00:00,Keep items inside reconstructor when construction booped
3714,closed,2020-12-02 10:56:58+00:00,2020-12-02 14:58:15+00:00,2020-12-02 14:58:15+00:00,Update servers_v6.json
3712,closed,2020-12-02 06:17:42+00:00,2020-12-02 14:52:32+00:00,2020-12-02 14:52:32+00:00,Why is this protected in the first place?
3710,closed,2020-12-02 04:25:37+00:00,2020-12-02 14:53:46+00:00,2020-12-02 14:53:46+00:00,Spellcheck English Steam achievements
3708,closed,2020-12-02 01:55:17+00:00,2021-01-04 15:56:39+00:00,2021-01-04 15:56:39+00:00,Indonesian Gplay Translate
3707,closed,2020-12-01 21:36:03+00:00,,2021-01-19 18:38:45+00:00,Changes to water extractor requirements
3699,closed,2020-12-01 16:34:40+00:00,2020-12-01 16:40:01+00:00,2020-12-01 16:40:01+00:00,Update servers_v6.json
3691,closed,2020-12-01 14:46:49+00:00,2020-12-01 14:48:47+00:00,2020-12-01 14:48:47+00:00,Update server to v6
3689,closed,2020-12-01 14:43:03+00:00,2020-12-01 14:44:29+00:00,2020-12-01 14:44:29+00:00,Update servers_v6.json
3688,closed,2020-12-01 14:27:49+00:00,2020-12-01 14:31:06+00:00,2020-12-01 14:31:06+00:00,mindustry.io from servers.json -> servers_v6.json
3687,closed,2020-12-01 13:41:02+00:00,2020-12-01 14:24:06+00:00,2020-12-01 14:24:06+00:00,Korean Translate Typo fix
3686,closed,2020-12-01 13:02:02+00:00,,2020-12-01 13:08:39+00:00,foreshadow rebalance
3683,closed,2020-12-01 08:40:21+00:00,2020-12-01 15:26:58+00:00,2020-12-01 15:26:58+00:00,Update servers_v6.json
3682,closed,2020-12-01 07:32:24+00:00,2020-12-01 13:09:49+00:00,2020-12-01 13:09:49+00:00,fixes
3681,closed,2020-12-01 07:03:01+00:00,2020-12-01 13:10:07+00:00,2020-12-01 13:10:07+00:00,[Bundle][cs] Czech translation - finishing touches for v6
3680,closed,2020-12-01 00:39:44+00:00,2020-12-23 16:56:34+00:00,2020-12-23 16:56:34+00:00,[Bundle][RU] actual L10n
3677,closed,2020-11-30 21:50:28+00:00,,2020-12-09 07:02:25+00:00,Better team indicator for plastanium conveyor
3676,closed,2020-11-30 21:50:07+00:00,2020-12-01 21:53:14+00:00,2020-12-01 21:53:14+00:00,Fix BlockForge progress bar & recenter payload
3675,closed,2020-11-30 21:31:11+00:00,2020-11-30 22:32:09+00:00,2020-11-30 22:32:09+00:00,typo
3674,closed,2020-11-30 21:17:04+00:00,2020-11-30 23:13:17+00:00,2020-11-30 23:13:17+00:00,v6 Italian bundle
3672,closed,2020-11-30 19:29:46+00:00,2021-01-19 20:42:34+00:00,2021-01-19 20:42:34+00:00,New Unit Select
3671,closed,2020-11-30 18:46:14+00:00,2020-11-30 23:12:45+00:00,2020-11-30 23:12:45+00:00,Polish complete translation.
3669,closed,2020-11-30 17:37:14+00:00,2020-12-01 19:02:04+00:00,2020-12-01 19:02:04+00:00,per anuke's request
3667,closed,2020-11-30 17:30:46+00:00,,2020-11-30 22:18:58+00:00,coloured item bubble
3665,closed,2020-11-30 15:39:29+00:00,2020-11-30 17:32:47+00:00,2020-11-30 17:32:47+00:00,Fix configuring buildings with blocks
3664,closed,2020-11-30 15:23:31+00:00,,2021-01-20 13:00:46+00:00,shock mine improvements
3662,closed,2020-11-30 13:21:26+00:00,2020-11-30 14:44:01+00:00,2020-11-30 14:44:01+00:00,Fixes #3661
3660,closed,2020-11-30 08:41:25+00:00,2020-11-30 23:18:15+00:00,2020-11-30 23:18:15+00:00,Update servers_v6.json
3655,closed,2020-11-29 18:37:05+00:00,2020-11-29 18:59:57+00:00,2020-11-29 18:59:57+00:00,display the repair field healed effect at the healed unit(s)
3653,closed,2020-11-29 17:43:13+00:00,,2020-11-30 23:12:36+00:00,use JumpI for end
3652,closed,2020-11-29 17:36:57+00:00,,2020-12-01 16:40:32+00:00,Update bundle_es.properties
3651,closed,2020-11-29 12:07:16+00:00,2020-12-01 21:53:48+00:00,2020-12-01 21:53:48+00:00,[Bundle][uk_UA]Update translation
3647,closed,2020-11-28 21:50:20+00:00,,2021-01-19 15:22:03+00:00,bundle_pt_BR.properties
3646,closed,2020-11-28 18:08:10+00:00,2020-11-28 18:56:45+00:00,2020-11-28 18:56:45+00:00,Unit Payload spawning units on block removing/destruction
3642,closed,2020-11-28 16:05:57+00:00,2020-11-30 23:11:50+00:00,2020-11-30 23:11:51+00:00,Update bundle_zh_CN.properties[Unfinished]
3639,closed,2020-11-28 12:17:07+00:00,2020-11-28 14:50:03+00:00,2020-11-28 14:50:03+00:00,Update servers_v6.json
3631,closed,2020-11-27 23:30:00+00:00,2020-11-30 23:14:56+00:00,2020-11-30 23:14:56+00:00,Update Contributors
3629,closed,2020-11-27 21:18:45+00:00,2020-11-27 21:19:17+00:00,2020-11-27 21:19:17+00:00,typo
3624,closed,2020-11-27 10:57:48+00:00,,2021-01-20 17:28:16+00:00,Move Bullet Ability
3622,closed,2020-11-27 07:32:26+00:00,2020-12-01 21:46:10+00:00,2020-12-01 21:46:10+00:00,Allow Distributors to Replace Conveyors
3620,closed,2020-11-27 02:32:53+00:00,2020-11-28 14:50:23+00:00,2020-11-28 14:50:23+00:00,Update servers_v6.json
3618,closed,2020-11-26 19:22:06+00:00,2020-11-30 23:11:43+00:00,2020-11-30 23:11:43+00:00,Add CN pvp Server to Community Server List
3616,closed,2020-11-26 16:32:38+00:00,2020-11-30 23:30:57+00:00,2020-11-30 23:30:57+00:00,Korean translation bundle
3615,closed,2020-11-26 15:44:19+00:00,2020-11-30 23:11:24+00:00,2020-11-30 23:11:24+00:00,Final v6 german translation
3613,closed,2020-11-26 14:20:47+00:00,,2020-11-28 22:14:53+00:00,[style] Pattern Matching
3612,closed,2020-11-26 13:38:55+00:00,2021-01-19 15:17:08+00:00,2021-01-19 15:17:08+00:00,Update bundle_pt_BR.properties
3610,closed,2020-11-26 09:54:00+00:00,,2020-11-26 09:58:14+00:00,[Bundle][ES] Translation Update 
3609,closed,2020-11-26 09:50:59+00:00,,2021-01-19 20:40:18+00:00,Update bundle_zh_TW.properties
3608,closed,2020-11-26 08:40:19+00:00,,2020-11-26 14:19:57+00:00,EntityMapping.map(this.name)
3604,closed,2020-11-26 01:01:40+00:00,2020-11-26 01:06:11+00:00,2020-11-26 01:06:11+00:00,[KO]Quick Fix
3603,closed,2020-11-25 23:06:03+00:00,2020-11-25 23:28:30+00:00,2020-11-25 23:28:30+00:00,Some typos
3601,closed,2020-11-25 22:21:45+00:00,2020-11-25 22:27:56+00:00,2020-11-25 22:27:56+00:00,Add Projectors Blockgroup
3600,closed,2020-11-25 21:16:26+00:00,2020-11-25 21:24:33+00:00,2020-11-25 21:24:33+00:00,GitHub Actions: Manual Triggers
3598,closed,2020-11-25 20:05:01+00:00,2020-11-25 22:49:24+00:00,2020-11-25 22:49:24+00:00,Remove unused imports
3596,closed,2020-11-25 19:10:34+00:00,2020-11-25 19:14:29+00:00,2020-11-25 19:14:29+00:00,Fix ai schematics with power weapons and steam gens
3584,closed,2020-11-25 09:57:04+00:00,2020-11-30 23:11:07+00:00,2020-11-30 23:11:07+00:00,update bundle_ja.properties
3583,closed,2020-11-25 09:53:25+00:00,2020-11-25 16:14:04+00:00,2020-11-25 16:14:04+00:00,automatic reconnect
3579,closed,2020-11-25 08:38:10+00:00,2020-11-25 22:49:41+00:00,2020-11-25 22:49:41+00:00,Remove stray newline
3578,closed,2020-11-25 08:37:29+00:00,2020-11-25 14:36:42+00:00,2020-11-25 14:36:42+00:00,Remove unused import
3577,closed,2020-11-25 07:06:58+00:00,,2020-11-30 17:58:39+00:00,"unit movement properties - add velX, velY, hovering, flying, dead variables"
3570,closed,2020-11-24 17:16:36+00:00,,2021-01-19 16:38:13+00:00,Improve LightningType and trail parameters
3567,closed,2020-11-24 14:03:48+00:00,2020-11-28 14:46:23+00:00,2020-11-28 14:46:23+00:00,Update bundle_zh_CN.properties
3566,closed,2020-11-24 13:56:56+00:00,,2020-11-24 14:03:54+00:00,Make a fragBullet's owner the shooter directly
3563,closed,2020-11-24 10:02:31+00:00,2020-11-25 15:33:46+00:00,2020-11-25 15:33:46+00:00,Deleted unnecessary DateTimeFormatter declaration
3562,closed,2020-11-24 06:35:28+00:00,2020-11-30 17:58:55+00:00,2020-11-30 17:58:55+00:00,[Typo] comiting changes
3561,closed,2020-11-24 03:27:18+00:00,2020-11-24 23:55:01+00:00,2020-11-24 23:55:01+00:00,Update contributors
3556,closed,2020-11-23 18:33:58+00:00,,2020-12-04 13:39:49+00:00,Update contributors
3554,closed,2020-11-23 17:56:48+00:00,2020-11-30 23:10:41+00:00,2020-11-30 23:10:41+00:00,Update contributors
3553,closed,2020-11-23 17:44:46+00:00,,2020-11-24 14:07:31+00:00,Update bundle_zh_CN.properties
3552,closed,2020-11-23 17:39:44+00:00,,2020-11-23 17:42:26+00:00,Update bundle_zh_CN.properties
3551,closed,2020-11-23 16:48:11+00:00,,2020-11-23 17:38:30+00:00,Added myself to the contributor list (Spanish translator)
3549,closed,2020-11-23 15:58:58+00:00,,2020-11-24 14:54:23+00:00,Update bundle_zh_CN.properties
3548,closed,2020-11-23 15:50:42+00:00,2020-11-30 23:10:08+00:00,2020-11-30 23:10:08+00:00,modify zh-TW translation
3547,closed,2020-11-23 13:48:52+00:00,2020-11-30 23:09:57+00:00,2020-11-30 23:09:57+00:00,[Bundle][cs] Czech translation ready for 6.0
3545,closed,2020-11-23 12:57:05+00:00,2020-11-30 23:09:37+00:00,2020-11-30 23:09:37+00:00,[Bundle][RO] Translation Update
3541,closed,2020-11-23 09:53:02+00:00,2020-11-30 23:50:03+00:00,2020-11-30 23:50:03+00:00,[Bundle][RU] actual L10n
3539,closed,2020-11-23 07:01:28+00:00,,2020-11-23 13:49:45+00:00,Increase instructions limit
3535,closed,2020-11-23 00:31:42+00:00,2020-11-30 17:57:00+00:00,2020-11-30 17:57:00+00:00,Update bundle_pl.properties 
