sha,date,author,message,files_changed
d14cdfd59c6834df810422c5c5357dfd1631ee21,2023-06-16 18:27:05+00:00,BalaM314,"Allow ulocate to output enemy buildings (#6704)

* Allow ulocate to output enemy buildings
Previously you would have to use ucontrol getblock to get the actual Building
that's weird and just confuses newbs
like me

* whoops, turns out ulocate doesn't have a range

* c o d e s t y l e

* Always return building object if on same team",1
017aa71da8f8de5acaf78aea65f3288b15e79fb4,2023-06-16 17:19:57+00:00,Anuken,Merge remote-tracking branch 'origin/master',47
58cd1852f15b4b187fb179a15bcb9eee834f2540,2023-06-16 17:19:52+00:00,Anuken,Conduit junction replacement fix,2
500f22b1d04785de86af0a6cd9d34217ca9a6464,2023-06-16 15:57:43+00:00,unknown,Automatic bundle update,1
ed6619d2dffdbd19d0566a34f97eb1cce6d2d3fb,2023-06-16 15:56:55+00:00,JniTrRny,Update bundle_th.properties (#8714),1
be7a360bf55a3956cb852faa718d7900ca356eda,2023-06-16 03:31:37+00:00,Tornado3708,"Update bundle_be.properties (#8697)

Foreshadow, tar fields and particular interface text translation.",1
2ff7ccfc193e5f2d0f67e6fe78c0e52275199352,2023-06-15 23:33:01+00:00,MEEPofFaith,"Laser pierce fixes. (#8526)

* Flip pierce check order

Allow pierce cap + laser to function together

* Apply to continuous bullets

+ Make visually accurately show length.

* laser parameter for findPierceLength

consistency with collideLine",3
bf1484b17c63ef2756995a4d7c14dc7e99d9515e,2023-06-15 19:44:02+00:00,way-zer,Update CoreBlock.java (#8583),1
40c5510205e04defd63ddd967f4db17a5ee6857d,2023-06-15 17:57:27+00:00,MEEPofFaith,"Better handling of missiles splitting to other missiles (#8603)

- Pass a shooter separate to owner into `BulletType#create`. `killShooter` kills the owner while the shooter is passed into the missile ai
- `killShooter` no longer kills already dead units
- `MissileAI` no longer aims at shooter's aim pos if the shooter is dead",3
71caf3154305a1cfa827671aae2728e3ab215b0b,2023-06-15 16:52:14+00:00,Alexander397172YT,new CreateDustry IP (#8713),1
913722202e220eb8ae71a90fd440d7dc56f0ef8c,2023-06-14 13:11:46+00:00,unknown,Automatic bundle update,1
7bb03e80860f0044c30141c3faa3f50dfb7baec6,2023-06-14 13:10:44+00:00,Xenerain,Update servers_v7.json (#8712),1
4e5475f0eda4c75b5b2f052631e93dcdf5a1754c,2023-06-13 22:54:10+00:00,Darkness6030,"Team improvements (#8704)

* Update Team.java

* Update ServerControl.java

* better

* kill me please

* kill me please

* kill me please

* Update bundle_ca.properties

* kill me please

* Update bundle_da.properties

* kill me please

* kill me please

* Update bundle_et.properties

* Update bundle_eu.properties

* Update bundle_fi.properties

* Update bundle_fil.properties

* Update bundle_fr.properties

* Update bundle_hu.properties

* Update bundle_id_ID.properties

* Update bundle_ja.properties

* Update bundle_ko.properties

* Update bundle_lt.properties

* Update bundle_nl.properties

* Update bundle_nl_BE.properties

* Update bundle_pl.properties

* Update bundle_pt_BR.properties

* Update bundle_pt_PT.properties

* Update bundle_ro.properties

* Update bundle_ru.properties

* Update bundle_sr.properties

* Update bundle_sv.properties

* Update bundle_th.properties

* Update bundle_tr.properties

* Update bundle_tk.properties

* Update bundle_uk_UA.properties

* Update bundle_vi.properties

* Update bundle_zh_CN.properties

* Update bundle_zh_TW.properties

* Update World.java

* Update CustomRulesDialog.java

* skill issue

* skill issue x2

* skill issue x3",39
d4e7f4a2eea1fdc24276228180058c169137c69b,2023-06-13 20:02:29+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
1928c6db8374f9f6c7efe03c56c9bf073ef956b2,2023-06-13 20:02:24+00:00,Anuken,Fixed #8710,2
c49075ff0db7fb22cd8a33c5a8a045119b12046b,2023-06-13 14:37:17+00:00,BalaM314,"Correctly display ∞ unit cap in reconstructors (#8709)

* Correctly display ∞ in reconstructors

UnitFactory.java uses getStringCap, but Reconstructor uses getCap
this was probably missed in 8cabae1

* might as well fix formatting

same format as UnitFactory.java",1
dbfd8a3ec195a21ad99ca584c63467eaa8f99873,2023-06-13 13:29:26+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
1d358a3c847f1eb65e7434ddfc53c8106b18dc3b,2023-06-13 13:29:21+00:00,Anuken,Show locked item names,1
0f661444bd8f50980495acc7d06455120a17f952,2023-06-13 12:51:28+00:00,Darkness6030,Update Darkdustry address :skull: (#8707),1
4721086a8e3dbd5d0fb5c545ee90fe6e75fb56d3,2023-06-12 14:50:32+00:00,Anuken,Fixed logic blocks making clicking noises when not accessible,2
a07db8a08e6996b90d0f4ad0fed38449e974923f,2023-06-12 14:35:36+00:00,Anuken,Merge remote-tracking branch 'origin/master',34
a00b3a4670c2828ca31642ef6842c49913127e0c,2023-06-12 14:35:31+00:00,Anuken,Fixed objective flags not syncing,2
637bd4fc8faab16a0393bd9f5c8ba0b497b3dfd6,2023-06-12 04:04:41+00:00,unknown,Automatic bundle update,34
2b9ee88cc2dabec6cd281eebb517d9b4deb4e7b8,2023-06-12 04:03:51+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
000629163178324e957d454420a085c5eb07bd56,2023-06-12 04:03:41+00:00,Anuken,e,1
f1175b873564cbf830b84f7dd989226f62681c6f,2023-06-12 03:46:12+00:00,way-zer,Update servers_v7.json (#8702),1
8cb6f080f1cdde1190f2d49ae8fbecb553ed7848,2023-06-12 03:22:59+00:00,Anuken,Merge remote-tracking branch 'origin/master',34
7389a5de7fef1744a73f4a5abb638d4704f065e0,2023-06-12 03:22:54+00:00,Anuken,Cleanup,1
5459322080b05a9949cf0878961cd3efe44e1a53,2023-06-12 03:19:14+00:00,unknown,Automatic bundle update,34
4b0824a20c245d46bba303dd59370f4f369e548a,2023-06-12 03:18:04+00:00,Anuken,Admin player team switch + more trace info,10
0ec59691bfa7f3c5179a973a1bb98779d8557d15,2023-06-11 17:48:33+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
f00209ece7c0e30463af0641f565405ae75d2459,2023-06-11 17:48:29+00:00,Anuken,Networking fix,1
f05d1ebc78621902b2cd5f53938a9978b92119de,2023-06-10 20:59:11+00:00,null-ref-exc,Update Team.java (#8700),1
2dbbd621637c9164665e88c2d31e03ea012a6de0,2023-06-10 16:27:40+00:00,Anuken,Merge remote-tracking branch 'origin/master',2
49168bb8f91c54d3661ca3697027b32347e6a5ec,2023-06-10 16:27:36+00:00,Anuken,Fixed #8698,1
10c656bd1600df5a30992aa52455548cb3a0e7aa,2023-06-10 01:53:35+00:00,VaporSpace2,"GMS shutting down (removing GMS servers from server list) (#8696)

GMS is meeting its end so now is the time to remove the 2 servers from the server list, thanks",1
a8de7c17bd0dc552cab818400dec1730a0779817,2023-06-09 13:26:21+00:00,qwertystar,"Update bundle_zh_CN.properties (#8692)

refer the Chinese translation of hint.rebuildSelect to provide that of hint.rebuildSelect.mobile",1
ea8b2dea5012dbe88c8f803bbe92a5241dd89e6d,2023-06-08 14:47:15+00:00,Anuken,arc,1
87348feab71659c664e5680a1c1adfd33a209522,2023-06-08 14:01:48+00:00,Anuken,Merge branch 'master' of https://github.com/Anuken/Mindustry,3
8da87833318aa53f1632cb6e88140c9acd7bd6ef,2023-06-08 14:01:45+00:00,Anuken,arc,1
603efd76536a5d17fbfa7e162798ef1c225fe607,2023-06-08 03:15:24+00:00,CoCo-Snow,Update bundle_de.properties (#8688),1
a43d39597a08bf65639c1389e3792522f71d5c09,2023-06-07 21:36:19+00:00,xzxADIxzx,fix a small mistake made by inattention (#8686),1
376e5c0b29a8944939429540ddcb0c123a6e8dbf,2023-06-07 18:13:41+00:00,Darkness6030,:skull: (#8685),1
f2cd506eb48d867e686fbd58030586041de9ab77,2023-06-07 13:52:55+00:00,Anuken,Merge remote-tracking branch 'origin/master',4
af76e889cf1e47b48730f5f9bcb9835ed455a651,2023-06-07 13:52:50+00:00,Anuken,Closes Anuken/Mindustry-Suggestions/issues/4452,2
ef0efc84cb8ea7524d55d8db4409369c437dccfe,2023-06-07 13:35:57+00:00,Darkness6030,"Map improvements (#8682)

* Update Map.java

* Update MapListDialog.java

* Update ServerControl.java",3
e02de8eab5e0795205afe6718e8bc4516b4f9343,2023-06-06 19:44:18+00:00,xem8k5,Update servers_v7.json (#8677),1
4d301ebdbf6cf8bcf8810936ce81a7e2ff8c30fe,2023-06-06 14:05:16+00:00,Anuken,Merge remote-tracking branch 'origin/master',44
84817c0c2449b15a88c9a4a76b05dda45125cb91,2023-06-06 14:05:11+00:00,Anuken,Fixed #8680,2
e9dfd29dcdde049743f3698a84ebe5e490f79808,2023-06-06 00:08:26+00:00,bend-n,replace aa server (#8679),1
d7a87f36b76fc1bcc9400048616c7e91b22fcdba,2023-06-05 18:30:55+00:00,unknown,Automatic bundle update,1
379875f5911cacf93e48a0da77e1de5d6310c43c,2023-06-05 18:30:07+00:00,Ninjdai1,"Update bundle_fr.properties (#8678)

Translated new votekick strings",1
38b25406770b825e5a57add57168cf928b950dc5,2023-06-05 14:37:26+00:00,MEEPofFaith,Side-based liquid tile padding (#8676),2
9ff10e9d1683e7f3f8f59d7096d0cf777a8f3571,2023-06-05 00:51:34+00:00,unknown,Automatic bundle update,34
ebe965ef40c21adb9516787c884f7a4bbf534c79,2023-06-05 00:50:48+00:00,Darkness6030,"Better votekick reason input (#8673)

* Update bundle.properties

* Update PlayerListFragment.java

* Update bundle.properties

* Update bundle.properties",2
32c146cdf1f5bfee5d3f51447a0b0b26c5e1373e,2023-06-04 16:43:07+00:00,alxgsv,"Adapt interface to display notch of mac laptops (#8666)

* Adapt interface to display notch of mac laptops

* `macNotchHeight` as a separate variable, and description for mac notch setting",39
97a603204b95b8b90376fc014171a723b062bfbf,2023-06-04 14:59:43+00:00,GergoEB,Remove the rulebreaker (#8672),1
70bb7aff540f3ae438b5a318c2d91e86104b346e,2023-06-04 03:45:55+00:00,frieda666,"Improvement on votekick (#8664)

* Add test case for achievement

* Allow admins to cancel votekick & allow players to change vote

* Require reason to start votekick

* Require reason to start votekick

* Update message sent by votekick button",2
fc673de55627ec0dd3d0f86b257101c20551b682,2023-06-03 16:43:39+00:00,Anuken,augh,1
925d19d8673e1b02c5674de6cd163acfac4137d6,2023-06-03 16:38:22+00:00,Anuken,Merge remote-tracking branch 'origin/master',2
cda82e572f480ab0526d0d51fbed110c6875fc03,2023-06-03 16:38:18+00:00,Anuken,ServerConnectFilter,3
21f4efaddc6bea97c1e48d458c5c839e421f9e55,2023-06-03 15:48:18+00:00,unknown,Automatic bundle update,1
93788addf66e397154afc605d0adab426a776da0,2023-06-03 15:47:32+00:00,Darkness6030,Update servers_v7.json (#8669),1
5515cd318700677fc48fdc63dbbc2ef0667aed9d,2023-06-03 15:47:24+00:00,Anuken,Merge remote-tracking branch 'origin/master',2
038994a95f1d36c4482d0e72a67aea693295c973,2023-06-03 15:47:19+00:00,Anuken,Fixed #8667,5
d09f4c0db564137ccf71774abbdef25335e64168,2023-06-03 05:00:29+00:00,SITUVNgcd,"Update Vietnamese translation (#8663)

* Update Vietnamese translation

- Fixed mistake in #8654: Changed new line to `\n` instead of `\r\n`.
- Update and translate new strings.

* Add SITUVNgcd as contributor",2
37daf0a8719e057f5255f5782bff2221edaacd01,2023-06-03 04:58:22+00:00,Anuken,Ignore processing players kicked in event,2
e2f4dd1f4bac923553aada9d9b09b16d333a4b2a,2023-06-03 04:30:34+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
88c201559f0bbc405f0f2b38fe46add104942e5c,2023-06-03 04:30:29+00:00,Anuken,Fixed #8658,1
2dd59aaaffce8a920b71af0f3b293e4c8103f8d2,2023-06-02 23:12:05+00:00,Brandons404,"Updated servers_v7.json - switching hosts (#8660)

* added pvp server to fish

* updated servers_v7.json

* updated servers_v7",1
1266eb00eab095138c54c37b8c5dd0b9b7c38a27,2023-06-02 23:11:54+00:00,Anuken,Merge remote-tracking branch 'origin/master',34
174f0f2ffe0de271beb896b2240aab42b4618b27,2023-06-02 23:11:49+00:00,Anuken,Fixed #8659,2
798e442b2f5e0b7f5507eab13cca319c470c21f5,2023-06-02 16:06:53+00:00,unknown,Automatic bundle update,34
dde7b77de6c2ea52063952d75c7c9eab28f77070,2023-06-02 16:06:06+00:00,Anuken,Closes Anuken/Mindustry-Suggestions/issues/4457,2
afee374a66278a5ec4f8746e8b499e8787583878,2023-06-02 15:56:13+00:00,Anuken,Merge remote-tracking branch 'origin/master',47
4dd414c22f3af448b7ed7dc0c6ba3afff3b64feb,2023-06-02 15:56:08+00:00,Anuken,Closes Anuken/Mindustry-Suggestions/issues/4456,5
38b90270000c02e43ac7d93735f53f10880ecf9a,2023-06-02 15:41:12+00:00,Slotterleet,"Dynamic selection of planet tech in rules dialog (#8487)

* Dynamic selection of planets in rules dialog

* Code cleanup

* Do not let Anuken/Mindustry#8494 happen again

* Fixed inconsistency with campaign sectors",4
4e0e48ea3286d0963a6abe5570cf46785a1856a4,2023-06-02 15:38:01+00:00,unknown,Automatic bundle update,34
c84ec75c53b6af68dd90fdceb6b185added7a68a,2023-06-02 15:37:15+00:00,JniTrRny,"Improvements to the Schematics UI (#8605)

* schematics UI improvements

* better edit tags UI

* visual tweaks

* cleanup

inline obsession
cleanup again...
another little bit of cleanup
a little bit of cleanup
minor cleanup",7
bf51a01677866147ba7b31f926aa3771b9639a21,2023-06-02 15:11:54+00:00,ulwepo,"Update servers_v7.json (#8656)

thanks",1
94caca680aad8d0b9a315cf6a1ff14da9efae6ab,2023-05-31 22:26:04+00:00,Darkness6030,Make PlayerInfo map public (#8655),1
2f675a3b7591b6d92ecc8cd8d3da61d4291ac807,2023-05-31 12:53:26+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
9d986e1e8d010e18083d26a826abe29737e2179e,2023-05-31 12:53:21+00:00,Anuken,Fixed #8653,1
8e1e003ff2f1a1392c9319bc38cebb175361512e,2023-05-31 02:51:07+00:00,MEEPofFaith,Inversion option for payload router sorting (#8652),1
1a0edf80f11e45b0d33462b7a21f04d24b62cb51,2023-05-31 00:15:44+00:00,Anuken,Bugfixes for reconstructor config,1
b97e6ef84c58affeee4c0675b9dd9c1feb062457,2023-05-31 00:08:53+00:00,Anuken,Merge remote-tracking branch 'origin/master',4
b6f5d424da757cac9b6287121cbdd7ea6be2703a,2023-05-31 00:08:48+00:00,Anuken,Select command from reconstructor / Units save command when controlled,8
2e96f598fb2a53dd5ec602b2736d1214dbc2c9d6,2023-05-29 18:01:55+00:00,SSTentacleSS,Update servers_v7.json (#8651),1
e3ccd5cc2c727df7c46fb2d5f460a36b7730f827,2023-05-29 17:09:56+00:00,Darkness6030,"Load content icons on a headless server (#8650)

* Update build.gradle

* Update Fonts.java

* Update ServerLauncher.java

* Update ServerLauncher.java

* s stands for shiza

* Update build.gradle",3
7911a22cc91b51f1995dda0c95b27ef06c9f8e15,2023-05-29 14:23:32+00:00,Anuken,Fixed #8649,1
19f58f3dca929ee623a2bc0bfad8f77dac29b35d,2023-05-28 13:57:31+00:00,Anuken,Merge remote-tracking branch 'origin/master',3
c4cd9e8f569c7195b9876243c001db7978d431b4,2023-05-28 13:57:26+00:00,Anuken,Misc minor bugfixes,3
8db8d79eff42085ae6cacd27fcd3f9521077fcf9,2023-05-28 13:14:15+00:00,GlennFolker,Allow Universe to update all solar systems (#8647),1
257d34170373b4729515970fbb8c6ebf1463f3c0,2023-05-28 04:06:57+00:00,MEEPofFaith,Spinning FlareParts (#8637),1
fc0f48e13d3e5183e986754e5e91db9984bbbdad,2023-05-27 20:26:24+00:00,error-27,Fix Scaling on Objective Dialogs (#8646),1
ab95b88c057b175ee4a7bea81782022f4a0ef09a,2023-05-27 13:57:53+00:00,Anuken,Fixed Base AI not working sometimes,4
ca51ad601ef8533d22e9199d7cdf25c9cb61d931,2023-05-27 13:19:14+00:00,thedimas3007,Add some servers (#8640),1
c2d7e2eb725c8effc19e87e47ae87b1db1c99e2e,2023-05-27 13:05:08+00:00,way-zer,fix assetsJar (#8641),1
4f34a9235cb7e001aa27e0fc478b1d1f5e54511c,2023-05-26 21:57:24+00:00,buthed010203,"Don't show ghosts when typing in chat (#8644)

* Don't show ghosts when typing in chat

* braint",1
b21c0f4553f9a657310c0d6ed517deb223869160,2023-05-26 18:12:34+00:00,Anuken,Fixed squished logic icons,1
80ad379c18e9e1022ac8902ae2f51ee51f9dfcf9,2023-05-25 16:05:33+00:00,Anuken,Buffer gone,1
6a8e0eb6b205397ccec5f50b91669b6069e8e797,2023-05-25 13:13:37+00:00,Anuken,Stack router fix,1
f5a32fdb6bacdb6fa50bbf04ae0d2d83423d0714,2023-05-25 06:44:07+00:00,Anuken,near is further again,1
5c45df1a69f575034d6f6b9fd8bb7d3ff1c33ed9,2023-05-24 20:49:09+00:00,Anuken,Fixed turrets with moveWhileCharging = true and accurateDelay = true,1
e9fe52d578956d9eaed3407d982bf519f0d573a8,2023-05-24 13:49:35+00:00,Anuken,Merge remote-tracking branch 'origin/master',4
19cd6fd07cc5b8caea7a4335c6acd95cdf8f7ea8,2023-05-24 13:49:30+00:00,Anuken,Fixed #8632,3
9869922710ebea916bd217a97e715aeefb52632b,2023-05-24 13:22:34+00:00,yozozchomutova,"Update bundle_cs.properties (#8639)

* Updated bundle_cs.properties

All unstraslated words I've found were translated. Spacing between lines were synchronized with bundle.properties. +Added self to contributors file.

* Updated bundle_cs.properties

Replaced with shorters words, fixing issue with multilined text in buttons.

* Translated several keys to Czech.",1
ad4ce35a42281f375c0f107cbf77b283db43a4e2,2023-05-24 13:22:05+00:00,TheSerjio,Update bundle_ru.properties (#8638),1
18cfffd105142a1a5da576107c4b57f7fd4a8124,2023-05-23 19:44:25+00:00,frieda666,Add test case for achievement (#8633),1
c774968c2de27c57cb85bb5dca65edcea12185cd,2023-05-23 13:16:53+00:00,Alexander397172YT,new server CreateDustry v7 (#8631),1
3813d66f30f49a92d0b1781756a07128e7dffde0,2023-05-23 01:51:06+00:00,Anuken,New scorch sprite by Fox1va_,3
871548c095a46c23e54a8d648abefba183261427,2023-05-23 01:42:46+00:00,Anuken,Fixed mod startup crash,2
c4b1df9526955bfb7faac3e5e19394b0e99b17ae,2023-05-22 18:28:10+00:00,Anuken,Closes Anuken/Mindustry-Suggestions/issues/4433,3
bf320a98b89bcb623550228edd7ae0b9e07ba752,2023-05-22 05:09:53+00:00,Anuken,Faster connection lookup,2
a78e7ca8c90691f5e7f9276fa31b272eca5339e7,2023-05-22 02:36:36+00:00,Anuken,Possible crash fix,1
520d122d8225adf9f20a58bcfdf495dc1cfc8981,2023-05-22 00:42:34+00:00,Anuken,arc,1
7ab9c6fd9cc4418dd14065b3db5f0815a13e850f,2023-05-21 19:47:56+00:00,Anuken,Logic sprite upper limit now 64,1
4d200276d267b802a7a1ae931e7c8092a19bd74a,2023-05-21 19:24:30+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
c335722de528b2b640b5401018755141b8a8f77a,2023-05-21 19:24:23+00:00,Anuken,Interplanetary accelerator hidden in database,2
25b26be87b0c2f99b107cf7a8ef76c1d9a507d3d,2023-05-21 14:59:09+00:00,way-zer,fixup! Fix Turret bug when `cheat` (#8273) (#8629),1
e714285671ca7e69ccad0f5df17d082c08e64df8,2023-05-21 08:46:50+00:00,Anuken,pain,3
dd3ce95264ec79a9179d850681894c9cf1f13b69,2023-05-21 08:42:23+00:00,Anuken,fixed iOS crash,1
564e81e734c6a8d01d8a1b4b0430c18710d5fedd,2023-05-21 07:59:08+00:00,Anuken,Team#isEnemy is pointless,4
dc631129158178992b56ad5cd2df639b3370a5a7,2023-05-21 04:57:10+00:00,Anuken,Always hide content when isHidden() == true,1
bc94e24874d2309307b6d236c7fa628d6b3f47cd,2023-05-20 14:40:39+00:00,Anuken,Merge remote-tracking branch 'origin/master',3
94fe92d67d04ab6f41ebb922222d8d8d4f4fab38,2023-05-20 14:40:33+00:00,Anuken,Pathfinder fixes / Hail resprite by Snake#2132 on Discord,3
047d39d129be43adfcbd9397c14639c0fb7d1761,2023-05-20 01:03:39+00:00,MEEPofFaith,"Chained PartProgress Operation in Json (#8627)

* Op parsing method

* Parse multi op

* Big brain

* Parse operation array

* Error wording

* Unnecessary code",1
b6d27c16bef1bf465392e2a5c2cf691fe56b6049,2023-05-20 01:02:54+00:00,MEEPofFaith,Interval bullets for continuous bullets (#8628),2
7c52444e3c77b3d6484c644d2a6064eb8ee77266,2023-05-19 16:30:45+00:00,Anuken,typo,2
1f85d0d24fee77321978797a0053a690583a35a2,2023-05-19 16:29:53+00:00,Anuken,Load logger in iOS,3
4a53a80b2118f61e19ff37818fb6e6e46bec62e2,2023-05-19 15:12:32+00:00,Anuken,Removed redundant team checks,1
cee09dd167c2b9705556d3d5e0f846c7559e56b6,2023-05-19 15:08:26+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
39227774e14aeb41761e15145b6433a776b8d410,2023-05-19 15:08:18+00:00,Anuken,Ripple tint change / Minor optimization,3
6cd778783ea01a061add608751b48e277e894dc5,2023-05-19 14:53:06+00:00,MEEPofFaith,"Shift swarmer shoot barrels to match the chutes (#8624)

Similar to how cyclone shoot barrels match the ends of each barrel.",1
5db4c67477cfa47735a5b8b57af1bd90e72397dc,2023-05-19 04:01:43+00:00,Anuken,Merge remote-tracking branch 'origin/master',2
0f87942b16c4482089be0b6d92d92ddaeea4156f,2023-05-19 04:01:36+00:00,Anuken,Fixed #8622,2
3dd7412ed86e40a4d2af3cd8b2ff309543a32a13,2023-05-18 23:56:39+00:00,stacktrace-error,"swarmer resprite? (#8573)

* plastic

* swarm

* I did not forget I did not forget I did not forget I did not forget I did not for

* god I can never settle on anything hhhhhhhhhhhhhhhhhhhhhhhhhhhh

* Revert ""god I can never settle on anything hhhhhhhhhhhhhhhhhhhhhhhhhhhh""

This reverts commit a59734eb04a923e2209c795ac533e61598c8b341.

* eh why not

* Revert ""eh why not""

This reverts commit c228dc5337c915faf3bf4abe09d8fb5e6909a424.",2
43d164d54bc725dd01edd3af9995dfd5eead2173,2023-05-18 16:21:45+00:00,Anuken,Map list fixes on phones,1
d09695a946f0c08abeb5930b0abf80c06bb352c6,2023-05-18 15:54:30+00:00,Anuken,Less MeshBuilder memory usage,1
5976ed698306d17b2029483917b7a7ffd9845120,2023-05-18 15:04:04+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
d739269f59ba726ec4ca28955f6d9df0d4dbe5e2,2023-05-18 15:03:58+00:00,Anuken,Scatter resprite (By Daz from Discord),4
72c28f70983bfa9500b085f9d227ceeb529c6cb9,2023-05-18 13:29:44+00:00,Ilya246,insanius (#8621),1
f2d83f35992baaa3e0a87670eeffa180f33c1a1e,2023-05-18 04:45:18+00:00,Anuken,Vanilla base walls only,1
b611e0f9f49be7c3f14483a0b5c97c1c951b4bac,2023-05-18 04:27:01+00:00,Anuken,Tecta buff / Closes Anuken/Mindustry-Suggestions/issues/4427,4
f59c439f2f88d2d109579ce4f5e65e24c6af6d27,2023-05-17 23:32:47+00:00,Anuken,Some more random schematics,7
e6daf63a5a7f6856231f65d5526e589fb650818a,2023-05-17 23:03:16+00:00,Anuken,New base schematcs from Bluewolf,24
00ae28847eda71f9e383f7a498aa7ad5c222edb5,2023-05-17 22:45:15+00:00,Anuken,New salvo sprite,8
445e147c16258d4b10a70062d604657a95e5292b,2023-05-17 13:38:15+00:00,Anuken,near is further,1
410f4f69a1a498378a725d2c05ad2e79830f164c,2023-05-17 01:15:56+00:00,Anuken,near is nearer,1
9e2251028bb89ac6383246c662384299633378ec,2023-05-16 22:13:15+00:00,Anuken,Merge remote-tracking branch 'origin/master',34
7f6907e14fa1645242494786c4875b3594aa5b65,2023-05-16 22:13:09+00:00,Anuken,More core units for bases,1
c6829c23d47bb161264c293c5e0ff37860f238fe,2023-05-16 21:26:10+00:00,unknown,Automatic bundle update,34
70293a4864003c9c5cfb83eca2daaa248b3fdb53,2023-05-16 21:24:52+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
29855243cbc0b72695d9ba314b12250e0c9a16f1,2023-05-16 21:24:41+00:00,Anuken,Base building AI is back,10
16358dbd6a57fdac0df7bf9a99b6a3c20f309f81,2023-05-16 13:35:12+00:00,SSTentacleSS,"Update servers_v7.json (#8615)

Обновили комплектацию серверов",1
83d28461f03f10b6fcdfbca19530f04f59d4d647,2023-05-16 04:34:12+00:00,Anuken,augh,1
874cba7ad39cc186f03a7be9ae7e3c01e7d14402,2023-05-16 04:33:17+00:00,Anuken,arc,1
45baeb4933be72b97f7f93ac5c0d292b206a4fbc,2023-05-16 04:16:46+00:00,Anuken,Log zenity error,1
8b35b44489a047fb8fff232c31eeb880ea6e610f,2023-05-16 02:54:10+00:00,Anuken,Made default CacheLayer add method insert before 'normal',5
1289e20990e5505cdf9dd359b1929f6ec42304f0,2023-05-15 15:44:08+00:00,Anuken,Native (Zenity) file dialogs for Linux,2
3593803ad91b9d872609aadfbe27021fb89ace5e,2023-05-15 14:26:40+00:00,Anuken,Merge remote-tracking branch 'origin/master',6
0d8965410365d957073af09bd51b2b25561bf674,2023-05-15 14:26:35+00:00,Anuken,Ignore null messages,2
aa7ba6548cd05b1832098c7166e9b77db45313bc,2023-05-15 13:59:14+00:00,GlennFolker,"Move most planet rendering out of PlanetRenderer to Planet (#8608)

* Planet speaks for itself

* Ok fine keep old Gradle version

* Planet grid mesh builder

* Inline",4
9b02d2685624fb5deba28b7d947304d97fbb9c9c,2023-05-15 12:54:07+00:00,Vojtak42,Update bundle_cs.properties (#8610),1
30c773b304bf93e521a868b95a5d6062fca222e9,2023-05-15 12:53:54+00:00,Xenerain,Update servers_v7.json (#8611),1
738b96b94b7edaa98c95cbec432a7da718e305ab,2023-05-14 20:50:20+00:00,HamzaGSopp,Update servers_v7.json (#8606),1
151743021bb06de2ab2776fd4120f20d69ef6e2f,2023-05-13 22:22:01+00:00,Anuken,Latest RoboVM,1
dbbb27ec0f57d796510b850b101668c9889cc11c,2023-05-13 14:51:10+00:00,Anuken,Merge remote-tracking branch 'origin/master',4
89e942ee35640fa36dbe4fdab5a6bff5c8b5b7a5,2023-05-13 14:51:05+00:00,Anuken,Fixed #8602,2
5ec0e9dc9f66e6a5eb84326f7288430cbe251a87,2023-05-13 13:53:47+00:00,BalaM314,"Use shouldExplode, explosionMinWarmup in generators (#8600)",2
b40615d9e6dff2afe89506861780399782c457f6,2023-05-13 13:48:32+00:00,buthed010203,Fix crash (#8599),1
307943c098b99bf215675df0bce96832b0cef194,2023-05-13 06:41:04+00:00,Anuken,Update SERVERLIST.md,1
ebb40145ac425cf501a295565444956408dddce8,2023-05-12 19:24:14+00:00,Anuken,Noise filter fix,1
ae272f079b1e68e25c1ef019de00c24c023e52fe,2023-05-12 18:26:28+00:00,Anuken,why was this here,1
587c8c280cd37470072114890ac746d9c0bfc02e,2023-05-12 16:16:32+00:00,Anuken,Better VariableReactorBuild explosion check,2
7bcfaf54eff574617272f5a373167dc1a8e9e2ef,2023-05-12 16:10:37+00:00,Anuken,Fixed #8587,2
bcee2e708383f7737dfa62c6dc81caae09f79ecf,2023-05-12 06:34:02+00:00,Anuken,Neoplasia reactor rebuildable,1
ccf85b81c8f49510a668f0f92894dd80f5885a54,2023-05-12 06:23:03+00:00,Anuken,Fixed map list dialog,1
126cca9e862e757dd2e40ccb02b5a99c069318ce,2023-05-12 06:05:52+00:00,Anuken,Gas sprite revert,5
688b5b9eea6e0b7996053fa8d9742cc412cd39ce,2023-05-12 05:58:30+00:00,MEEPofFaith,"Revert ""Properly handle missile units shooting more missile units (#8359)"" (#8585)

This reverts commit 1373381554e87ac8420d26a998a6009201f550d8.",2
0496d2108c3ff08669fa5eaae472ac37b938ca26,2023-05-12 02:21:05+00:00,way-zer,"fix NPE in SpawnGroup.write (#8584)

* Update SpawnGroup.java

* Update contributors

* No Objects.isNull",2
