number,state,contributor,created_at,closed_at,title,labels
4887,closed,Artalus,2021-03-07 16:16:23+00:00,2021-03-07 16:19:46+00:00,Logic Processor: move command ignores pathfinding,['bug']
4885,closed,SilinVeredno,2021-03-07 07:55:24+00:00,2021-03-07 14:18:04+00:00,texture. bug,['unlabeled']
4884,closed,SilinVeredno,2021-03-07 07:45:56+00:00,2021-03-07 07:54:14+00:00,texture error,['unlabeled']
4882,closed,dragonMau,2021-03-06 21:55:13+00:00,2021-03-06 22:25:10+00:00,Mindustry has crashed. How unfortunate.,['bug']
4881,closed,FeyFre,2021-03-06 19:57:52+00:00,2021-03-06 20:03:56+00:00,"IOException during multiplayer game. Client returned back to main menu, not crashed fully",['bug']
4879,closed,LeoSko,2021-03-06 18:28:25+00:00,2021-03-06 19:23:17+00:00,Player's speed is not limited to speed of formation,['bug']
4878,closed,kapzduke,2021-03-06 17:59:18+00:00,2021-03-06 18:23:11+00:00,mindustry closes when trying to export/import,['bug']
4875,closed,Fred-Free,2021-03-06 14:15:12+00:00,2021-03-06 15:41:35+00:00,Building Bridges without unlocking them,['bug']
4872,closed,DatOnePlayer,2021-03-06 06:19:42+00:00,2021-03-06 06:26:04+00:00,Game crashes when loaded with mods,['unlabeled']
4869,closed,Smeagstheman,2021-03-06 02:47:03+00:00,2021-03-06 03:16:36+00:00,Crash while in chat,['unlabeled']
4867,closed,deltanedas,2021-03-05 23:47:04+00:00,2021-03-05 23:50:29+00:00,"tooltip ""leak""",['bug']
4866,closed,Austin5003,2021-03-05 22:47:19+00:00,2021-03-05 22:51:01+00:00,[JSON modding] Oil extractor won't accept attributes of shallow liquids,['bug']
4856,closed,Nester23,2021-03-04 23:35:40+00:00,2021-03-04 23:41:34+00:00,Jumps cannot do string comparisons with unit names,['bug']
4855,closed,Spidroxide,2021-03-04 19:41:56+00:00,2021-03-04 19:51:16+00:00,Dos attack style bug in online multiplayer.,['bug']
4854,closed,USMP-lancer,2021-03-04 19:33:57+00:00,2021-03-04 19:46:23+00:00,mindustry lacks libarcarm64,['bug']
4853,closed,ROBLOX2ENTITY,2021-03-04 18:16:04+00:00,2021-03-04 18:16:55+00:00,Through The Shadows,['unlabeled']
4852,closed,buthed010203,2021-03-04 17:47:23+00:00,2021-03-04 18:08:25+00:00,The back and press sound effects are incredibly quiet.,['bug']
4847,closed,Quezler,2021-03-03 17:38:47+00:00,2021-03-03 17:45:05+00:00,drill fails to autoconnect to powernode,['unlabeled']
4846,closed,Quezler,2021-03-03 17:37:01+00:00,2021-03-03 18:22:47+00:00,powernode preview inaccurate,['unlabeled']
4845,closed,Quezler,2021-03-03 15:33:48+00:00,2021-03-03 15:50:10+00:00,saving never (seems to) goes away,['unlabeled']
4833,closed,Qvertyes,2021-03-01 18:22:33+00:00,2021-03-01 18:25:28+00:00,Steam cloud bug,['unlabeled']
4832,closed,Sukhoi-s25-sunday,2021-03-01 17:45:40+00:00,2021-03-01 17:59:20+00:00,liquid tanks providing infinite throughput ,['bug']
4830,closed,Quezler,2021-03-01 17:35:50+00:00,2021-03-01 18:06:52+00:00,Power fails to connect if a neighbor is already connected,['unlabeled']
4829,closed,Quezler,2021-03-01 14:13:19+00:00,2021-03-01 14:45:51+00:00,blocks don't connect to power on the edge of their range,['unlabeled']
4828,closed,Quezler,2021-03-01 11:40:21+00:00,2021-03-01 14:36:44+00:00,Unit cell not rendering while reconstructing,['unlabeled']
4827,closed,Quezler,2021-03-01 09:14:55+00:00,2021-03-01 14:45:50+00:00,bestCore doesn't pick the closes core near point of death,['unlabeled']
4824,closed,walksanatora,2021-03-01 06:02:20+00:00,2021-03-01 14:45:50+00:00,server crash upon placing power consuming/producing/storing blocks,['bug']
4817,closed,Skilifer,2021-02-28 13:31:58+00:00,2021-02-28 14:10:57+00:00,Title,['bug']
4812,closed,mangblekok,2021-02-27 21:51:29+00:00,2021-02-27 21:59:50+00:00,Logic Block - Operation UI Bug,['unlabeled']
4809,closed,Usser8,2021-02-27 15:00:19+00:00,2021-02-27 15:01:15+00:00,Connecting block bug,['unlabeled']
4806,closed,nodevlfrb,2021-02-27 09:33:24+00:00,2021-02-27 13:53:34+00:00,Spawning when opening a new zone from a long time ago. Behavior of enemy units.,['bug']
4805,closed,polymeshop,2021-02-27 08:04:20+00:00,2021-02-27 13:53:00+00:00,Logic fails to reliably configure item sources,['bug']
4802,closed,QmelZ,2021-02-26 17:43:02+00:00,2021-02-26 18:13:45+00:00,Game gets confused and puts you in a weird state when joining a server (server join spectator bug),['bug']
4800,closed,RebornTrack970,2021-02-26 16:23:08+00:00,2021-02-26 16:26:31+00:00,Game putting you in somesort of Spectator mode in servers when you join,['bug']
4797,closed,ZetaMap,2021-02-26 15:17:13+00:00,2021-02-26 15:37:45+00:00,Block Interface bug,['bug']
4796,closed,ZetaMap,2021-02-26 14:57:55+00:00,2021-02-26 14:58:54+00:00,Mindustry server - plugin error - java.lang.ClassNotFoundExeption:,['bug']
4795,closed,bl0ckchat,2021-02-26 13:20:59+00:00,2021-02-26 13:26:47+00:00,Attack Sectors Locked,['bug']
4793,closed,LuanHimmlisch,2021-02-26 03:20:46+00:00,2021-02-26 03:27:39+00:00,Can't read directories Linux Mint,['unlabeled']
4792,closed,buthed010203,2021-02-25 23:32:38+00:00,2021-02-25 23:34:31+00:00,Cursed bridges,['bug']
4791,closed,buthed010203,2021-02-25 23:23:17+00:00,2021-02-25 23:26:29+00:00,Auto bridge doesn't respect conveyor rotation,['bug']
4789,closed,XNoireCode,2021-02-25 20:53:40+00:00,2021-02-25 20:58:36+00:00,Mechanism images problem,['bug']
4786,closed,Dxstreed,2021-02-25 05:43:27+00:00,2021-02-25 13:39:21+00:00,Объекты на карте ,['unlabeled']
4785,closed,Nester23,2021-02-25 05:25:22+00:00,2021-02-25 13:38:58+00:00,Units forget their logic orders when the game is restarted.,['bug']
4784,closed,AESIR-Foopy,2021-02-25 03:30:50+00:00,2021-02-25 13:39:42+00:00,Visual Bug: Repair Point,['bug']
4783,closed,snakefangz,2021-02-24 21:18:36+00:00,2021-02-24 22:48:12+00:00,Cant join local hosted games on mobile,['bug']
4781,closed,Quezler,2021-02-24 20:13:25+00:00,2021-02-24 20:27:27+00:00,schematic of construction blocks loses config,['unlabeled']
4780,closed,mangblekok,2021-02-24 20:06:22+00:00,2021-02-24 20:12:35+00:00,Scatter Bullet and Air Unit HP Glitch,['unlabeled']
4779,closed,Willzile1,2021-02-24 19:59:04+00:00,2021-02-24 20:11:23+00:00,Cultivator shallow water bonus,['bug']
4778,closed,catsz,2021-02-24 19:34:46+00:00,2021-02-24 19:46:43+00:00,Loadout not always working,['bug']
4776,closed,LixieWulf,2021-02-24 13:09:56+00:00,2021-02-24 14:53:02+00:00,Air units hover at the range of their longest ranged weapon,['bug']
4774,closed,Cra1gTucker,2021-02-24 12:12:32+00:00,2021-02-24 14:47:52+00:00,Deconstructing a breakable terrain block halfway and then rebuilding it takes control of the block,['unlabeled']
4773,closed,movercell,2021-02-24 10:58:36+00:00,2021-02-24 14:47:33+00:00,No create units,['bug']
4772,closed,Quezler,2021-02-24 10:25:05+00:00,2021-02-24 14:53:02+00:00,bridges pointing down don't link when rotated,['unlabeled']
4770,closed,Sky4ce09,2021-02-23 21:37:22+00:00,2021-02-23 22:07:53+00:00,Possible stroke tool inaccuracy,['bug']
4766,closed,kapzduke,2021-02-23 16:20:21+00:00,2021-02-23 16:29:59+00:00,Sector 243 places core on deep water,['bug']
4765,closed,totallynotsoup,2021-02-23 15:10:57+00:00,2021-02-23 15:14:11+00:00,Copper conveyors have speed like titanium,['bug']
4764,closed,red-led,2021-02-23 09:14:08+00:00,2021-02-23 14:18:13+00:00,Router inputs are not balanced,['bug']
4760,closed,Highfire1,2021-02-23 07:49:18+00:00,2021-02-23 14:19:15+00:00,logic ItemDrop to incinerator doesn't work,['bug']
4752,closed,movercell,2021-02-22 04:43:40+00:00,2021-02-22 13:58:02+00:00,"I can believe, i just can made i... WHAT",['unlabeled']
4744,closed,uncaught1,2021-02-20 10:21:07+00:00,2021-02-20 10:22:20+00:00,"After 1 team is left on the PvP server, the server does not start a new game.",['bug']
4743,closed,ghost,2021-02-20 08:41:28+00:00,2021-02-20 14:36:07+00:00,Pog,['bug']
4740,closed,jake-87,2021-02-20 05:38:38+00:00,2021-02-20 14:52:25+00:00,gradlew builds and prebuild jars fail on FreeBSD,['bug']
4739,closed,ParraRespuestas,2021-02-20 04:10:30+00:00,2021-02-20 14:36:01+00:00,A crash has occured,['bug']
4737,closed,SollyBunny,2021-02-19 22:33:13+00:00,2021-02-19 22:55:48+00:00,Linux No Sound PulseAudio,['bug']
4733,closed,Sanya2907,2021-02-19 14:16:00+00:00,2021-02-19 14:26:05+00:00,EMFILE issue on iOS ,['bug']
4732,closed,Quezler,2021-02-19 13:13:16+00:00,2021-02-19 14:04:23+00:00,Powermodule builds on the edge of node range do not autoconnect,['unlabeled']
4731,closed,violetastcs,2021-02-19 12:11:32+00:00,2021-02-19 14:00:54+00:00,Game doesn't run on `musl` libc distros,['bug']
4729,closed,ThibPlume,2021-02-18 21:56:17+00:00,2021-02-18 22:00:29+00:00,Heat in unit doesn't return null,['bug']
4722,closed,movercell,2021-02-18 10:33:46+00:00,2021-02-18 15:01:46+00:00,Java or js mods not working,['unlabeled']
4721,closed,QmelZ,2021-02-18 08:58:23+00:00,2021-02-18 15:03:53+00:00,Game closes at startup,['bug']
4720,closed,Kieaer,2021-02-18 08:57:31+00:00,2021-02-18 15:21:37+00:00,Server doesn't detect all client mods,['bug']
4716,closed,mayli,2021-02-17 21:57:13+00:00,2021-02-17 21:58:10+00:00,health/shield rendered negative value (?) when killed by foreshadow in v125,['bug']
4715,closed,Nester23,2021-02-17 21:05:43+00:00,2021-02-17 22:12:41+00:00,Enemy Flares fly in circles while trying to attack a building,['bug']
4711,closed,Catchears,2021-02-17 11:05:33+00:00,2021-02-17 14:07:04+00:00,strange lines on orange metal tiles on android 11,['bug']
4710,closed,rocboronat,2021-02-17 10:38:46+00:00,2021-02-17 14:10:48+00:00,The logic to know if it's a phone or a tablet isn't reliable,['bug']
4709,closed,shugen002,2021-02-17 10:28:52+00:00,2021-02-17 14:09:24+00:00,Use say command in console may cause connection disconnect.,['bug']
4707,closed,Endermancat,2021-02-17 09:01:55+00:00,2021-02-17 10:54:10+00:00,Blindshoot mouse tracking,['unlabeled']
4706,closed,liuxilu,2021-02-17 07:16:14+00:00,2021-02-17 14:06:48+00:00,logic hints `lenum.xxx` mixed up,['bug']
4704,closed,buthed010203,2021-02-17 00:06:36+00:00,2021-02-17 00:23:46+00:00,Bullet homing is still weird at high fps,['bug']
4702,closed,LeoSko,2021-02-16 20:05:29+00:00,2021-02-16 20:25:05+00:00,Red is not red anymore,['bug']
4701,closed,Catchears,2021-02-16 17:15:58+00:00,2021-02-16 17:20:41+00:00,Can't place single power nodes,['bug']
4700,closed,UglyBugly,2021-02-16 15:57:31+00:00,2021-02-16 15:58:42+00:00, .,['unlabeled']
4694,closed,Highfire1,2021-02-16 07:24:56+00:00,2021-02-16 14:13:55+00:00,Grass cliff/obstacles flicker when next to conveyor,['bug']
4693,closed,Totaly-Not-A-Mole,2021-02-16 03:38:01+00:00,2021-02-16 14:01:05+00:00,game crashes when placing power nodes,['bug']
4692,closed,Laggyboi0701,2021-02-16 01:46:38+00:00,2021-02-16 14:00:56+00:00,Changing GUI problem,['bug']
4690,closed,MrFlubber,2021-02-15 23:19:13+00:00,2021-02-15 23:43:49+00:00,Invincible guardian in tar fields,['bug']
4687,closed,Newguy-ish,2021-02-15 19:51:10+00:00,2021-02-15 19:51:51+00:00,sprites-override only changing battery build plan sprite,['bug']
4686,closed,Somka000,2021-02-15 15:48:49+00:00,2021-02-15 15:58:10+00:00,Vanishing units,['bug']
4685,closed,Sp3rw3r,2021-02-15 15:21:33+00:00,2021-02-15 15:37:29+00:00,Units vanish,['bug']
4684,closed,LixieWulf,2021-02-15 10:34:10+00:00,2021-02-15 14:24:57+00:00,Turrets don't update liquids,['bug']
4680,closed,Syncinus,2021-02-15 05:33:03+00:00,2021-02-15 14:31:05+00:00,Crawler got stuck on a wall,['bug']
4679,closed,sebasom2,2021-02-15 00:47:51+00:00,2021-02-15 00:48:49+00:00,"bug with schematics, and processors ",['unlabeled']
4672,closed,shugen002,2021-02-14 04:43:37+00:00,2021-02-14 13:51:12+00:00,Too high base damage cause it does not damage.,['bug']
4671,closed,Wencelsav,2021-02-14 01:07:47+00:00,2021-02-14 08:07:58+00:00,processor became not controlling units. is this a bug or this is a feature update?,['unlabeled']
4670,closed,pawlick228,2021-02-13 19:17:26+00:00,2021-02-13 19:27:10+00:00,Bug with shoot,['unlabeled']
4664,closed,baobabbab,2021-02-12 20:58:46+00:00,2021-02-12 21:01:07+00:00,Curvature of text in Russian translation,['bug']
4659,closed,NiChrosia,2021-02-12 02:45:48+00:00,2021-02-12 13:41:05+00:00,Some sprites are smaller than usual when researching technology in the tech tree,['bug']
4658,closed,shugen002,2021-02-12 02:33:57+00:00,2021-02-12 13:41:44+00:00,Too much core on map will cause client fail to join server.,['bug']
4657,closed,way-zer,2021-02-11 16:02:44+00:00,2021-02-11 16:04:41+00:00,Invalid PowerModule.links after resize in Editor,['bug']
4653,closed,Newguy-ish,2021-02-10 22:42:06+00:00,2021-02-11 00:02:19+00:00,mod.hjson ignored,['bug']
4651,closed,Quezler,2021-02-10 19:48:59+00:00,2021-02-10 19:54:35+00:00,Turrets (not always) targeting multiblocks,['unlabeled']
4645,closed,crides,2021-02-09 18:33:25+00:00,2021-02-09 18:46:23+00:00,Steam achievement Explorer is not triggered,['bug']
4644,closed,ROBLOX2ENTITY,2021-02-09 18:10:25+00:00,2021-02-09 18:43:43+00:00,Naval Unit Steering Problems,['unlabeled']
4643,closed,LOVECN81,2021-02-09 13:39:31+00:00,2021-02-09 14:28:13+00:00,crash-report,['bug']
4642,closed,Catchears,2021-02-09 09:47:43+00:00,2021-02-09 14:35:11+00:00,"""[E] to enable building"" appears over ""[V] to respawn in core""",['bug']
4641,closed,UnionofSovietSocialistRepublics,2021-02-09 07:36:40+00:00,2021-02-09 14:28:46+00:00,Armor stat is broken.....,['bug']
4639,closed,LixieWulf,2021-02-09 03:38:52+00:00,2021-02-09 14:27:56+00:00,Resource requirements are in brazil,['bug']
4638,closed,Highfire1,2021-02-08 22:43:16+00:00,2021-02-08 22:54:11+00:00,Flare/horizon/others secret buff,['bug']
4632,closed,Stupider666,2021-02-08 19:27:17+00:00,2021-02-08 19:31:52+00:00,SAND AND SORTERS,['unlabeled']
4630,closed,buthed010203,2021-02-08 16:18:26+00:00,2021-02-08 16:26:15+00:00,Bullets dodge targets instead of hitting them ;-;,['bug']
4627,closed,niguandezhao,2021-02-08 11:25:01+00:00,2021-02-08 12:59:12+00:00,启动错误,['bug']
4625,closed,ROBLOX2ENTITY,2021-02-08 08:07:24+00:00,2021-02-08 08:28:03+00:00,Errors since 124,['unlabeled']
4623,closed,RusselPlayz3422,2021-02-08 06:05:12+00:00,2021-02-08 14:46:25+00:00,Start screen broken,['bug']
4621,closed,driver1748,2021-02-08 02:58:15+00:00,2021-02-08 14:54:39+00:00,Errors when lanching v124 in China,['bug']
4620,closed,sup3r87,2021-02-08 01:50:08+00:00,2021-02-08 14:52:51+00:00,steam version crashing when opening mod folder,['bug']
4619,closed,RusselPlayz3422,2021-02-08 01:04:38+00:00,2021-02-08 01:05:14+00:00,Start screen is broken,['bug']
4617,closed,LeoSko,2021-02-07 15:55:35+00:00,2021-02-07 16:11:52+00:00,"Core upgrade from server syncs only once, consequent upgrades cause desync",['bug']
4616,closed,LeoSko,2021-02-07 15:14:52+00:00,2021-02-07 15:21:43+00:00,Stable desync of unloaders of another teams,['bug']
4614,closed,DjVicthor,2021-02-07 13:50:12+00:00,2021-02-07 14:11:57+00:00,sound error (Android),['unlabeled']
4611,closed,Kieaer,2021-02-07 09:53:58+00:00,2021-02-07 14:14:02+00:00,PhysicsProcess NPE,['bug']
4605,closed,LeoSko,2021-02-06 16:33:38+00:00,2021-02-06 16:38:10+00:00,Leg pathfinding breaks if solid unbreakable is above space floor,['bug']
4604,closed,sans11leon,2021-02-06 14:04:35+00:00,2021-02-06 14:06:13+00:00,"hola, últimamente estuve jugando mindustry en pc y me di cuenta que cada vez que cerraba el juego todo el progreso se perdía, intente guardar el avance en una carpeta pero me da error, ayuda",['unlabeled']
4601,closed,dan-1am,2021-02-06 11:32:47+00:00,2021-02-06 13:54:06+00:00,Logic bug: some cpu's restart after sector reload (updated),['unlabeled']
4599,closed,Quezler,2021-02-06 09:29:39+00:00,2021-02-06 13:44:03+00:00,:android project not found in gradle,['unlabeled']
4598,closed,a54008808,2021-02-06 05:22:43+00:00,2021-02-06 13:53:47+00:00,Windows10 Pro 64,['unlabeled']
4597,closed,MrBacon470,2021-02-06 00:16:58+00:00,2021-02-06 04:21:33+00:00,MacOS In Game FPS Stuttering,['bug']
4596,closed,RouterChainsSuckk,2021-02-05 23:04:07+00:00,2021-02-06 13:53:31+00:00,core database flickering (repost),['bug']
4593,closed,Catchears,2021-02-05 10:17:27+00:00,2021-02-05 10:25:09+00:00,strange visual bugs in map editor,['bug']
4592,closed,aushafer06,2021-02-05 06:39:46+00:00,2021-02-05 14:37:52+00:00,T4 reconstructor rejecting T3 unit,['unlabeled']
4591,closed,dan-1am,2021-02-04 21:56:00+00:00,2021-02-04 23:19:10+00:00,Logic bug: some cpu's restart after sector reload,['unlabeled']
4587,closed,ROBLOX2ENTITY,2021-02-04 17:18:03+00:00,2021-02-04 17:31:50+00:00,Community Server List Errors,['unlabeled']
4585,closed,CSknight0389,2021-02-04 05:51:55+00:00,2021-02-04 14:18:10+00:00,Mindustry stuck at loading than it not responding,['bug']
4584,closed,Nester23,2021-02-04 05:38:03+00:00,2021-02-04 14:26:09+00:00,Rounding when building with logic,['bug']
4524,closed,Absolute359,2021-02-03 18:10:19+00:00,2021-02-03 18:38:46+00:00,Tsunami Liquid Storage,['bug']
4510,closed,STAPLER0,2021-02-03 14:22:39+00:00,2021-02-03 14:49:23+00:00,Landing in the location of Mushroom Pass,['unlabeled']
4509,closed,STAPLER0,2021-02-03 09:35:57+00:00,2021-02-03 13:47:50+00:00,Landing in the location of Mushroom Pass,['unlabeled']
4508,closed,LixieWulf,2021-02-03 02:42:32+00:00,2021-02-03 14:03:55+00:00,Minimap Unit Icon Drawing,['bug']
4507,closed,itday,2021-02-03 02:36:03+00:00,2021-02-03 14:03:46+00:00,Power transfer with diodes doesn't work as expected,['bug']
4506,closed,itday,2021-02-03 01:51:04+00:00,2021-02-03 02:44:21+00:00,Power pole connections aren't saved in blueprints ,['bug']
4505,closed,itday,2021-02-03 01:37:26+00:00,2021-02-03 03:51:36+00:00,Inverted sorters doesn't work as expected,['bug']
4500,closed,antonilol,2021-02-02 16:29:24+00:00,2021-02-02 17:27:25+00:00,Bugged map editor,['bug']
4496,closed,11musah,2021-02-02 02:01:32+00:00,2021-02-02 02:01:44+00:00,Anane,['bug']
4495,closed,Nanosuitwitdaboomboxwhatsongwillhepla,2021-02-01 23:04:44+00:00,2021-02-01 23:08:39+00:00,About to lose two days worth of progress,['bug']
4493,closed,Quezler,2021-02-01 13:07:15+00:00,2021-02-01 14:24:48+00:00,Health of constructed blocks being too low,['unlabeled']
4492,closed,Wencelsav,2021-02-01 07:39:54+00:00,2021-02-01 14:24:49+00:00,Error connected with mono,['unlabeled']
4491,closed,Irt6282,2021-02-01 07:33:05+00:00,2021-02-01 14:21:47+00:00,Anuken,['bug']
4490,closed,Kiinae,2021-02-01 04:29:12+00:00,2021-02-01 14:24:49+00:00,Material_ steam achievements unobtainable for older players without restarting progress,['bug']
4486,closed,RouterChainsSuckk,2021-01-31 22:18:14+00:00,2021-01-31 23:16:35+00:00,coredatbase flikering,['bug']
4483,closed,valtsu41,2021-01-31 18:34:17+00:00,2021-01-31 20:51:52+00:00,Generation filter choices not on screen,['bug']
4482,closed,PolloUsami,2021-01-31 17:41:50+00:00,2021-01-31 20:45:15+00:00,link with processors not overwrite,['bug']
4476,closed,Quezler,2021-01-30 16:56:29+00:00,2021-01-31 20:51:52+00:00,oct has range in the core database,['unlabeled']
4475,closed,souvikpodder,2021-01-30 11:13:53+00:00,2021-01-31 20:51:52+00:00,Launching with custom core in campaign crashes the game.,['bug']
4474,closed,movercell,2021-01-30 08:29:05+00:00,2021-01-31 20:51:52+00:00,Не игровой Альфа,['unlabeled']
4471,closed,LOVECN81,2021-01-30 03:39:10+00:00,2021-01-30 04:02:27+00:00,bug report,['bug']
4470,closed,LOVECN81,2021-01-30 03:34:49+00:00,2021-01-30 04:02:14+00:00,bug_report,['unlabeled']
4468,closed,Bluemeh,2021-01-29 20:20:45+00:00,2021-01-29 20:23:59+00:00,Mindustry crashes ,['bug']
4466,closed,JanStruan,2021-01-29 15:51:17+00:00,2021-01-29 15:55:32+00:00,"Unloader, Plastanium ",['bug']
4463,closed,Quezler,2021-01-29 09:31:42+00:00,2021-01-29 14:32:40+00:00,Recent power graph changes fail build tests,['unlabeled']
4461,closed,Quezler,2021-01-28 14:44:02+00:00,2021-01-28 15:23:15+00:00,lag when placing large solar panels over smaller ones,['unlabeled']
4460,closed,TheGamer1002,2021-01-28 14:11:09+00:00,2021-01-28 14:18:03+00:00,Mindustry crashes while loading sounds,['bug']
4459,closed,deltanedas,2021-01-28 12:23:02+00:00,2021-01-28 14:17:32+00:00,Core.net is accessible by scripts,['bug']
4456,closed,Waffz,2021-01-28 03:34:15+00:00,2021-01-28 14:03:45+00:00,"Fresh Install of game, Crashes while in loading screen",['unlabeled']
4454,closed,buthed010203,2021-01-27 18:12:20+00:00,2021-01-27 18:14:11+00:00,Inconsistent lines,['bug']
4453,closed,JiroCab,2021-01-27 14:54:30+00:00,2021-01-27 16:49:17+00:00,You need pin point accuracy when removing a line in logic,['bug']
4450,closed,Quezler,2021-01-27 14:09:29+00:00,2021-01-27 16:49:17+00:00,Fx.unitSpawn nullpointer,['unlabeled']
4448,closed,LixieWulf,2021-01-27 05:48:23+00:00,2021-01-27 16:48:10+00:00,Modded units in waves not saving,['bug']
4445,closed,Nanosuitwitdaboomboxwhatsongwillhepla,2021-01-27 00:12:35+00:00,2021-01-27 00:25:06+00:00,Save file problem,['bug']
4443,closed,YhuanDebeste,2021-01-26 11:24:56+00:00,2021-01-26 15:37:08+00:00,Wave Skipping and Disappearing enemies,['unlabeled']
4436,closed,Sp3rw3r,2021-01-25 12:34:19+00:00,2021-01-25 14:59:31+00:00,Getblock type does not return comparable type with stone-walls,['bug']
4431,closed,Quezler,2021-01-24 18:06:10+00:00,2021-01-24 18:08:09+00:00,incompatible mods kick triggers kick cooldown,['unlabeled']
4430,closed,redwarp,2021-01-24 14:43:38+00:00,2021-01-24 16:09:15+00:00,Cloud saves are not cross-platform,['unlabeled']
4424,closed,Matthew-McRaven,2021-01-24 00:50:48+00:00,2021-01-24 01:17:10+00:00,Crash on load on Mac OS 11.1,['bug']
4422,closed,LixieWulf,2021-01-23 14:11:18+00:00,2021-01-23 15:08:32+00:00,Double-check your JSON adapters,['bug']
4421,closed,benji78,2021-01-23 11:21:24+00:00,2021-01-23 15:09:18+00:00,corrupted campaign sectors (previously oppened in release 123.1) after opening release 122.1 by mistake,['unlabeled']
4420,closed,sk7725,2021-01-23 11:20:18+00:00,2021-01-23 15:33:14+00:00,StatusEffect speedMultipliern't,['bug']
4418,closed,LeoSko,2021-01-23 09:21:23+00:00,2021-01-23 15:33:14+00:00,Conveyors pathfinding doesn't place junctions if crossed by 1 tile,['bug']
4416,closed,LeoSko,2021-01-23 08:46:57+00:00,2021-01-23 15:33:14+00:00,Crawlers don't explode next to core,['bug']
4415,closed,ImBadAtMakingNames,2021-01-23 06:50:17+00:00,2021-01-23 15:17:38+00:00,Wave not spawning after frame-perfect(?) sector exit,['bug']
4410,closed,Slava0135,2021-01-22 09:21:45+00:00,2021-01-22 15:01:49+00:00,Crash on server while using payload,['bug']
4408,closed,Volas171,2021-01-22 03:32:12+00:00,2021-01-22 03:40:52+00:00,Mindustry Android doesn't load classes.dex on jar,['bug']
4407,closed,TRRESTGHGYTCFTGBCXSZD,2021-01-22 02:06:02+00:00,2021-01-22 02:21:10+00:00,"putting # anywhere on draw string become ""frog""",['bug']
4406,closed,Khanx,2021-01-21 22:05:20+00:00,2021-01-21 23:48:45+00:00,Workshop's schematics are not available offline,['bug']
4405,closed,buthed010203,2021-01-21 21:23:49+00:00,2021-01-21 21:36:08+00:00,Logic max string length causes issues with mods,['bug']
4404,closed,Quezler,2021-01-21 20:03:34+00:00,2021-01-21 20:03:37+00:00,autotiler blocks don't render out of bounds,['unlabeled']
4403,closed,Quezler,2021-01-21 19:50:56+00:00,2021-01-21 21:10:23+00:00,cultivator uses power while requirements aren't met,['unlabeled']
4402,closed,Quezler,2021-01-21 19:30:16+00:00,2021-01-21 19:45:57+00:00,rotated schematics render no power wires,['unlabeled']
4398,closed,abomb4,2021-01-21 12:13:45+00:00,2021-01-21 13:48:47+00:00,Turrets actual fire speed is slower than displayed,['bug']
4396,closed,RebornTrack970,2021-01-21 09:28:46+00:00,2021-01-21 13:49:58+00:00,Cant connect to same server if using the same Wifi,['bug']
4395,closed,linglan512572354,2021-01-21 07:40:59+00:00,2021-01-21 13:47:29+00:00,unitHealthMultiplier didn`t take effect,['bug']
4393,closed,rdragonrydr,2021-01-21 04:33:01+00:00,2021-01-21 13:48:46+00:00,Power Reading Mismatch,['bug']
4390,closed,rodrigolitzius,2021-01-21 01:26:31+00:00,2021-01-21 01:33:54+00:00,Power nodes,['bug']
4387,closed,powerneek,2021-01-20 14:16:18+00:00,2021-01-20 14:19:17+00:00,Broken campaign,['bug']
4385,closed,Slava0135,2021-01-20 10:53:47+00:00,2021-01-20 14:11:42+00:00,explosion damage is being applied twice on collision,['bug']
4381,closed,Jornker,2021-01-19 22:48:38+00:00,2021-01-19 22:59:51+00:00,Map upload to steam workshop not working ,['unlabeled']
4380,closed,CaeciliusInHorto,2021-01-19 18:09:59+00:00,2021-01-19 18:30:06+00:00,Efficiency information inconsistency,['unlabeled']
4376,closed,RebornTrack970,2021-01-19 07:10:26+00:00,2021-01-19 14:58:50+00:00,OverFlow Gate Crashing the game.,['bug']
4369,closed,DJ2638,2021-01-18 16:48:22+00:00,2021-01-18 22:19:01+00:00,Game Audio Doesn’t Play Through Phone Speakers,['unlabeled']
4368,closed,antonilol,2021-01-18 16:40:01+00:00,2021-01-18 22:23:26+00:00,meltdown thinks he has water when no power is supplied,['bug']
4367,closed,antonilol,2021-01-18 16:03:12+00:00,2021-01-18 22:20:19+00:00,bleeding edge update progress bar doesnt show up under 6 MB,['bug']
4366,closed,antonilol,2021-01-18 13:03:36+00:00,2021-01-18 22:17:44+00:00,distributor limited,['bug']
4364,closed,eric15342335,2021-01-18 10:02:21+00:00,2021-01-18 22:17:17+00:00,Game crashed c++ runtime library assertion failed,['bug']
4362,closed,PrinceofhellAzazel,2021-01-18 03:25:01+00:00,2021-01-18 22:17:10+00:00,Naval unit path finding ,['bug']
4361,closed,sk7725,2021-01-18 01:53:38+00:00,2021-01-18 22:16:59+00:00,Payload.write is not public static in Android,['bug']
4360,closed,buthed010203,2021-01-17 16:43:48+00:00,2021-01-17 20:20:46+00:00,Borderless Windowed cuts off 7 pixels on every edge of the screen,['bug']
4359,closed,rmuchan,2021-01-17 14:55:37+00:00,2021-01-17 20:20:15+00:00,Chained overflow gates not working,['bug']
4357,closed,Quezler,2021-01-17 11:29:28+00:00,2021-01-17 20:31:39+00:00,core incineration visuals fail on multiplayer,['unlabeled']
