path,size,extension
core/assets-raw/sprites/blocks/payload/large-payload-mass-driver-left.png,1842,png
core/assets-raw/sprites/blocks/payload/large-payload-mass-driver-right.png,1825,png
core/assets-raw/sprites/blocks/payload/large-payload-mass-driver-top.png,3193,png
core/assets-raw/sprites/blocks/payload/large-payload-mass-driver.png,3023,png
core/assets-raw/sprites/blocks/payload/payload-conveyor-edge.png,503,png
core/assets-raw/sprites/blocks/payload/payload-conveyor-icon.png,926,png
core/assets-raw/sprites/blocks/payload/payload-conveyor-top.png,529,png
core/assets-raw/sprites/blocks/payload/payload-conveyor.png,412,png
core/assets-raw/sprites/blocks/payload/payload-loader-top.png,1025,png
core/assets-raw/sprites/blocks/payload/payload-loader.png,1439,png
core/assets-raw/sprites/blocks/payload/payload-mass-driver-base.png,1427,png
core/assets-raw/sprites/blocks/payload/payload-mass-driver-cap.png,912,png
core/assets-raw/sprites/blocks/payload/payload-mass-driver-left.png,881,png
core/assets-raw/sprites/blocks/payload/payload-mass-driver-right.png,858,png
core/assets-raw/sprites/blocks/payload/payload-mass-driver-top.png,2280,png
core/assets-raw/sprites/blocks/payload/payload-mass-driver.png,899,png
core/assets-raw/sprites/blocks/payload/payload-router-icon.png,1000,png
core/assets-raw/sprites/blocks/payload/payload-router-over.png,720,png
core/assets-raw/sprites/blocks/payload/payload-router-top.png,513,png
core/assets-raw/sprites/blocks/payload/payload-router.png,307,png
core/assets-raw/sprites/blocks/payload/payload-source-top.png,1124,png
core/assets-raw/sprites/blocks/payload/payload-source.png,8026,png
core/assets-raw/sprites/blocks/payload/payload-unloader-top.png,1020,png
core/assets-raw/sprites/blocks/payload/payload-unloader.png,1445,png
core/assets-raw/sprites/blocks/payload/payload-void-top.png,1105,png
core/assets-raw/sprites/blocks/payload/payload-void.png,1263,png
core/assets-raw/sprites/blocks/payload/reinforced-payload-conveyor-edge.png,569,png
core/assets-raw/sprites/blocks/payload/reinforced-payload-conveyor-icon.png,1012,png
core/assets-raw/sprites/blocks/payload/reinforced-payload-conveyor-top.png,542,png
core/assets-raw/sprites/blocks/payload/reinforced-payload-conveyor.png,416,png
core/assets-raw/sprites/blocks/payload/reinforced-payload-router-icon.png,1167,png
core/assets-raw/sprites/blocks/payload/reinforced-payload-router-over.png,1231,png
core/assets-raw/sprites/blocks/payload/reinforced-payload-router-top.png,463,png
core/assets-raw/sprites/blocks/payload/reinforced-payload-router.png,307,png
core/assets-raw/sprites/blocks/payload/small-deconstructor-top.png,1180,png
core/assets-raw/sprites/blocks/payload/small-deconstructor.png,1700,png
core/assets-raw/sprites/blocks/power/battery-large-top.png,1010,png
core/assets-raw/sprites/blocks/power/battery-large.png,1019,png
core/assets-raw/sprites/blocks/power/battery-top.png,2697,png
core/assets-raw/sprites/blocks/power/battery.png,2713,png
core/assets-raw/sprites/blocks/power/beam-link-glow.png,11446,png
core/assets-raw/sprites/blocks/power/beam-link.png,3458,png
core/assets-raw/sprites/blocks/power/beam-node.png,583,png
core/assets-raw/sprites/blocks/power/beam-tower.png,1490,png
core/assets-raw/sprites/blocks/power/chemical-combustion-chamber-bottom.png,462,png
core/assets-raw/sprites/blocks/power/chemical-combustion-chamber-glow.png,10214,png
core/assets-raw/sprites/blocks/power/chemical-combustion-chamber-mid.png,168,png
core/assets-raw/sprites/blocks/power/chemical-combustion-chamber-piston-icon.png,784,png
core/assets-raw/sprites/blocks/power/chemical-combustion-chamber-piston0.png,333,png
core/assets-raw/sprites/blocks/power/chemical-combustion-chamber-piston1.png,335,png
core/assets-raw/sprites/blocks/power/chemical-combustion-chamber.png,1478,png
core/assets-raw/sprites/blocks/power/combustion-generator-top.png,144,png
core/assets-raw/sprites/blocks/power/combustion-generator.png,315,png
core/assets-raw/sprites/blocks/power/differential-generator-liquid.png,984,png
core/assets-raw/sprites/blocks/power/differential-generator-top.png,639,png
core/assets-raw/sprites/blocks/power/differential-generator.png,1145,png
core/assets-raw/sprites/blocks/power/diode-arrow.png,158,png
core/assets-raw/sprites/blocks/power/diode.png,279,png
core/assets-raw/sprites/blocks/power/flux-reactor-bottom.png,503,png
core/assets-raw/sprites/blocks/power/flux-reactor-heat.png,3388,png
core/assets-raw/sprites/blocks/power/flux-reactor-lights.png,4265,png
core/assets-raw/sprites/blocks/power/flux-reactor-mid.png,462,png
core/assets-raw/sprites/blocks/power/flux-reactor-ventglow.png,2165,png
core/assets-raw/sprites/blocks/power/flux-reactor.png,4596,png
core/assets-raw/sprites/blocks/power/illuminator-top.png,170,png
core/assets-raw/sprites/blocks/power/illuminator.png,287,png
core/assets-raw/sprites/blocks/power/impact-reactor-bottom.png,299,png
core/assets-raw/sprites/blocks/power/impact-reactor-light.png,191,png
core/assets-raw/sprites/blocks/power/impact-reactor-plasma-0.png,695,png
core/assets-raw/sprites/blocks/power/impact-reactor-plasma-1.png,481,png
core/assets-raw/sprites/blocks/power/impact-reactor-plasma-2.png,540,png
core/assets-raw/sprites/blocks/power/impact-reactor-plasma-3.png,522,png
core/assets-raw/sprites/blocks/power/impact-reactor.png,1578,png
core/assets-raw/sprites/blocks/power/neoplasia-reactor-bottom.png,822,png
core/assets-raw/sprites/blocks/power/neoplasia-reactor-center.png,411,png
core/assets-raw/sprites/blocks/power/neoplasia-reactor-glow.png,2779,png
core/assets-raw/sprites/blocks/power/neoplasia-reactor-heat.png,6860,png
core/assets-raw/sprites/blocks/power/neoplasia-reactor-middle.png,402,png
core/assets-raw/sprites/blocks/power/neoplasia-reactor-top1.png,643,png
core/assets-raw/sprites/blocks/power/neoplasia-reactor-top2.png,640,png
core/assets-raw/sprites/blocks/power/neoplasia-reactor.png,4614,png
core/assets-raw/sprites/blocks/power/power-node-large.png,413,png
core/assets-raw/sprites/blocks/power/power-node.png,256,png
core/assets-raw/sprites/blocks/power/power-source.png,504,png
core/assets-raw/sprites/blocks/power/power-void.png,481,png
core/assets-raw/sprites/blocks/power/pyrolysis-generator-bottom.png,462,png
core/assets-raw/sprites/blocks/power/pyrolysis-generator-glow.png,6357,png
core/assets-raw/sprites/blocks/power/pyrolysis-generator-mid.png,245,png
core/assets-raw/sprites/blocks/power/pyrolysis-generator-piston-icon.png,1115,png
core/assets-raw/sprites/blocks/power/pyrolysis-generator-piston-t.png,253,png
core/assets-raw/sprites/blocks/power/pyrolysis-generator-piston.png,229,png
core/assets-raw/sprites/blocks/power/pyrolysis-generator-piston1.png,229,png
core/assets-raw/sprites/blocks/power/pyrolysis-generator.png,1628,png
core/assets-raw/sprites/blocks/power/rtg-generator-top.png,238,png
core/assets-raw/sprites/blocks/power/rtg-generator.png,1258,png
core/assets-raw/sprites/blocks/power/solar-panel-large.png,1565,png
core/assets-raw/sprites/blocks/power/solar-panel.png,717,png
core/assets-raw/sprites/blocks/power/steam-generator-cap.png,558,png
core/assets-raw/sprites/blocks/power/steam-generator-liquid.png,781,png
core/assets-raw/sprites/blocks/power/steam-generator-top.png,227,png
core/assets-raw/sprites/blocks/power/steam-generator-turbine.png,206,png
core/assets-raw/sprites/blocks/power/steam-generator.png,1133,png
core/assets-raw/sprites/blocks/power/surge-tower.png,549,png
core/assets-raw/sprites/blocks/power/thermal-generator.png,832,png
core/assets-raw/sprites/blocks/power/thorium-reactor-lights.png,514,png
core/assets-raw/sprites/blocks/power/thorium-reactor-top.png,779,png
core/assets-raw/sprites/blocks/power/thorium-reactor.png,1639,png
core/assets-raw/sprites/blocks/power/turbine-condenser-rotator-blur.png,12986,png
core/assets-raw/sprites/blocks/power/turbine-condenser-rotator.png,1238,png
core/assets-raw/sprites/blocks/power/turbine-condenser.png,2005,png
core/assets-raw/sprites/blocks/production/atmospheric-concentrator-bottom.png,462,png
core/assets-raw/sprites/blocks/production/atmospheric-concentrator-heat.png,6328,png
core/assets-raw/sprites/blocks/production/atmospheric-concentrator.png,1827,png
core/assets-raw/sprites/blocks/production/blast-mixer.png,743,png
core/assets-raw/sprites/blocks/production/carbide-crucible-bottom.png,307,png
core/assets-raw/sprites/blocks/production/carbide-crucible-heat.png,8486,png
core/assets-raw/sprites/blocks/production/carbide-crucible.png,2511,png
core/assets-raw/sprites/blocks/production/coal-centrifuge.png,687,png
core/assets-raw/sprites/blocks/production/cryofluid-mixer-bottom.png,223,png
core/assets-raw/sprites/blocks/production/cryofluid-mixer.png,1365,png
core/assets-raw/sprites/blocks/production/cultivator-bottom.png,223,png
core/assets-raw/sprites/blocks/production/cultivator-middle.png,331,png
core/assets-raw/sprites/blocks/production/cultivator-top.png,929,png
core/assets-raw/sprites/blocks/production/cultivator.png,535,png
core/assets-raw/sprites/blocks/production/cyanogen-synthesizer-bottom.png,462,png
core/assets-raw/sprites/blocks/production/cyanogen-synthesizer-heat-top.png,7371,png
core/assets-raw/sprites/blocks/production/cyanogen-synthesizer-heat.png,6284,png
core/assets-raw/sprites/blocks/production/cyanogen-synthesizer.png,2465,png
core/assets-raw/sprites/blocks/production/disassembler-bottom.png,306,png
core/assets-raw/sprites/blocks/production/disassembler-spinner.png,573,png
core/assets-raw/sprites/blocks/production/disassembler.png,2224,png
core/assets-raw/sprites/blocks/production/electric-heater-heat.png,8577,png
core/assets-raw/sprites/blocks/production/electric-heater-top1.png,459,png
core/assets-raw/sprites/blocks/production/electric-heater-top2.png,465,png
core/assets-raw/sprites/blocks/production/electric-heater.png,1045,png
core/assets-raw/sprites/blocks/production/electrolyzer-bottom.png,462,png
core/assets-raw/sprites/blocks/production/electrolyzer-glow.png,5642,png
core/assets-raw/sprites/blocks/production/electrolyzer-hydrogen-output1.png,641,png
core/assets-raw/sprites/blocks/production/electrolyzer-hydrogen-output2.png,626,png
core/assets-raw/sprites/blocks/production/electrolyzer-ozone-output1.png,640,png
core/assets-raw/sprites/blocks/production/electrolyzer-ozone-output2.png,630,png
core/assets-raw/sprites/blocks/production/electrolyzer.png,2273,png
core/assets-raw/sprites/blocks/production/graphite-press.png,1061,png
core/assets-raw/sprites/blocks/production/heat-reactor-glow.png,5483,png
core/assets-raw/sprites/blocks/production/heat-reactor-heat.png,5804,png
core/assets-raw/sprites/blocks/production/heat-reactor-top1.png,765,png
core/assets-raw/sprites/blocks/production/heat-reactor-top2.png,780,png
core/assets-raw/sprites/blocks/production/heat-reactor.png,2006,png
core/assets-raw/sprites/blocks/production/heat-redirector-glow.png,7711,png
core/assets-raw/sprites/blocks/production/heat-redirector-heat.png,7007,png
core/assets-raw/sprites/blocks/production/heat-redirector-top1.png,680,png
core/assets-raw/sprites/blocks/production/heat-redirector-top2.png,685,png
core/assets-raw/sprites/blocks/production/heat-redirector.png,1211,png
core/assets-raw/sprites/blocks/production/heat-router-glow.png,1756,png
core/assets-raw/sprites/blocks/production/heat-router-heat.png,2632,png
core/assets-raw/sprites/blocks/production/heat-router-top1.png,729,png
core/assets-raw/sprites/blocks/production/heat-router-top2.png,756,png
core/assets-raw/sprites/blocks/production/heat-router.png,1768,png
core/assets-raw/sprites/blocks/production/incinerator.png,228,png
core/assets-raw/sprites/blocks/production/kiln-top.png,211,png
core/assets-raw/sprites/blocks/production/kiln.png,1122,png
core/assets-raw/sprites/blocks/production/melter-bottom.png,121,png
core/assets-raw/sprites/blocks/production/melter.png,563,png
core/assets-raw/sprites/blocks/production/multi-press.png,991,png
core/assets-raw/sprites/blocks/production/oxidation-chamber-bottom.png,462,png
core/assets-raw/sprites/blocks/production/oxidation-chamber-glow.png,4650,png
core/assets-raw/sprites/blocks/production/oxidation-chamber-heat.png,7544,png
core/assets-raw/sprites/blocks/production/oxidation-chamber-liquid.png,630,png
core/assets-raw/sprites/blocks/production/oxidation-chamber-top1.png,650,png
core/assets-raw/sprites/blocks/production/oxidation-chamber-top2.png,651,png
core/assets-raw/sprites/blocks/production/oxidation-chamber.png,2702,png
core/assets-raw/sprites/blocks/production/phase-heater-heat.png,5455,png
core/assets-raw/sprites/blocks/production/phase-heater-side2.png,533,png
core/assets-raw/sprites/blocks/production/phase-heater-top1.png,483,png
core/assets-raw/sprites/blocks/production/phase-heater-top2.png,488,png
core/assets-raw/sprites/blocks/production/phase-heater.png,1095,png
core/assets-raw/sprites/blocks/production/phase-synthesizer-bottom.png,462,png
core/assets-raw/sprites/blocks/production/phase-synthesizer-heat.png,7086,png
core/assets-raw/sprites/blocks/production/phase-synthesizer-vents.png,10744,png
core/assets-raw/sprites/blocks/production/phase-synthesizer-weave-glow.png,9433,png
core/assets-raw/sprites/blocks/production/phase-synthesizer-weave.png,322,png
core/assets-raw/sprites/blocks/production/phase-synthesizer.png,2353,png
core/assets-raw/sprites/blocks/production/phase-weaver-bottom.png,223,png
core/assets-raw/sprites/blocks/production/phase-weaver-weave.png,283,png
core/assets-raw/sprites/blocks/production/phase-weaver.png,1264,png
core/assets-raw/sprites/blocks/production/plastanium-compressor-top.png,382,png
core/assets-raw/sprites/blocks/production/plastanium-compressor.png,747,png
core/assets-raw/sprites/blocks/production/pulverizer-rotator.png,216,png
core/assets-raw/sprites/blocks/production/pulverizer-top.png,306,png
core/assets-raw/sprites/blocks/production/pulverizer.png,114,png
core/assets-raw/sprites/blocks/production/pyratite-mixer.png,703,png
core/assets-raw/sprites/blocks/production/separator-bottom.png,222,png
core/assets-raw/sprites/blocks/production/separator-spinner.png,315,png
core/assets-raw/sprites/blocks/production/separator.png,1075,png
core/assets-raw/sprites/blocks/production/silicon-arc-furnace-bottom.png,462,png
core/assets-raw/sprites/blocks/production/silicon-arc-furnace.png,2647,png
core/assets-raw/sprites/blocks/production/silicon-crucible-top.png,418,png
core/assets-raw/sprites/blocks/production/silicon-crucible.png,1882,png
core/assets-raw/sprites/blocks/production/silicon-smelter-top.png,211,png
core/assets-raw/sprites/blocks/production/silicon-smelter.png,1109,png
core/assets-raw/sprites/blocks/production/slag-centrifuge-bottom.png,462,png
core/assets-raw/sprites/blocks/production/slag-centrifuge-glow.png,12531,png
core/assets-raw/sprites/blocks/production/slag-centrifuge-liquid.png,485,png
core/assets-raw/sprites/blocks/production/slag-centrifuge.png,1635,png
core/assets-raw/sprites/blocks/production/slag-heater-bottom.png,307,png
core/assets-raw/sprites/blocks/production/slag-heater-heat.png,2175,png
core/assets-raw/sprites/blocks/production/slag-heater-top1.png,635,png
core/assets-raw/sprites/blocks/production/slag-heater-top2.png,640,png
core/assets-raw/sprites/blocks/production/slag-heater.png,2047,png
core/assets-raw/sprites/blocks/production/slag-incinerator-liquid.png,138,png
core/assets-raw/sprites/blocks/production/slag-incinerator-top.png,141,png
core/assets-raw/sprites/blocks/production/slag-incinerator.png,601,png
core/assets-raw/sprites/blocks/production/spore-press-bottom.png,222,png
core/assets-raw/sprites/blocks/production/spore-press-liquid.png,166,png
core/assets-raw/sprites/blocks/production/spore-press-piston-icon.png,464,png
core/assets-raw/sprites/blocks/production/spore-press-piston0.png,217,png
core/assets-raw/sprites/blocks/production/spore-press-piston1.png,219,png
core/assets-raw/sprites/blocks/production/spore-press-top.png,153,png
core/assets-raw/sprites/blocks/production/spore-press.png,1146,png
core/assets-raw/sprites/blocks/production/surge-crucible-bottom.png,462,png
core/assets-raw/sprites/blocks/production/surge-crucible-glow.png,7848,png
core/assets-raw/sprites/blocks/production/surge-crucible-heat.png,5863,png
core/assets-raw/sprites/blocks/production/surge-crucible-liquid.png,251,png
core/assets-raw/sprites/blocks/production/surge-crucible-vents.png,9660,png
core/assets-raw/sprites/blocks/production/surge-crucible.png,2223,png
core/assets-raw/sprites/blocks/production/surge-smelter-top.png,287,png
core/assets-raw/sprites/blocks/production/surge-smelter.png,1982,png
core/assets-raw/sprites/blocks/production/vent-condenser-bottom.png,2049,png
core/assets-raw/sprites/blocks/production/vent-condenser-mid.png,186,png
core/assets-raw/sprites/blocks/production/vent-condenser-rotator-blur.png,11923,png
core/assets-raw/sprites/blocks/production/vent-condenser-rotator.png,1142,png
core/assets-raw/sprites/blocks/production/vent-condenser.png,1616,png
core/assets-raw/sprites/blocks/props/arkyic-boulder-shadow1.png,3503,png
core/assets-raw/sprites/blocks/props/arkyic-boulder-shadow2.png,3327,png
core/assets-raw/sprites/blocks/props/arkyic-boulder-shadow3.png,3167,png
core/assets-raw/sprites/blocks/props/arkyic-boulder1.png,594,png
core/assets-raw/sprites/blocks/props/arkyic-boulder2.png,535,png
core/assets-raw/sprites/blocks/props/arkyic-boulder3.png,491,png
core/assets-raw/sprites/blocks/props/basalt-boulder1.png,682,png
core/assets-raw/sprites/blocks/props/basalt-boulder2.png,683,png
core/assets-raw/sprites/blocks/props/beryllic-boulder1.png,644,png
core/assets-raw/sprites/blocks/props/beryllic-boulder2.png,678,png
core/assets-raw/sprites/blocks/props/boulder1.png,414,png
core/assets-raw/sprites/blocks/props/boulder2.png,402,png
core/assets-raw/sprites/blocks/props/carbon-boulder1.png,655,png
core/assets-raw/sprites/blocks/props/carbon-boulder2.png,672,png
core/assets-raw/sprites/blocks/props/crystal-blocks-shadow1.png,7809,png
core/assets-raw/sprites/blocks/props/crystal-blocks-shadow2.png,7462,png
core/assets-raw/sprites/blocks/props/crystal-blocks-shadow3.png,6217,png
core/assets-raw/sprites/blocks/props/crystal-blocks1.png,3032,png
core/assets-raw/sprites/blocks/props/crystal-blocks2.png,2397,png
core/assets-raw/sprites/blocks/props/crystal-blocks3.png,1760,png
core/assets-raw/sprites/blocks/props/crystal-cluster-shadow1.png,17136,png
core/assets-raw/sprites/blocks/props/crystal-cluster-shadow2.png,9510,png
core/assets-raw/sprites/blocks/props/crystal-cluster-shadow3.png,11589,png
core/assets-raw/sprites/blocks/props/crystal-cluster1.png,4884,png
core/assets-raw/sprites/blocks/props/crystal-cluster2.png,2688,png
core/assets-raw/sprites/blocks/props/crystal-cluster3.png,2392,png
core/assets-raw/sprites/blocks/props/crystal-orbs-shadow1.png,6996,png
core/assets-raw/sprites/blocks/props/crystal-orbs-shadow2.png,6690,png
core/assets-raw/sprites/blocks/props/crystal-orbs-shadow3.png,6258,png
core/assets-raw/sprites/blocks/props/crystal-orbs1.png,2020,png
core/assets-raw/sprites/blocks/props/crystal-orbs2.png,1682,png
core/assets-raw/sprites/blocks/props/crystal-orbs3.png,1658,png
core/assets-raw/sprites/blocks/props/crystalline-boulder1.png,605,png
core/assets-raw/sprites/blocks/props/crystalline-boulder2.png,689,png
core/assets-raw/sprites/blocks/props/dacite-boulder1.png,697,png
core/assets-raw/sprites/blocks/props/dacite-boulder2.png,717,png
core/assets-raw/sprites/blocks/props/ferric-boulder1.png,481,png
core/assets-raw/sprites/blocks/props/ferric-boulder2.png,486,png
core/assets-raw/sprites/blocks/props/pur-bush-bot.png,205,png
core/assets-raw/sprites/blocks/props/pur-bush.png,256,png
core/assets-raw/sprites/blocks/props/red-ice-boulder1.png,691,png
core/assets-raw/sprites/blocks/props/red-ice-boulder2.png,656,png
core/assets-raw/sprites/blocks/props/red-ice-boulder3.png,623,png
core/assets-raw/sprites/blocks/props/red-stone-boulder1.png,544,png
core/assets-raw/sprites/blocks/props/red-stone-boulder2.png,559,png
core/assets-raw/sprites/blocks/props/red-stone-boulder3.png,543,png
core/assets-raw/sprites/blocks/props/red-stone-boulder4.png,621,png
core/assets-raw/sprites/blocks/props/redweed1.png,551,png
core/assets-raw/sprites/blocks/props/redweed2.png,307,png
core/assets-raw/sprites/blocks/props/redweed3.png,417,png
core/assets-raw/sprites/blocks/props/rhyolite-boulder1.png,605,png
core/assets-raw/sprites/blocks/props/rhyolite-boulder2.png,565,png
core/assets-raw/sprites/blocks/props/rhyolite-boulder3.png,554,png
core/assets-raw/sprites/blocks/props/sand-boulder1.png,292,png
core/assets-raw/sprites/blocks/props/sand-boulder2.png,313,png
core/assets-raw/sprites/blocks/props/shale-boulder1.png,271,png
core/assets-raw/sprites/blocks/props/shale-boulder2.png,297,png
core/assets-raw/sprites/blocks/props/snow-boulder1.png,411,png
core/assets-raw/sprites/blocks/props/snow-boulder2.png,410,png
core/assets-raw/sprites/blocks/props/spore-cluster1.png,271,png
core/assets-raw/sprites/blocks/props/spore-cluster2.png,303,png
core/assets-raw/sprites/blocks/props/spore-cluster3.png,289,png
core/assets-raw/sprites/blocks/props/vibrant-crystal-cluster-shadow1.png,7772,png
core/assets-raw/sprites/blocks/props/vibrant-crystal-cluster-shadow2.png,10707,png
core/assets-raw/sprites/blocks/props/vibrant-crystal-cluster-shadow3.png,12417,png
core/assets-raw/sprites/blocks/props/vibrant-crystal-cluster1.png,1682,png
core/assets-raw/sprites/blocks/props/vibrant-crystal-cluster2.png,2631,png
core/assets-raw/sprites/blocks/props/vibrant-crystal-cluster3.png,2838,png
core/assets-raw/sprites/blocks/props/white-tree-dead-shadow.png,22499,png
core/assets-raw/sprites/blocks/props/white-tree-dead.png,9855,png
core/assets-raw/sprites/blocks/props/white-tree-shadow.png,22500,png
core/assets-raw/sprites/blocks/props/white-tree.png,7561,png
core/assets-raw/sprites/blocks/props/yellow-stone-boulder1.png,636,png
core/assets-raw/sprites/blocks/props/yellow-stone-boulder2.png,720,png
core/assets-raw/sprites/blocks/sandbox/heat-source-heat.png,838,png
core/assets-raw/sprites/blocks/sandbox/heat-source-top1.png,139,png
core/assets-raw/sprites/blocks/sandbox/heat-source-top2.png,140,png
core/assets-raw/sprites/blocks/sandbox/heat-source.png,517,png
core/assets-raw/sprites/blocks/sandbox/item-source.png,296,png
core/assets-raw/sprites/blocks/sandbox/item-void.png,356,png
core/assets-raw/sprites/blocks/sandbox/liquid-source.png,286,png
core/assets-raw/sprites/blocks/sandbox/liquid-void.png,366,png
core/assets-raw/sprites/blocks/sandbox/source-bottom.png,121,png
core/assets-raw/sprites/blocks/storage/container-team.png,628,png
core/assets-raw/sprites/blocks/storage/container.png,421,png
core/assets-raw/sprites/blocks/storage/core-acropolis-team.png,3643,png
core/assets-raw/sprites/blocks/storage/core-acropolis-thruster1.png,2385,png
core/assets-raw/sprites/blocks/storage/core-acropolis-thruster2.png,2377,png
core/assets-raw/sprites/blocks/storage/core-acropolis.png,3839,png
core/assets-raw/sprites/blocks/storage/core-bastion-team.png,2010,png
core/assets-raw/sprites/blocks/storage/core-bastion-thruster1.png,864,png
core/assets-raw/sprites/blocks/storage/core-bastion-thruster2.png,862,png
core/assets-raw/sprites/blocks/storage/core-bastion.png,1586,png
core/assets-raw/sprites/blocks/storage/core-citadel-team.png,2720,png
core/assets-raw/sprites/blocks/storage/core-citadel-thruster1.png,1243,png
core/assets-raw/sprites/blocks/storage/core-citadel-thruster2.png,1259,png
core/assets-raw/sprites/blocks/storage/core-citadel.png,2762,png
core/assets-raw/sprites/blocks/storage/core-foundation-team.png,1682,png
core/assets-raw/sprites/blocks/storage/core-foundation-thruster1.png,874,png
core/assets-raw/sprites/blocks/storage/core-foundation-thruster2.png,871,png
core/assets-raw/sprites/blocks/storage/core-foundation.png,1455,png
core/assets-raw/sprites/blocks/storage/core-nucleus-team.png,2179,png
core/assets-raw/sprites/blocks/storage/core-nucleus-thruster1.png,1251,png
core/assets-raw/sprites/blocks/storage/core-nucleus-thruster2.png,1264,png
core/assets-raw/sprites/blocks/storage/core-nucleus.png,1906,png
core/assets-raw/sprites/blocks/storage/core-shard-team.png,1001,png
core/assets-raw/sprites/blocks/storage/core-shard-thruster1.png,528,png
core/assets-raw/sprites/blocks/storage/core-shard-thruster2.png,512,png
core/assets-raw/sprites/blocks/storage/core-shard.png,1072,png
core/assets-raw/sprites/blocks/storage/reinforced-container-team.png,538,png
core/assets-raw/sprites/blocks/storage/reinforced-container.png,1277,png
core/assets-raw/sprites/blocks/storage/reinforced-vault-team.png,756,png
core/assets-raw/sprites/blocks/storage/reinforced-vault.png,1374,png
core/assets-raw/sprites/blocks/storage/unloader-center.png,290,png
core/assets-raw/sprites/blocks/storage/unloader.png,299,png
core/assets-raw/sprites/blocks/storage/vault-team.png,854,png
core/assets-raw/sprites/blocks/storage/vault.png,675,png
core/assets-raw/sprites/blocks/turrets/arc-heat.png,262,png
core/assets-raw/sprites/blocks/turrets/arc.png,285,png
core/assets-raw/sprites/blocks/turrets/breach-heat.png,772,png
core/assets-raw/sprites/blocks/turrets/breach.png,1452,png
core/assets-raw/sprites/blocks/turrets/foreshadow-heat.png,537,png
core/assets-raw/sprites/blocks/turrets/foreshadow.png,1938,png
core/assets-raw/sprites/blocks/turrets/fuse-heat.png,940,png
core/assets-raw/sprites/blocks/turrets/fuse.png,2660,png
core/assets-raw/sprites/blocks/turrets/hail-heat.png,279,png
core/assets-raw/sprites/blocks/turrets/hail.png,383,png
core/assets-raw/sprites/blocks/turrets/lancer-heat.png,328,png
core/assets-raw/sprites/blocks/turrets/lancer.png,1306,png
core/assets-raw/sprites/blocks/turrets/meltdown-heat.png,1604,png
core/assets-raw/sprites/blocks/turrets/meltdown.png,2100,png
core/assets-raw/sprites/blocks/turrets/ripple-heat.png,795,png
core/assets-raw/sprites/blocks/turrets/ripple.png,2015,png
core/assets-raw/sprites/blocks/turrets/scorch-heat.png,439,png
core/assets-raw/sprites/blocks/turrets/scorch.png,521,png
core/assets-raw/sprites/blocks/turrets/spectre-heat.png,1328,png
core/assets-raw/sprites/blocks/turrets/spectre.png,1921,png
core/assets-raw/sprites/blocks/turrets/swarmer.png,873,png
core/assets-raw/sprites/blocks/turrets/tsunami-liquid.png,434,png
core/assets-raw/sprites/blocks/turrets/tsunami-top.png,350,png
core/assets-raw/sprites/blocks/turrets/tsunami.png,2053,png
core/assets-raw/sprites/blocks/turrets/wave-liquid.png,137,png
core/assets-raw/sprites/blocks/turrets/wave-top.png,285,png
core/assets-raw/sprites/blocks/turrets/wave.png,926,png
core/assets-raw/sprites/blocks/units/additive-reconstructor-top.png,1329,png
core/assets-raw/sprites/blocks/units/additive-reconstructor.png,1375,png
core/assets-raw/sprites/blocks/units/air-factory.png,1360,png
core/assets-raw/sprites/blocks/units/basic-assembler-module-side1.png,969,png
core/assets-raw/sprites/blocks/units/basic-assembler-module-side2.png,1091,png
core/assets-raw/sprites/blocks/units/basic-assembler-module-top.png,129,png
core/assets-raw/sprites/blocks/units/basic-assembler-module.png,3101,png
core/assets-raw/sprites/blocks/units/exponential-reconstructor-top.png,2205,png
core/assets-raw/sprites/blocks/units/exponential-reconstructor.png,5178,png
core/assets-raw/sprites/blocks/units/ground-factory.png,1374,png
core/assets-raw/sprites/blocks/units/mech-assembler-side1.png,764,png
core/assets-raw/sprites/blocks/units/mech-assembler-side2.png,767,png
core/assets-raw/sprites/blocks/units/mech-assembler-top.png,3200,png
core/assets-raw/sprites/blocks/units/mech-assembler.png,2898,png
core/assets-raw/sprites/blocks/units/mech-fabricator-top.png,1539,png
core/assets-raw/sprites/blocks/units/mech-fabricator.png,1633,png
core/assets-raw/sprites/blocks/units/mech-refabricator-top.png,1684,png
core/assets-raw/sprites/blocks/units/mech-refabricator.png,1423,png
core/assets-raw/sprites/blocks/units/multiplicative-reconstructor-top.png,1565,png
core/assets-raw/sprites/blocks/units/multiplicative-reconstructor.png,2879,png
core/assets-raw/sprites/blocks/units/naval-factory.png,1371,png
core/assets-raw/sprites/blocks/units/prime-refabricator-top.png,5397,png
core/assets-raw/sprites/blocks/units/prime-refabricator.png,2925,png
core/assets-raw/sprites/blocks/units/repair-point-base.png,253,png
core/assets-raw/sprites/blocks/units/repair-point.png,343,png
core/assets-raw/sprites/blocks/units/repair-turret.png,993,png
core/assets-raw/sprites/blocks/units/ship-assembler-side1.png,770,png
core/assets-raw/sprites/blocks/units/ship-assembler-side2.png,772,png
core/assets-raw/sprites/blocks/units/ship-assembler-top.png,3189,png
core/assets-raw/sprites/blocks/units/ship-assembler.png,2898,png
core/assets-raw/sprites/blocks/units/ship-fabricator-top.png,1535,png
core/assets-raw/sprites/blocks/units/ship-fabricator.png,1575,png
core/assets-raw/sprites/blocks/units/ship-refabricator-top.png,1694,png
core/assets-raw/sprites/blocks/units/ship-refabricator.png,1382,png
