number,state,contributor,created_at,closed_at,title,labels,resolution_time
3796,closed,kotomaran,2020-12-05 12:19:52+00:00,2020-12-05 14:41:16+00:00,after opening and closing the logic interface a unit binding is destroyed,['unlabeled'],2.3566666666666665
3795,closed,Essnato,2020-12-05 11:17:49+00:00,2020-12-05 15:30:58+00:00,when explosions happen other players get kicked from the game,['bug'],4.219166666666666
3790,closed,Patryk368,2020-12-05 08:24:56+00:00,2020-12-05 14:31:28+00:00,exporting and importing dont work,['bug'],6.108888888888889
3788,closed,GreyMario,2020-12-05 04:35:14+00:00,2020-12-05 14:38:28+00:00,"cultivators gain benefit from tainted water, but can't be placed on it",['bug'],10.053888888888888
3786,closed,SownGryphon,2020-12-05 00:19:38+00:00,2020-12-05 00:24:17+00:00,resources not unlocking in multiplayer for non-host,['bug'],0.0775
3784,closed,saxenification,2020-12-04 22:52:51+00:00,2020-12-04 23:55:46+00:00,not showing any community servers,['bug'],1.0486111111111112
3783,closed,swenkeratmicrosoft,2020-12-04 22:49:53+00:00,2020-12-04 22:51:32+00:00,using logic processor to disable surge tower does nothing.,['bug'],0.0275
3782,closed,WTF919,2020-12-04 22:30:02+00:00,2020-12-04 22:37:43+00:00,uuid duplication,['bug'],0.12805555555555556
3780,closed,Someone-3,2020-12-04 22:09:26+00:00,2020-12-04 22:19:24+00:00,locked after i cleared the sector,['bug'],0.1661111111111111
3779,closed,CitrusWire,2020-12-04 21:26:24+00:00,2020-12-04 22:24:19+00:00,enemy waves getting stuck in their base.,['bug'],0.9652777777777778
3778,closed,TeabagNation,2020-12-04 20:09:52+00:00,2020-12-04 20:16:51+00:00,unable to passively export stockpiled resources,['bug'],0.11638888888888889
3775,closed,WHITED4WN,2020-12-04 15:13:59+00:00,2020-12-04 15:14:27+00:00,scripts don’t work on ios,['bug'],0.0077777777777777776
3774,closed,CxZxRainzzz,2020-12-04 14:35:20+00:00,2020-12-04 15:04:50+00:00,game crash,['bug'],0.49166666666666664
3771,closed,Jaujahuil,2020-12-04 10:45:16+00:00,2020-12-04 15:09:51+00:00,green stripes on the screen,['bug'],4.409722222222222
3770,closed,BruhderBoi,2020-12-04 10:14:54+00:00,2020-12-04 15:23:34+00:00,random black stuff appearing in editor,['bug'],5.144444444444445
3769,closed,quanium,2020-12-04 09:54:24+00:00,2020-12-04 15:31:14+00:00,enemy land guardians units cause stuck any other land units on enemy base,['bug'],5.613888888888889
3768,closed,TastyGold,2020-12-04 09:40:54+00:00,2020-12-04 15:09:39+00:00,multiplayer lan worlds issue,['bug'],5.479166666666667
3763,closed,Bohaska,2020-12-04 04:40:16+00:00,2020-12-04 15:05:08+00:00,sorter and overflow class transportation blocks still practically instantly move items.,['bug'],10.414444444444445
3762,closed,3Circle,2020-12-04 03:57:21+00:00,2020-12-04 15:18:28+00:00,audio glitch in editor,['bug'],11.351944444444445
3761,closed,Bohaska,2020-12-04 03:30:46+00:00,2020-12-04 17:26:21+00:00,fix the constant test failures for pr's in mindustry ,['bug'],13.926388888888889
3760,closed,LauSto,2020-12-04 03:15:07+00:00,2020-12-04 03:56:44+00:00,cannot create t5 units in campaign,['bug'],0.6936111111111111
3758,closed,evans502,2020-12-03 22:35:46+00:00,2020-12-03 22:38:53+00:00,android - mods not found after restart,['bug'],0.051944444444444446
3757,closed,CitrusWire,2020-12-03 21:44:41+00:00,2020-12-04 15:21:12+00:00,poly's trying to reclaim things that were reclaimed,['bug'],17.60861111111111
3756,closed,Ian-Boraks,2020-12-03 21:27:11+00:00,2020-12-04 15:25:56+00:00,crash occurred with steam generator and reconstruction ,['bug'],17.979166666666668
3754,closed,Neil2101,2020-12-03 19:50:51+00:00,2020-12-04 15:22:38+00:00,more waves with no enemy bases,['bug'],19.529722222222222
3753,closed,CitrusWire,2020-12-03 19:12:14+00:00,2020-12-03 19:15:13+00:00,unit pathfinding bug with router offloading,['bug'],0.04972222222222222
3752,closed,frogman85978,2020-12-03 18:49:16+00:00,2020-12-03 18:53:21+00:00,discord stream + dragged sorters = game crash,['bug'],0.06805555555555555
3750,closed,stoneRdev,2020-12-03 18:21:13+00:00,2020-12-03 18:56:59+00:00,game went black - not solved by previous issue closure,['bug'],0.5961111111111111
3749,closed,Terio9,2020-12-03 18:17:07+00:00,2020-12-03 18:46:41+00:00,ui is covered on iphone xr,['bug'],0.49277777777777776
3748,closed,Terio9,2020-12-03 18:13:33+00:00,2020-12-03 18:14:02+00:00,ui not visible on iphone xr,['bug'],0.008055555555555555
3746,closed,Kaviaki,2020-12-03 17:55:37+00:00,2020-12-03 17:56:33+00:00,kaviaki. crash,['bug'],0.015555555555555555
3745,closed,shadownext,2020-12-03 15:44:26+00:00,2020-12-03 15:55:47+00:00,i have android sistem and the game version is release build 120.3 and i have a problem with the game specifically with the music does not sound anything any of the sounds i do not know why?,['bug'],0.18916666666666668
3744,closed,ArthurDavletov,2020-12-03 15:43:04+00:00,2020-12-03 15:55:40+00:00,floating window's crash,['bug'],0.21
3743,closed,zekazaika,2020-12-03 15:15:51+00:00,2020-12-03 15:20:57+00:00,gradlew desktop:run,['bug'],0.085
3742,closed,Kaviaki,2020-12-03 14:56:02+00:00,2020-12-03 15:08:23+00:00,my chash,['bug'],0.20583333333333334
3741,closed,antonilol,2020-12-03 14:37:34+00:00,2020-12-03 14:39:13+00:00,error kicked my out of a server,['bug'],0.0275
3740,closed,MichaelTrudeau,2020-12-03 12:53:57+00:00,2020-12-03 14:32:49+00:00,overriding ore position.,['bug'],1.6477777777777778
3739,closed,TerraStalker,2020-12-03 12:46:48+00:00,2020-12-03 14:38:30+00:00,coal on plastanium conveyor use copper texture,['bug'],1.8616666666666666
3738,closed,greenhor,2020-12-03 12:07:06+00:00,2020-12-03 14:32:20+00:00,display on ios iphone x,['bug'],2.4205555555555556
3737,closed,greenhor,2020-12-03 12:00:41+00:00,2020-12-03 14:32:15+00:00,ios display size iphone x,['bug'],2.526111111111111
3736,closed,MichaelTrudeau,2020-12-03 11:55:07+00:00,2020-12-03 15:07:53+00:00,very high ram usage,['bug'],3.2127777777777777
3733,closed,stoneRdev,2020-12-03 05:19:18+00:00,2020-12-03 14:48:17+00:00,game went black,['bug'],9.483055555555556
3732,closed,stoneRdev,2020-12-03 04:47:33+00:00,2020-12-03 04:52:36+00:00,game went black,['unlabeled'],0.08416666666666667
3731,closed,GreenGradientMan,2020-12-03 04:24:15+00:00,2020-12-03 04:30:27+00:00,user interface ,['bug'],0.10333333333333333
3730,closed,itcannotbe,2020-12-03 03:58:40+00:00,2020-12-03 03:59:52+00:00,core database/block info discrepancies b120,['bug'],0.02
3729,closed,Kaviaki,2020-12-03 01:21:02+00:00,2020-12-03 01:24:29+00:00,mine rate error,['bug'],0.0575
3727,closed,matkoniecz,2020-12-02 21:58:20+00:00,2020-12-02 22:22:57+00:00,failed to to read remote method 'entitysnapshot',['bug'],0.4102777777777778
3725,closed,ajoy39,2020-12-02 18:59:04+00:00,2020-12-02 19:14:49+00:00,importing research from pre-6.0 has ui issues,['bug'],0.2625
3724,closed,Quezler,2020-12-02 18:03:37+00:00,2020-12-02 18:04:47+00:00,sillicon crucible hidden slag affinity,['bug'],0.019444444444444445
3723,closed,Kamikazafly,2020-12-02 17:04:59+00:00,2020-12-02 17:33:45+00:00,mindustry crashes while starting up,['bug'],0.47944444444444445
3721,closed,spirritus,2020-12-02 15:28:36+00:00,2020-12-02 15:29:55+00:00,existing structures not usable,['bug'],0.021944444444444444
3720,closed,JesseFlorizone,2020-12-02 15:08:40+00:00,2020-12-02 15:20:05+00:00,mono's don't mine in ground zero,['bug'],0.19027777777777777
3719,closed,willis936,2020-12-02 14:21:57+00:00,2020-12-02 18:21:34+00:00,ios ui inside screen notch,['bug'],3.993611111111111
3713,closed,matkoniecz,2020-12-02 10:37:47+00:00,2020-12-02 11:26:55+00:00,upgrading to 6.0 deletes global items,['bug'],0.8188888888888889
3711,closed,rar8022,2020-12-02 05:31:59+00:00,2020-12-02 14:48:05+00:00,co-op research doesn't sync in 6.0 public release,['bug'],9.268333333333333
3709,closed,YotaXP,2020-12-02 03:39:48+00:00,2020-12-02 14:56:11+00:00,cryofluid mixer research lists titanium as a prerequisite twice.,['bug'],11.273055555555555
3706,closed,CitrusWire,2020-12-01 20:51:43+00:00,2020-12-01 20:57:29+00:00,nova in tech tree before titanium available,['bug'],0.0961111111111111
3705,closed,joshuaptfan,2020-12-01 19:37:06+00:00,2020-12-01 20:08:09+00:00,terrain rendering with hard edges on certain maps,['bug'],0.5175
3704,closed,RogerioPiatek,2020-12-01 19:02:39+00:00,2020-12-01 19:05:33+00:00,game crashes randomly,['bug'],0.04833333333333333
3703,closed,QmelZ,2020-12-01 18:59:28+00:00,2020-12-01 19:01:09+00:00,importing zip mods doesn't work,['bug'],0.028055555555555556
3702,closed,Prosta4okua,2020-12-01 17:43:03+00:00,2020-12-01 18:01:44+00:00,crash,['bug'],0.3113888888888889
3701,closed,mangblekok,2020-12-01 16:44:34+00:00,2020-12-01 16:45:57+00:00,network error,['bug'],0.023055555555555555
3700,closed,llLordAzazel,2020-12-01 16:41:12+00:00,2020-12-01 16:42:02+00:00,music and sounds disappear,['bug'],0.013888888888888888
3698,closed,420gang,2020-12-01 16:27:33+00:00,2020-12-01 16:30:37+00:00,mac os big sur mindustry v6 not opening,['bug'],0.051111111111111114
3697,closed,CitrusWire,2020-12-01 16:08:52+00:00,2020-12-01 16:39:38+00:00,captured a sector when i wasn't there,['bug'],0.5127777777777778
3696,closed,reddraegon,2020-12-01 16:08:14+00:00,2020-12-01 16:31:14+00:00,visual bug that nukes the screen,['bug'],0.38333333333333336
3695,closed,Horizon333,2020-12-01 15:57:28+00:00,2020-12-01 16:31:33+00:00,crash while loading,['bug'],0.5680555555555555
3694,closed,Sentinel28,2020-12-01 15:49:01+00:00,2020-12-01 16:36:43+00:00,launch pads not launching between sectors as i play,['bug'],0.795
3693,closed,moonlgiht,2020-12-01 15:25:43+00:00,2020-12-01 15:26:25+00:00,"windows 7 previously v5 was running, but v6 is not running...",['bug'],0.011666666666666667
3692,closed,VloBoo,2020-12-01 15:14:08+00:00,2020-12-01 15:15:05+00:00,problems with video graphics,['bug'],0.015833333333333335
3690,closed,DerpyMoa,2020-12-01 14:44:44+00:00,2020-12-01 14:47:39+00:00,borderless setting misalignment ,['bug'],0.04861111111111111
3685,closed,CitrusWire,2020-12-01 12:15:33+00:00,2020-12-01 13:06:41+00:00,tar fields,['bug'],0.8522222222222222
3684,closed,bend-n,2020-12-01 11:10:21+00:00,2020-12-01 13:05:50+00:00,bugs.,['bug'],1.9247222222222222
3679,closed,CitrusWire,2020-11-30 22:20:49+00:00,2020-11-30 22:31:38+00:00,tech tree oddities - industry but no raw materials.,['bug'],0.1802777777777778
3678,closed,ghost,2020-11-30 22:14:06+00:00,2020-11-30 22:16:17+00:00,2 mindustrys running,['bug'],0.03638888888888889
3673,closed,Quezler,2020-11-30 20:58:09+00:00,2020-11-30 22:12:39+00:00,construct finish call nullable nullpointer,['bug'],1.2416666666666667
3670,closed,CitrusWire,2020-11-30 18:02:06+00:00,2020-11-30 19:08:14+00:00,language = router,['bug'],1.1022222222222222
3668,closed,CitrusWire,2020-11-30 17:35:35+00:00,2020-11-30 17:47:31+00:00,research item text almost instantly overwritten.,['bug'],0.1988888888888889
3666,closed,CitrusWire,2020-11-30 17:29:20+00:00,2020-11-30 17:33:42+00:00,tutorial omission - how to unload,['bug'],0.07277777777777777
3663,closed,Erisfiregamer1,2020-11-30 13:28:35+00:00,2020-11-30 14:44:14+00:00,bleeding edge crash on update,['bug'],1.2608333333333333
3661,closed,sk7725,2020-11-30 12:39:31+00:00,2020-11-30 14:44:04+00:00,blocks with quickrotate = false still quick-rotates when a new block with a different rotation is placed on top of it.,['bug'],2.075833333333333
3659,closed,hadron13,2020-11-30 01:39:09+00:00,2020-11-30 02:45:47+00:00,sector exportation bug,['bug'],1.1105555555555555
3658,closed,Esnardo,2020-11-30 01:20:23+00:00,2020-11-30 01:30:23+00:00,"""found"" variable not updated when using unit locate if no unit is bound",['bug'],0.16666666666666666
3657,closed,LixieWulf,2020-11-29 22:46:30+00:00,2020-11-30 00:41:17+00:00,mobile naval controls die in lag,['bug'],1.9130555555555555
3656,closed,colinmarc,2020-11-29 21:13:58+00:00,2020-11-29 21:34:39+00:00,"after losing control of an ""enemy base"" map, max wave doesn't show",['bug'],0.3447222222222222
3654,closed,NoExit4U,2020-11-29 18:10:32+00:00,2020-11-29 18:59:20+00:00,ground ai units are indecisive and change their target move location periodically in sandbox games with many cores/colors.,['bug'],0.8133333333333334
3650,closed,LambdaVoid,2020-11-29 10:37:26+00:00,2020-11-29 14:54:58+00:00,lightspeed long range flare bullets ,['bug'],4.292222222222223
3649,closed,Muxanuk,2020-11-29 09:16:59+00:00,2020-11-29 14:37:50+00:00,eternal 'atom' core fire,['bug'],5.3475
3648,closed,Esnardo,2020-11-29 03:24:45+00:00,2020-11-29 03:45:53+00:00,homing rockets shoot signifigantly couterclockwise,['bug'],0.3522222222222222
3645,closed,UltraBlackLinux,2020-11-28 16:48:18+00:00,2020-11-28 17:00:09+00:00,client crashing when placing conveyor at edge of map,['bug'],0.1975
3644,closed,Excavator987,2020-11-28 16:29:13+00:00,2020-11-28 16:31:18+00:00,null pointer crash,['bug'],0.034722222222222224
3643,closed,oborsha,2020-11-28 16:23:05+00:00,2020-11-28 16:28:04+00:00,import yields:  invalid loc header (bad signature),['bug'],0.08305555555555555
3641,closed,Slava0135,2020-11-28 15:32:19+00:00,2020-11-28 15:38:51+00:00,payload units getting vaporised when a block they are standing on is being deconstructed,['bug'],0.10888888888888888
3640,closed,mangblekok,2020-11-28 14:39:48+00:00,2020-11-28 14:44:39+00:00,network error,['bug'],0.08083333333333333
3638,closed,DarkSinss,2020-11-28 11:56:33+00:00,2020-11-28 12:29:43+00:00,lost ressources,['bug'],0.5527777777777778
3637,closed,Nikolass1000,2020-11-28 11:41:56+00:00,2020-11-28 14:45:24+00:00,118 build shows as custom build,['bug'],3.057777777777778
3636,closed,Slava0135,2020-11-28 09:58:37+00:00,2020-11-28 14:30:25+00:00,manufactured but not released units ignore team color ,['bug'],4.53
3635,closed,GlennFolker,2020-11-28 05:04:47+00:00,2020-11-28 14:31:20+00:00,extend(...) is h,['bug'],9.4425
3634,closed,SoMall-dumpling,2020-11-28 04:22:10+00:00,2020-11-28 14:30:02+00:00,not all the enemy's structures changing into neutral,['bug'],10.13111111111111
3633,closed,GreyMario,2020-11-28 03:19:39+00:00,2020-11-28 14:43:42+00:00,mining within auto-deposit range can delete a different held cargo,['bug'],11.400833333333333
3632,closed,OinkyPlayz,2020-11-28 03:01:06+00:00,2020-11-28 14:35:32+00:00,mining bug,['bug'],11.573888888888888
3630,closed,yaboichris0,2020-11-27 22:19:06+00:00,2020-11-27 23:01:06+00:00,tech tree intersection,['bug'],0.7
3628,closed,C0rn3j,2020-11-27 17:23:18+00:00,2020-11-27 17:28:02+00:00,turning off a power node glitches the ui until hovering over something else,['bug'],0.07888888888888888
3627,closed,SystemRyker,2020-11-27 16:32:41+00:00,2020-11-27 16:54:24+00:00,game crashes on update,['bug'],0.36194444444444446
3626,closed,Sponticus,2020-11-27 15:26:23+00:00,2020-11-27 15:30:44+00:00,play/pause button,['unlabeled'],0.0725
3625,closed,SoMall-dumpling,2020-11-27 15:20:23+00:00,2020-11-27 15:25:33+00:00,something wrong with the tech tree,['bug'],0.08611111111111111
3623,closed,coolrouter123,2020-11-27 08:22:55+00:00,2020-11-27 14:41:54+00:00,pixmap errors.,['bug'],6.316388888888889
3621,closed,ghost,2020-11-27 05:23:00+00:00,2020-11-27 14:41:21+00:00,editor bug,['bug'],9.305833333333334
3619,closed,UltraBlackLinux,2020-11-26 20:45:23+00:00,2020-11-26 20:46:49+00:00,segments broken when shooting ontop of enemy block,['bug'],0.02388888888888889
3617,closed,deltanedas,2020-11-26 18:03:09+00:00,2020-11-26 18:23:24+00:00,server list not showing automatically,['bug'],0.3375
3614,closed,FeyFre,2020-11-26 15:37:32+00:00,2020-11-26 15:50:19+00:00,"client crashed, and liquid source block is somehow involved",['bug'],0.21305555555555555
3611,closed,cyphercollider,2020-11-26 12:40:42+00:00,2020-11-26 14:14:19+00:00,the application seems corrupt,['bug'],1.5602777777777779
3607,closed,BorisA11,2020-11-26 08:35:44+00:00,2020-11-26 14:23:44+00:00,meltdown power use issue,['bug'],5.8
3606,closed,NiChrosia,2020-11-26 05:06:21+00:00,2020-11-26 14:17:06+00:00,able to research sector specific research before capturing it,['bug'],9.179166666666667
3605,closed,Jorerlol,2020-11-26 02:50:28+00:00,2020-11-26 14:14:12+00:00,fungal pass invasions spawn enemies inside forward base circle,['bug'],11.395555555555555
3602,closed,stoneRdev,2020-11-25 22:40:31+00:00,2020-11-25 22:43:45+00:00,android not displaying names of blocks linked to processors,['bug'],0.05388888888888889
3599,closed,GalC4,2020-11-25 20:36:43+00:00,2020-11-25 20:41:39+00:00,"x worked on android/windows, simply duplicating the tutorial loot (some1 goes into a game with configure loadout all full, opens to lan, other player joins, they launch as soon as possible, they get 4k loot (the person who joined gained free loot in seconds)) all build numbers that have lan tutorial x",['bug'],0.08222222222222222
3597,closed,NiChrosia,2020-11-25 19:21:50+00:00,2020-11-25 20:02:55+00:00,"""new content unlocked"" appears every time you become a beta",['bug'],0.6847222222222222
3595,closed,Void-Syrex,2020-11-25 18:53:16+00:00,2020-11-25 19:08:06+00:00,kringe bugs: episode 1,['bug'],0.24722222222222223
3594,closed,oborsha,2020-11-25 17:35:20+00:00,2020-11-25 17:44:35+00:00,zip export from android won't open in windows,['bug'],0.15416666666666667
3593,closed,kenorr11,2020-11-25 17:33:21+00:00,2020-11-25 17:45:07+00:00,проблема со сохранениями й,['bug'],0.19611111111111112
3592,closed,BorisA11,2020-11-25 16:27:40+00:00,2020-11-25 16:28:30+00:00,unit command getting lost after leaving a sector,['bug'],0.013888888888888888
3591,closed,Minimaxi28,2020-11-25 16:12:51+00:00,2020-11-25 16:15:54+00:00,sound bug,['bug'],0.050833333333333335
3590,closed,OinkyPlayz,2020-11-25 14:36:21+00:00,2020-11-25 14:40:00+00:00,sector reset (ios),['bug'],0.060833333333333336
3589,closed,GlennFolker,2020-11-25 14:31:45+00:00,2020-11-25 14:33:06+00:00,sectorpreset on modded planets goes h,['bug'],0.0225
3588,closed,OinkyPlayz,2020-11-25 14:24:53+00:00,2020-11-25 14:27:54+00:00,sector reset,['bug'],0.050277777777777775
3587,closed,LigandMT,2020-11-25 12:02:45+00:00,2020-11-25 14:32:04+00:00,freezing,['bug'],2.488611111111111
3586,closed,deltanedas,2020-11-25 11:07:45+00:00,2020-11-25 14:16:55+00:00,stopped a soloudsound: null crashes without report,['bug'],3.1527777777777777
3585,closed,Quezler,2020-11-25 10:12:40+00:00,2020-11-25 14:16:48+00:00,server error loses colour after @,['bug'],4.068888888888889
3582,closed,Maxter-1,2020-11-25 09:34:35+00:00,2020-11-25 14:05:32+00:00,problem with the game screen on your phone,['bug'],4.515833333333333
3581,closed,ruggi99,2020-11-25 09:28:31+00:00,2020-11-25 14:11:37+00:00,mindustry crash on beta 116,['bug'],4.718333333333334
3580,closed,Quezler,2020-11-25 08:44:21+00:00,2020-11-25 14:11:14+00:00,ci tried to trigger bleeding edge on forked commit,['bug'],5.448055555555555
3576,closed,Zagrox11,2020-11-25 07:00:38+00:00,2020-11-25 14:07:28+00:00,sector damage system counts scatter damage towards ground units,['bug'],7.113888888888889
3575,closed,Fryto012,2020-11-25 05:48:05+00:00,2020-11-25 14:07:32+00:00,bug the fps drops drastically when it rains and you select any object to build (beta 117),['bug'],8.324166666666667
3574,closed,LoneWolfGmer,2020-11-25 04:06:27+00:00,2020-11-25 14:16:38+00:00,issue : phantom distroyed biuildings prevent placing new ones on top of them.,['bug'],10.169722222222223
3573,closed,NiChrosia,2020-11-24 23:06:30+00:00,2020-11-24 23:15:45+00:00,mono miner drones do not mine while not in sector,['bug'],0.15416666666666667
3572,closed,Quezler,2020-11-24 20:08:49+00:00,2020-11-24 20:58:36+00:00,cache directory bloatware,['bug'],0.8297222222222222
3571,closed,BorisA11,2020-11-24 19:11:34+00:00,2020-11-24 20:57:20+00:00,"salt flats, and other built in attack sectors have certain issues",['bug'],1.7627777777777778
3569,closed,Slava0135,2020-11-24 16:44:16+00:00,2020-11-24 17:05:40+00:00,community servers are gone,['bug'],0.3566666666666667
3568,closed,Slava0135,2020-11-24 14:39:57+00:00,2020-11-24 14:45:06+00:00,empty generators produce sounds,['bug'],0.08583333333333333
3565,closed,D-player1,2020-11-24 12:43:01+00:00,2020-11-24 14:00:42+00:00,scheme replacement causing h,['bug'],1.2947222222222223
3564,closed,BasedUser,2020-11-24 11:08:43+00:00,2020-11-24 13:54:05+00:00,broken surface shader,['bug'],2.756111111111111
3560,closed,z0mbiesrock,2020-11-24 02:07:23+00:00,2020-11-24 02:09:10+00:00,units with sapbullettype as a fragbullet for a weapon's bullettype randomly go to brazil when attacking,['bug'],0.029722222222222223
3559,closed,hadron13,2020-11-24 00:34:28+00:00,2020-11-24 02:09:31+00:00,buggy pathfinding when controlling a group of ground/naval units (intended?),['bug'],1.5841666666666667
3558,closed,deltanedas,2020-11-23 20:02:52+00:00,2020-11-23 20:06:23+00:00,units without weapons can send shoot packets,['bug'],0.058611111111111114
3557,closed,hadron13,2020-11-23 19:01:49+00:00,2020-11-23 19:06:26+00:00,launch pads still launching when disabled,['bug'],0.07694444444444444
3555,closed,BorisA11,2020-11-23 18:26:56+00:00,2020-11-23 18:46:55+00:00,wave survive estimates being easier than real,['bug'],0.33305555555555555
3550,closed,LixieWulf,2020-11-23 16:28:12+00:00,2020-11-23 16:41:57+00:00,[modding] custom bases partially not working,['bug'],0.22916666666666666
3546,closed,aviegdown,2020-11-23 13:46:54+00:00,2020-11-23 13:53:41+00:00,mindustry causes driver stop responding,['bug'],0.11305555555555556
3544,closed,Quezler,2020-11-23 10:43:16+00:00,2020-11-23 14:12:44+00:00,construction blocked if something that is zero is not in the core,['bug'],3.491111111111111
3543,closed,suprainfinite,2020-11-23 10:26:36+00:00,2020-11-23 13:41:58+00:00,insane difficulty,['bug'],3.256111111111111
3542,closed,Quezler,2020-11-23 10:20:54+00:00,2020-11-23 14:12:44+00:00,core upgrade buildcostmultiplier,['bug'],3.863888888888889
3540,closed,StuffPhotonDev,2020-11-23 09:17:47+00:00,2020-11-23 14:12:44+00:00,plastanium missing from campain tech tree,['bug'],4.9158333333333335
3538,closed,gitfish256,2020-11-23 03:43:39+00:00,2020-11-23 14:11:43+00:00,negative global resource after exit from a multiplayer game,['bug'],10.467777777777778
3537,closed,Krizis112,2020-11-23 03:43:17+00:00,2020-11-23 13:38:30+00:00,crash,['bug'],9.920277777777779
3536,closed,trungpro200,2020-11-23 03:03:16+00:00,2020-11-23 03:06:37+00:00,null pointer,['bug'],0.05583333333333333
3534,closed,kotok9,2020-11-22 19:10:16+00:00,2020-11-22 19:12:28+00:00,crash with cyclone and phase wall,['bug'],0.03666666666666667
3533,closed,kotok9,2020-11-22 19:01:37+00:00,2020-11-22 19:06:53+00:00,os: windows 10 x64 version: beta build 115,['bug'],0.08777777777777777
3530,closed,nicowo-621,2020-11-22 16:28:40+00:00,2020-11-22 16:36:18+00:00,can't access servers,['bug'],0.1272222222222222
3529,closed,Liftyee,2020-11-22 15:51:34+00:00,2020-11-22 16:18:08+00:00,campaign sector progress deleted,['bug'],0.44277777777777777
3528,closed,SomeKittens,2020-11-22 15:47:10+00:00,2020-11-22 15:50:30+00:00,pick block should trigger only on keydown,['bug'],0.05555555555555555
3527,closed,Liftyee,2020-11-22 15:42:32+00:00,2020-11-22 15:42:47+00:00,sector progress deleted,['bug'],0.004166666666666667
3525,closed,randomgyu72701,2020-11-22 14:26:46+00:00,2020-11-22 14:43:37+00:00,plastanium conveyors bug,['bug'],0.2808333333333333
3523,closed,a3skales,2020-11-22 12:53:40+00:00,2020-11-22 13:51:15+00:00,blocked enemy ground unit paths,['bug'],0.9597222222222223
3521,closed,Legomonster33,2020-11-22 06:43:46+00:00,2020-11-22 13:52:04+00:00,interplanetary accelerator item bar.,['bug'],7.138333333333334
3520,closed,randomgyu72701,2020-11-21 20:26:56+00:00,2020-11-21 20:35:21+00:00,game crash,['bug'],0.14027777777777778
3519,closed,Wintertannenbaum,2020-11-21 19:44:11+00:00,2020-11-21 19:54:02+00:00,game crashes when starting,['bug'],0.16416666666666666
3518,closed,QmelZ,2020-11-21 18:42:12+00:00,2020-11-21 18:52:11+00:00,long item requirements of a block break the build menu,['bug'],0.1663888888888889
3517,closed,Esnardo,2020-11-21 18:06:49+00:00,2020-11-21 18:09:42+00:00,you can re-enter a lost sector without launching,['bug'],0.04805555555555555
3515,closed,Maxter-1,2020-11-21 17:27:45+00:00,2020-11-21 17:29:21+00:00,sound problem,['bug'],0.02666666666666667
3514,closed,z0mbiesrock,2020-11-21 16:10:10+00:00,2020-11-21 16:28:49+00:00,bullets moving too fast to actually hit anything,['bug'],0.31083333333333335
3512,closed,Catchears,2020-11-21 15:37:08+00:00,2020-11-21 15:43:46+00:00,plastianium conveyors have multiple visual errors when next to other conveyors,['bug'],0.11055555555555556
3509,closed,Vertix8,2020-11-21 13:20:07+00:00,2020-11-21 13:57:49+00:00,bug,['bug'],0.6283333333333333
3505,closed,CecilakCZ,2020-11-21 10:23:21+00:00,2020-11-21 13:57:22+00:00,map bug,['bug'],3.5669444444444443
3501,closed,Legomonster33,2020-11-21 06:11:39+00:00,2020-11-21 06:32:14+00:00,joining a multiplayer campaign game messes up your personal campaign progress,['bug'],0.34305555555555556
3500,closed,Draco18s,2020-11-21 05:26:20+00:00,2020-11-21 13:57:42+00:00,core never gets full (sorta),['bug'],8.522777777777778
3499,closed,Admiral-Billy,2020-11-21 03:30:45+00:00,2020-11-21 03:51:26+00:00,joining someone's multiplayer campaign overwrites personal campaign progress (v6),['bug'],0.3447222222222222
3498,closed,NoahMarple,2020-11-20 20:51:22+00:00,2020-11-20 20:54:43+00:00,player rubber banding,['bug'],0.05583333333333333
3497,closed,deltanedas,2020-11-20 20:48:53+00:00,2020-11-20 20:52:06+00:00,unit does not use modded constructor when loading save,['bug'],0.05361111111111111
3496,closed,Cobbet2,2020-11-20 20:16:10+00:00,2020-11-20 20:28:41+00:00,overgrowth not captureable after attacked for the second time?,['bug'],0.2086111111111111
3495,closed,Vensere,2020-11-20 19:34:30+00:00,2020-11-20 19:39:10+00:00,data export crash,['bug'],0.07777777777777778
3494,closed,CBMShadowGD,2020-11-20 19:14:17+00:00,2020-11-20 19:26:20+00:00,v6 bug in campaign,['bug'],0.20083333333333334
3493,closed,Legomonster33,2020-11-20 17:44:40+00:00,2020-11-20 17:53:14+00:00,parallax + battery = broken,['bug'],0.14277777777777778
3492,closed,QmelZ,2020-11-20 14:44:06+00:00,2020-11-20 15:31:21+00:00,payload conveyors carrying scepters,['bug'],0.7875
3489,closed,ziszlo,2020-11-20 13:14:13+00:00,2020-11-20 13:49:49+00:00,need balance in dissasembler,['bug'],0.5933333333333334
3488,closed,Quezler,2020-11-20 13:08:40+00:00,2020-11-20 13:50:34+00:00,tile.setfloornet(<liquid>) not updating visually,['bug'],0.6983333333333334
3487,closed,Quezler,2020-11-20 11:29:51+00:00,2020-11-20 14:13:45+00:00,admin status doesn't always save,['bug'],2.7316666666666665
3484,closed,Quezler,2020-11-20 10:02:38+00:00,2020-11-20 14:13:45+00:00,squashed unit emojis in reconstructors,['bug'],4.185277777777777
3481,closed,Quezler,2020-11-20 09:45:08+00:00,2020-11-20 13:54:32+00:00,latest bleeding edge version is 9,['bug'],4.156666666666666
