number,state,created_at,closed_at,title
4635,closed,2021-02-08 21:26:34+00:00,2022-10-04 20:01:13+00:00,Update bundle_be.properties
4629,closed,2021-02-08 16:15:04+00:00,2021-02-08 16:18:17+00:00,Fix null == 0
4626,closed,2021-02-08 10:31:08+00:00,2021-02-08 15:34:01+00:00,Update servers_v6.json
4622,closed,2021-02-08 05:52:32+00:00,2021-02-08 06:27:30+00:00,Use Jsdelivr for serverJson
4610,closed,2021-02-07 09:02:07+00:00,2021-02-08 15:44:18+00:00,Update servers_v6.json
4606,closed,2021-02-06 18:09:13+00:00,2021-02-19 23:36:45+00:00,Update
4603,closed,2021-02-06 13:04:14+00:00,2021-02-06 19:22:14+00:00,Update servers_v6.json
4595,closed,2021-02-05 16:30:48+00:00,2021-02-08 16:12:20+00:00,Update servers_v6.json
4594,closed,2021-02-05 11:10:00+00:00,2021-02-06 19:29:16+00:00,Update servers_v6.json
4590,closed,2021-02-04 21:32:36+00:00,2021-02-24 15:39:02+00:00,Team Light For Core And Units
4583,closed,2021-02-04 04:24:38+00:00,2021-02-04 06:06:10+00:00,Draw Top on BlockForge
4502,closed,2021-02-02 19:33:20+00:00,2023-06-16 18:23:24+00:00,Show schematic description in schematic info
4494,closed,2021-02-01 14:14:16+00:00,2021-02-01 14:25:37+00:00,Add file uodate_api.json for updating
4488,closed,2021-02-01 01:47:59+00:00,2021-02-01 02:13:20+00:00,Fixing some grammar on bundle_in_ID.properties
4487,closed,2021-02-01 00:28:13+00:00,2021-02-01 00:43:30+00:00,Allow negative drag to accelerate objects.
4485,closed,2021-01-31 21:47:00+00:00,2021-02-01 00:17:30+00:00,Make drag calculation no longer clamped
4480,closed,2021-01-31 11:01:49+00:00,2021-02-10 02:27:54+00:00,make translate shorter etc.
4479,closed,2021-01-31 10:49:40+00:00,2022-06-08 15:25:37+00:00,Set Frag Spread
4478,closed,2021-01-31 07:00:37+00:00,2021-01-31 20:55:43+00:00,Stop buttons from wrapping when no players found
4473,closed,2021-01-30 07:23:33+00:00,2021-01-30 13:48:48+00:00,Change a half of Bundles_in_ID.properties
4467,closed,2021-01-29 19:10:44+00:00,2021-10-12 21:28:27+00:00,Update bundle_hu.properties
4458,closed,2021-01-28 10:22:50+00:00,2022-06-08 15:24:49+00:00,Updated lines 1-348
4455,closed,2021-01-27 18:40:50+00:00,2021-01-27 20:18:51+00:00,Make the line consistent :^)
4451,closed,2021-01-27 14:40:38+00:00,2021-01-27 16:52:21+00:00,Make revealedBlocks also affect breakability
4444,closed,2021-01-26 18:36:35+00:00,2021-01-26 18:42:40+00:00,Allow Unloaders to Unload from Turrets
4440,closed,2021-01-26 07:01:00+00:00,2021-07-20 14:57:07+00:00,change Shots/Second + no unit TO Firing Rate + per second
4439,closed,2021-01-26 06:07:54+00:00,2021-07-20 14:37:07+00:00,Set locale when loading external bundle
4438,closed,2021-01-26 00:24:36+00:00,2022-05-04 00:41:00+00:00,targetable() for Units
4432,closed,2021-01-24 21:14:38+00:00,2021-01-26 00:19:55+00:00,Update of Pt-Br bundle
4429,closed,2021-01-24 14:19:44+00:00,2021-10-06 02:04:55+00:00,Update bundle_vi.properties
4428,closed,2021-01-24 14:17:20+00:00,2021-03-05 16:33:05+00:00,bundle_hu.properties
4426,closed,2021-01-24 08:57:55+00:00,2022-06-08 15:41:22+00:00,update zh-cn translation
4413,closed,2021-01-22 21:48:19+00:00,2021-06-16 19:14:10+00:00,"Fixed grama, typos and add some new Polish descriptions"
4412,closed,2021-01-22 15:42:46+00:00,2021-02-10 18:54:42+00:00,Add controlling count to logic processors
4400,closed,2021-01-21 14:50:56+00:00,2021-01-25 22:08:34+00:00,Replace logic to clipboard icon with export
4394,closed,2021-01-21 05:12:55+00:00,2022-05-04 00:12:47+00:00,Fix typos/errors
4389,closed,2021-01-20 23:46:43+00:00,2021-01-20 23:47:27+00:00,Td v6
4388,closed,2021-01-20 20:05:52+00:00,2021-01-20 21:57:45+00:00,fix votekick button becoming unfocused 3x a second
4386,closed,2021-01-20 13:02:22+00:00,2021-06-04 01:56:01+00:00,Better shock mine
4384,closed,2021-01-20 10:07:14+00:00,2021-07-20 14:31:12+00:00,New team indication
4383,closed,2021-01-20 08:02:38+00:00,2021-01-20 14:16:44+00:00,"fix ""exit confirmation when saved"""
4379,closed,2021-01-19 15:34:37+00:00,2021-01-19 15:47:20+00:00,Make tests fail if any server json is invalid
4365,closed,2021-01-18 10:06:22+00:00,2021-01-18 22:42:14+00:00,mass driver player transport
4356,closed,2021-01-17 11:20:57+00:00,2021-01-23 22:57:54+00:00,update plastanium conveyor description to include unloading.
4355,closed,2021-01-17 10:18:20+00:00,2021-01-19 22:21:58+00:00,Update bundle_fr.properties
4353,closed,2021-01-17 01:42:33+00:00,2021-01-17 20:32:22+00:00,Team colored trails
4346,closed,2021-01-16 15:25:13+00:00,2021-01-19 19:01:14+00:00,Fixes #4345
4341,closed,2021-01-16 06:18:20+00:00,2021-05-18 14:14:48+00:00,Update getUsid: prefer use hostname
4338,closed,2021-01-15 22:04:28+00:00,2021-01-17 20:38:40+00:00,Readme: Formatting
4327,closed,2021-01-14 17:13:51+00:00,2021-01-14 17:38:25+00:00,plastanium - now colorblind friendly (was too similar to surge)
4324,closed,2021-01-14 12:16:46+00:00,2021-01-19 15:29:13+00:00,makes unit pathfind in formation if they are too far away from the leader
4322,closed,2021-01-14 02:45:30+00:00,2021-01-14 16:27:42+00:00,Improve Clear UI
4315,closed,2021-01-12 15:12:33+00:00,2021-01-12 15:13:46+00:00,Updated editor.errorlegacy text
4313,closed,2021-01-12 13:37:32+00:00,2021-01-19 20:15:38+00:00,Universium Server
4308,closed,2021-01-11 08:26:46+00:00,2021-01-11 15:15:48+00:00,makes parallax be able to attack enemies with boosters while they are flying
4298,closed,2021-01-10 14:39:34+00:00,2021-01-10 20:39:20+00:00,Core respawn priority fix
4281,closed,2021-01-07 05:01:34+00:00,2021-01-07 20:01:15+00:00,POC: Point Defenses for Units
4273,closed,2021-01-06 15:35:00+00:00,2022-03-10 21:26:07+00:00,allow player to transfer items with no items if in formation
4271,closed,2021-01-05 23:58:49+00:00,2021-01-06 00:01:08+00:00,Make engine trails a variable.
4269,closed,2021-01-05 22:34:04+00:00,2021-01-06 00:03:00+00:00,Update contributors
4268,closed,2021-01-05 20:59:10+00:00,2021-01-19 15:16:26+00:00,Update bundle_pt_BR.properties
4265,closed,2021-01-05 12:24:11+00:00,2021-01-05 12:25:27+00:00,Merge pull request #2 from Anuken/master
4253,closed,2021-01-04 06:21:48+00:00,2021-01-05 12:12:20+00:00,add missing translation items for zh-CN
4252,closed,2021-01-04 05:31:28+00:00,2022-06-11 08:44:00+00:00,revise zh-CN translation
4250,closed,2021-01-03 20:10:53+00:00,2022-08-16 02:33:36+00:00,"Retranslated some things, updated descriptions, fixed most typos on bundle_es.properties"
4247,closed,2021-01-03 18:05:10+00:00,2021-01-05 16:24:25+00:00,Make rotation via construction emit effect & sound
4245,closed,2021-01-03 15:29:17+00:00,2022-06-08 15:25:17+00:00,Amendments prototype 
4240,closed,2021-01-03 06:39:29+00:00,2021-01-19 20:18:45+00:00,Update bundle_fr.properties
4231,closed,2021-01-02 15:12:25+00:00,2021-10-06 02:02:35+00:00,Changed some details about zh-cn bundle
4227,closed,2021-01-02 04:49:43+00:00,2021-01-15 14:21:32+00:00,Improve Vietnamese Translation.
4211,closed,2021-01-01 12:59:36+00:00,2021-01-01 16:37:07+00:00,Update Items.java
4204,closed,2021-01-01 01:54:02+00:00,2021-01-01 02:54:56+00:00,"Logic: Remove ""turret1"" from uradar"
4201,closed,2020-12-31 17:33:23+00:00,2020-12-31 21:29:55+00:00,Add large launch pad
4200,closed,2020-12-31 16:53:01+00:00,2020-12-31 17:15:05+00:00,Launch Pad Fix
4195,closed,2020-12-31 12:15:16+00:00,2021-01-02 17:58:39+00:00,Update servers_v6.json
4188,closed,2020-12-30 17:58:32+00:00,2020-12-31 10:41:27+00:00,Update servers_v6.json
4184,closed,2020-12-30 15:12:40+00:00,2021-01-19 22:16:23+00:00,Update bundle_zh_CN.properties
4171,closed,2020-12-29 18:39:46+00:00,2021-01-19 22:38:57+00:00,Add a Build Progress Bar to Constructing Buildings
4160,closed,2020-12-29 03:39:13+00:00,2021-01-19 21:04:30+00:00,outputSize stat for Block Forge
4155,closed,2020-12-28 18:18:20+00:00,2020-12-28 18:18:26+00:00,update
4150,closed,2020-12-28 09:47:51+00:00,2021-01-19 20:13:57+00:00,Force outgoing payloads to move in first
4142,closed,2020-12-27 16:09:52+00:00,2021-06-25 17:03:59+00:00,locator 2: electric boogaloo
4131,closed,2020-12-26 18:18:27+00:00,2021-01-19 11:33:01+00:00,Disable publichost on every startup
4129,closed,2020-12-26 12:23:43+00:00,2020-12-30 22:16:47+00:00,payload info
4106,closed,2020-12-24 14:10:58+00:00,2020-12-24 15:30:43+00:00,Reload Button
4105,closed,2020-12-24 13:11:27+00:00,2020-12-24 15:49:48+00:00,unit leave formation if it is too far away / acceleration fix
4099,closed,2020-12-24 09:22:51+00:00,2020-12-24 15:38:07+00:00,Update UnitTypes.java
4097,closed,2020-12-23 22:43:08+00:00,2021-01-19 19:37:25+00:00,Build Range Circle
4089,closed,2020-12-23 12:26:26+00:00,2021-01-05 12:56:43+00:00,Drills Textures Cleanup
4072,closed,2020-12-22 08:43:39+00:00,2020-12-22 09:04:34+00:00,[Translate] zh-TW
4068,closed,2020-12-21 22:08:40+00:00,2020-12-22 01:48:24+00:00,Thruster Fix
4063,closed,2020-12-21 14:17:26+00:00,2020-12-22 21:28:09+00:00,Updates rotary & thermal pump liquid region sprites
4048,closed,2020-12-19 21:14:28+00:00,2020-12-19 22:42:22+00:00,fix pt br translation
4040,closed,2020-12-19 10:39:44+00:00,2020-12-29 22:41:39+00:00,bundle_hu.properties-Mr.S_20201209_1139
4037,closed,2020-12-19 08:02:43+00:00,2020-12-29 22:41:36+00:00,bundle_hu.properties
4028,closed,2020-12-18 13:15:12+00:00,2021-10-06 02:04:23+00:00,Logic processor hollographic label
4024,closed,2020-12-18 07:13:45+00:00,2020-12-18 19:16:42+00:00,Temporary PR
4023,closed,2020-12-18 02:14:38+00:00,2020-12-22 10:29:08+00:00,Update bundle_zh_TW.properties
4012,closed,2020-12-17 09:34:39+00:00,2020-12-17 17:48:07+00:00,Bridge priority fix
4007,closed,2020-12-16 18:57:11+00:00,2020-12-16 19:07:32+00:00,Update speed of junctions
4001,closed,2020-12-16 11:53:37+00:00,2020-12-18 02:45:12+00:00,Update bundle_zh_TW.properties
3999,closed,2020-12-16 03:26:42+00:00,2020-12-18 23:24:07+00:00,Add minty servers to the list
3992,closed,2020-12-15 21:44:53+00:00,2021-01-18 23:24:49+00:00,new statements are put in center of screen
3991,closed,2020-12-15 21:43:32+00:00,2020-12-15 22:20:12+00:00,allow controlling @this
3985,closed,2020-12-15 11:51:48+00:00,2020-12-20 16:42:17+00:00,Add new server
3982,closed,2020-12-15 05:34:36+00:00,2020-12-15 14:59:36+00:00,Update README.md
3978,closed,2020-12-14 18:48:26+00:00,2020-12-15 19:10:02+00:00,More Visually Pleasing Parallax Sprite
3974,closed,2020-12-14 08:49:24+00:00,2021-01-19 16:13:45+00:00,Ignore Control Weapons
3971,closed,2020-12-14 01:52:29+00:00,2020-12-14 01:57:01+00:00,Add Alex Mindustry server to the list
3962,closed,2020-12-13 13:11:22+00:00,2021-01-04 14:07:14+00:00,Added the servers of the HiveMind
3959,closed,2020-12-13 10:27:06+00:00,2020-12-13 15:28:35+00:00,Moving wreak effect
3955,closed,2020-12-13 09:31:45+00:00,2020-12-13 09:32:26+00:00,Update steam description for 6.0 update
3948,closed,2020-12-12 19:41:25+00:00,2020-12-19 17:43:41+00:00,Improving bundle_hu.properties
3939,closed,2020-12-12 12:48:13+00:00,2021-01-19 18:57:20+00:00,bring back block select timeout
3931,closed,2020-12-12 02:38:38+00:00,2021-01-20 00:04:03+00:00,Better weaving
3930,closed,2020-12-11 21:25:52+00:00,2020-12-12 04:55:09+00:00,Make velocity randomness calculated like with turrets
3929,closed,2020-12-11 21:00:59+00:00,2020-12-14 04:47:17+00:00,copy-paste tool for map editor
3928,closed,2020-12-11 19:56:04+00:00,2021-01-14 16:41:35+00:00,Add rotation limit to unit weapons
3926,closed,2020-12-11 14:53:05+00:00,2021-01-19 15:21:57+00:00,Update bundle_pt_BR.properties
3925,closed,2020-12-11 14:47:20+00:00,2020-12-11 15:33:32+00:00,add lmms projects to core/assets-raw/music
3921,closed,2020-12-11 09:53:29+00:00,2020-12-11 11:07:29+00:00,Update contributors
3920,closed,2020-12-11 07:29:14+00:00,2020-12-11 16:49:45+00:00,Tanks are able to replace conduits
3910,closed,2020-12-10 18:18:05+00:00,2021-01-19 16:41:30+00:00,Respawning player won't respawn in a formation
3906,closed,2020-12-10 15:29:01+00:00,2020-12-22 01:09:43+00:00,Unit Factory And Reconstructor Team Indicator
3900,closed,2020-12-10 01:15:48+00:00,2020-12-10 01:18:47+00:00,Add moveTarget for Mobile
3894,closed,2020-12-09 19:34:39+00:00,2020-12-10 07:01:21+00:00,Ore priority fix
3889,closed,2020-12-09 17:38:49+00:00,2020-12-20 18:15:57+00:00,draw mined item for laser and blast drills
3886,closed,2020-12-09 15:38:36+00:00,2020-12-11 16:22:15+00:00,Shadow For Item
3885,closed,2020-12-09 14:27:29+00:00,2020-12-16 03:34:43+00:00,Update servers_v6.json
3879,closed,2020-12-09 06:13:22+00:00,2021-01-19 22:10:01+00:00,Update bundle_es.properties
3873,closed,2020-12-08 22:21:55+00:00,2020-12-08 22:44:51+00:00,Use decoration field for floors that aren't using them
3866,closed,2020-12-08 16:15:08+00:00,2020-12-11 14:39:50+00:00,Add ALEX v6 servers to servers_v6.json
3860,closed,2020-12-08 13:53:14+00:00,2020-12-08 15:10:35+00:00,Add ALEX v6 servers to servers_v6.json
3859,closed,2020-12-08 13:18:08+00:00,2020-12-16 09:47:31+00:00,Update bundle_es.properties
3858,closed,2020-12-08 12:23:59+00:00,2020-12-08 15:33:42+00:00,Add block region for the lighting rule
3854,closed,2020-12-07 23:40:50+00:00,2021-01-19 22:34:41+00:00,Update bundle_de.properties
3846,closed,2020-12-07 15:27:33+00:00,2021-01-18 23:30:01+00:00,display online admins draft
3830,closed,2020-12-07 00:44:45+00:00,2020-12-07 16:13:31+00:00,Yea remember what happened to `range`?
3828,closed,2020-12-06 22:33:11+00:00,2020-12-07 01:03:31+00:00,Add korea server again
3806,closed,2020-12-05 19:06:46+00:00,2020-12-11 16:11:38+00:00,Floodlights
3793,closed,2020-12-05 09:43:48+00:00,2020-12-06 20:40:25+00:00,Add new server's
3789,closed,2020-12-05 07:16:21+00:00,2020-12-17 00:41:34+00:00,Custom emoji for Mod(javascript & java) support
3787,closed,2020-12-05 03:15:35+00:00,2020-12-05 10:55:55+00:00,fastfixh
3785,closed,2020-12-04 23:46:47+00:00,2020-12-04 23:53:02+00:00,Allow custom launch pods (Attempt 2)
3781,closed,2020-12-04 22:14:55+00:00,2020-12-05 13:08:08+00:00,potentially catch strange server list errors
3777,closed,2020-12-04 16:47:36+00:00,2020-12-04 22:25:52+00:00,Allow custom launch pods
3776,closed,2020-12-04 16:29:44+00:00,2020-12-04 16:33:16+00:00,support <name>-pod (fallback to launch-pod)
3772,closed,2020-12-04 11:17:56+00:00,2020-12-23 15:37:57+00:00,bundle_th.properties
3767,closed,2020-12-04 09:08:08+00:00,2020-12-23 15:35:11+00:00,bundle_es.propties
3764,closed,2020-12-04 05:21:10+00:00,2021-01-18 23:22:27+00:00,M a t h f . c u r v e ( )   s u p e r i o r
3759,closed,2020-12-03 22:49:25+00:00,2020-12-04 00:30:42+00:00,Nerf water extractor (Not my idea)
3755,closed,2020-12-03 20:45:30+00:00,2020-12-05 22:52:38+00:00,add some suggested mods
3734,closed,2020-12-03 08:59:56+00:00,2020-12-07 20:52:42+00:00,Require graphite for making lancers (no longer includes arcs)
3718,closed,2020-12-02 14:12:39+00:00,2020-12-02 18:07:15+00:00,Fixed #3589
3716,closed,2020-12-02 12:42:48+00:00,2020-12-03 13:56:43+00:00,Update bundle_vi.properties
3707,closed,2020-12-01 21:36:03+00:00,2021-01-19 18:38:45+00:00,Changes to water extractor requirements
3686,closed,2020-12-01 13:02:02+00:00,2020-12-01 13:08:39+00:00,foreshadow rebalance
3677,closed,2020-11-30 21:50:28+00:00,2020-12-09 07:02:25+00:00,Better team indicator for plastanium conveyor
3667,closed,2020-11-30 17:30:46+00:00,2020-11-30 22:18:58+00:00,coloured item bubble
3664,closed,2020-11-30 15:23:31+00:00,2021-01-20 13:00:46+00:00,shock mine improvements
3653,closed,2020-11-29 17:43:13+00:00,2020-11-30 23:12:36+00:00,use JumpI for end
3652,closed,2020-11-29 17:36:57+00:00,2020-12-01 16:40:32+00:00,Update bundle_es.properties
3647,closed,2020-11-28 21:50:20+00:00,2021-01-19 15:22:03+00:00,bundle_pt_BR.properties
3624,closed,2020-11-27 10:57:48+00:00,2021-01-20 17:28:16+00:00,Move Bullet Ability
3613,closed,2020-11-26 14:20:47+00:00,2020-11-28 22:14:53+00:00,[style] Pattern Matching
3610,closed,2020-11-26 09:54:00+00:00,2020-11-26 09:58:14+00:00,[Bundle][ES] Translation Update 
3609,closed,2020-11-26 09:50:59+00:00,2021-01-19 20:40:18+00:00,Update bundle_zh_TW.properties
3608,closed,2020-11-26 08:40:19+00:00,2020-11-26 14:19:57+00:00,EntityMapping.map(this.name)
3577,closed,2020-11-25 07:06:58+00:00,2020-11-30 17:58:39+00:00,"unit movement properties - add velX, velY, hovering, flying, dead variables"
3570,closed,2020-11-24 17:16:36+00:00,2021-01-19 16:38:13+00:00,Improve LightningType and trail parameters
3566,closed,2020-11-24 13:56:56+00:00,2020-11-24 14:03:54+00:00,Make a fragBullet's owner the shooter directly
3556,closed,2020-11-23 18:33:58+00:00,2020-12-04 13:39:49+00:00,Update contributors
3553,closed,2020-11-23 17:44:46+00:00,2020-11-24 14:07:31+00:00,Update bundle_zh_CN.properties
3552,closed,2020-11-23 17:39:44+00:00,2020-11-23 17:42:26+00:00,Update bundle_zh_CN.properties
3551,closed,2020-11-23 16:48:11+00:00,2020-11-23 17:38:30+00:00,Added myself to the contributor list (Spanish translator)
3549,closed,2020-11-23 15:58:58+00:00,2020-11-24 14:54:23+00:00,Update bundle_zh_CN.properties
3539,closed,2020-11-23 07:01:28+00:00,2020-11-23 13:49:45+00:00,Increase instructions limit
3531,closed,2020-11-22 16:31:45+00:00,2020-11-22 20:28:08+00:00,Mouse Control For Desktop
3511,closed,2020-11-21 15:18:10+00:00,2020-11-30 17:58:07+00:00,New menu music
3507,closed,2020-11-21 13:01:28+00:00,2020-12-01 00:09:42+00:00,Add remote call for world.endMapLoad
3506,closed,2020-11-21 12:29:58+00:00,2020-11-22 22:00:12+00:00,v6 fuse sprite
3504,closed,2020-11-21 09:49:37+00:00,2020-11-23 14:15:41+00:00,Prevent RhinoJS from having a stroke when you try to use `range()` on bullets
3503,closed,2020-11-21 09:00:43+00:00,2020-11-21 22:04:04+00:00,Only command if there are units to command
3491,closed,2020-11-20 14:01:41+00:00,2020-11-20 15:44:51+00:00,Slight buffing of walls
3490,closed,2020-11-20 13:17:32+00:00,2020-11-30 23:09:28+00:00,edit bundle_ru overgrowth desc
3486,closed,2020-11-20 11:02:18+00:00,2020-12-11 16:48:42+00:00,Create prefilled issue template prototype
3485,closed,2020-11-20 10:46:09+00:00,2020-11-20 15:33:10+00:00,Remove two stray spaces
3476,closed,2020-11-20 00:50:55+00:00,2020-11-20 00:56:57+00:00,testing PR failure on github actions
3475,closed,2020-11-20 00:43:50+00:00,2021-01-19 16:58:14+00:00,Disable certain condition-based turning.
3473,closed,2020-11-19 23:20:53+00:00,2020-11-30 23:20:47+00:00,show public ip when hosting in-game
3469,closed,2020-11-19 18:40:24+00:00,2021-01-19 16:39:18+00:00,"add Fonts.addIcon, Fonts.setIcon"
3463,closed,2020-11-19 16:35:19+00:00,2020-11-21 11:34:57+00:00,Finishing pt br translation
3458,closed,2020-11-19 00:36:59+00:00,2020-11-19 00:49:33+00:00,Sort blocks in PlacementFragment
3454,closed,2020-11-18 23:17:25+00:00,2020-11-18 23:28:23+00:00,fix #3453
3448,closed,2020-11-18 15:48:05+00:00,2020-11-20 07:54:31+00:00,A few updates to the Spanish translation
3433,closed,2020-11-17 11:21:52+00:00,2020-11-17 16:21:41+00:00,MenuRenderer Clean Up
3419,closed,2020-11-16 11:52:01+00:00,2020-11-16 22:08:03+00:00,Separation Between Contributors And Translators
3412,closed,2020-11-15 17:41:50+00:00,2020-11-15 20:29:43+00:00,say to press [c] when first toggling ui
3408,closed,2020-11-15 13:32:38+00:00,2020-12-09 07:03:12+00:00,Better Team Indicator For Unit Factory
3407,closed,2020-11-15 12:59:29+00:00,2020-11-15 14:40:53+00:00,potential bugfix
3406,closed,2020-11-15 12:41:41+00:00,2020-11-15 15:37:24+00:00,sprite load mod support
3397,closed,2020-11-14 21:02:44+00:00,2020-11-16 20:45:17+00:00,Enum for Editor Bindings
3395,closed,2020-11-14 17:46:12+00:00,2020-11-14 17:57:37+00:00,Discord Banner Texture Cleanup
3394,closed,2020-11-14 14:59:50+00:00,2020-11-14 17:57:28+00:00,Discord Button In Desktop Menu
3386,closed,2020-11-13 23:33:17+00:00,2020-11-13 23:34:44+00:00,Added affinity for solar panels
3384,closed,2020-11-13 22:26:27+00:00,2020-11-13 22:28:08+00:00,Lead and titanium bullets for duos and salvos
3383,closed,2020-11-13 22:13:45+00:00,2020-11-13 22:15:48+00:00,Lets duo use lead. Also lets salvos use lead and titanium
3371,closed,2020-11-12 18:26:04+00:00,2020-11-12 18:27:40+00:00,allow empty lines
3367,closed,2020-11-12 16:43:12+00:00,2020-11-12 23:46:12+00:00,"add some boolean logic ops, tweak others"
3361,closed,2020-11-12 08:37:47+00:00,2020-11-22 12:59:50+00:00,Vietnamese Transalation.
3360,closed,2020-11-12 08:17:41+00:00,2020-11-18 00:31:46+00:00,Any unit builder
3353,closed,2020-11-11 20:26:36+00:00,2020-11-11 21:38:18+00:00,mfw quad still has no sound
3351,closed,2020-11-11 20:13:09+00:00,2020-11-11 21:38:51+00:00,allow binding to a Unit variable
3343,closed,2020-11-11 17:15:20+00:00,2020-12-23 15:34:08+00:00,Complete translation and full italian bundle
3339,closed,2020-11-11 15:36:29+00:00,2020-11-11 17:08:40+00:00,Complete translation and full italian bundle
3326,closed,2020-11-10 10:02:23+00:00,2021-01-19 16:58:59+00:00,Update bundle_tr.properties
3321,closed,2020-11-10 00:25:25+00:00,2020-12-09 23:38:22+00:00,Offset lightning spawn location in ability
3316,closed,2020-11-09 19:45:37+00:00,2021-10-07 16:54:56+00:00,[settings] Discord RPC
3301,closed,2020-11-09 00:49:03+00:00,2020-11-10 13:57:49+00:00,Add new logic categories
3298,closed,2020-11-08 21:06:25+00:00,2020-11-08 22:49:21+00:00,Flying AI in the case that a unit has MoveLightningAbility but no weapons
3292,closed,2020-11-08 13:41:05+00:00,2020-11-09 23:41:45+00:00,Addition of over/underflow chain warning to the main bundle
3290,closed,2020-11-08 10:38:27+00:00,2020-11-08 15:26:01+00:00,Update of russian translation
3289,closed,2020-11-07 17:36:27+00:00,2020-11-09 20:25:03+00:00,[load screen] Show Revision Version Number
3288,closed,2020-11-07 16:34:13+00:00,2020-11-07 16:34:25+00:00,Update to 11010
3281,closed,2020-11-07 01:24:25+00:00,2020-11-07 01:56:08+00:00,Building self-heal ability
3280,closed,2020-11-06 23:37:51+00:00,2020-11-06 23:50:24+00:00,Update bundle_it.properties
3279,closed,2020-11-06 21:19:16+00:00,2021-01-19 20:14:29+00:00,New server for 6.0.
3278,closed,2020-11-06 20:42:01+00:00,2020-11-06 21:16:05+00:00,New server for 6.0.
3276,closed,2020-11-06 17:40:56+00:00,2020-11-06 19:33:30+00:00,bundle_ar.properties
3274,closed,2020-11-05 18:39:29+00:00,2020-11-05 19:02:18+00:00,Make Core units hidden
3262,closed,2020-11-04 11:55:15+00:00,2020-11-30 23:08:58+00:00,Create bundle_vi.properties
3261,closed,2020-11-04 01:01:47+00:00,2021-01-18 23:18:36+00:00,Merge shooting methods
3253,closed,2020-11-03 12:18:38+00:00,2020-11-30 16:58:22+00:00,Create bundle_vi.properties
3252,closed,2020-11-03 04:45:06+00:00,2020-11-09 01:54:21+00:00,Unit Deflect Bullet Ability
3249,closed,2020-11-02 23:40:32+00:00,2020-11-09 01:53:41+00:00,Make Glass Frag Size = Other Frag Size
3247,closed,2020-11-02 20:40:52+00:00,2020-11-06 08:36:51+00:00,"add LogicBuild LExecutor,Assembler#processor"
3243,closed,2020-11-02 07:36:54+00:00,2021-02-28 20:57:10+00:00,Boosted Range Visuals
3233,closed,2020-11-01 15:54:08+00:00,2020-11-05 14:07:30+00:00,New 6.0 server
3227,closed,2020-11-01 12:48:22+00:00,2021-01-19 16:11:52+00:00,[scripts] Cleanup
3221,closed,2020-11-01 07:46:53+00:00,2020-11-29 11:09:58+00:00,Merge ChargeTurret into Turret
3219,closed,2020-11-01 05:33:29+00:00,2020-11-30 16:11:32+00:00,More Vietnamese language
3214,closed,2020-10-31 19:20:05+00:00,2021-01-19 15:58:41+00:00,Visual Mass Driver Item Indicator
3213,closed,2020-10-31 18:45:16+00:00,2021-01-22 17:05:37+00:00,"""Per Second"" Consumer Stat Display (Iteration 2)"
3211,closed,2020-10-31 17:38:32+00:00,2020-10-31 18:48:00+00:00,[maps] Author: Anuke.
3201,closed,2020-10-31 10:28:34+00:00,2020-10-31 13:06:20+00:00,bugFixing
3194,closed,2020-10-30 20:05:53+00:00,2021-01-19 16:05:44+00:00,send mindustry to brazil
3191,closed,2020-10-30 10:06:41+00:00,2020-10-31 16:01:32+00:00,Add shield bar to force projector
3186,closed,2020-10-30 00:20:04+00:00,2020-11-01 12:45:07+00:00,keep ground() in Effect so older code is still valid
3185,closed,2020-10-29 22:32:38+00:00,2020-10-30 14:10:05+00:00,New Logo
3182,closed,2020-10-29 11:43:13+00:00,2021-01-19 20:30:28+00:00,Update servers.json
3175,closed,2020-10-29 06:03:04+00:00,2021-01-08 21:18:41+00:00,Make Healing Missiles Home onto Healable Tiles
3167,closed,2020-10-28 12:26:27+00:00,2020-11-30 16:10:46+00:00,how to translate viet (WIP)
3151,closed,2020-10-27 14:55:29+00:00,2021-01-19 15:58:17+00:00,even more mod support
3150,closed,2020-10-27 13:53:12+00:00,2020-10-27 14:06:05+00:00,Don't show map colors in RPC.
3148,closed,2020-10-27 10:42:17+00:00,2020-11-02 22:56:43+00:00,Update bundle_tr.properties
3146,closed,2020-10-27 09:14:16+00:00,2020-11-25 13:17:34+00:00,Adds Stat.none
3143,closed,2020-10-27 02:02:22+00:00,2021-01-08 21:18:04+00:00,Allow Force Projectors to Repel Small Units
3141,closed,2020-10-26 21:27:15+00:00,2020-10-26 22:11:55+00:00,Allow control of bigger routers
3139,closed,2020-10-26 19:02:56+00:00,2020-10-30 14:35:33+00:00,click player icon to respawn
3138,closed,2020-10-26 19:01:53+00:00,2020-10-26 19:06:02+00:00,[political] remove router control size check
3130,closed,2020-10-26 14:16:09+00:00,2020-10-27 03:55:05+00:00,LegsUnit can play step sound if given one
3127,closed,2020-10-26 07:18:57+00:00,2020-10-27 08:59:06+00:00,allowing customized info for mods
3125,closed,2020-10-26 04:01:00+00:00,2020-10-26 14:07:47+00:00,Make bloom be accessible
3121,closed,2020-10-26 00:55:23+00:00,2020-10-26 13:57:21+00:00,Sort Tile Affinities in Block Stats
3119,closed,2020-10-26 00:10:46+00:00,2020-10-26 13:58:38+00:00,CamelCasing for Fx
