number,state,created_at,merged_at,closed_at,title,time_to_merge
5901,closed,2021-08-30 02:41:43+00:00,2021-08-30 02:55:52+00:00,2021-08-30 02:55:52+00:00,Adjustable `generateEffect` randomness,0.23583333333333334
5900,closed,2021-08-30 02:33:34+00:00,2021-08-30 12:23:58+00:00,2021-08-30 12:23:58+00:00,Allow for `SingleTypeGenerators` to use only liquid.,9.84
5892,closed,2021-08-29 09:09:25+00:00,2021-09-12 15:21:54+00:00,2021-09-12 15:21:54+00:00,Update bundle_ko.properties,342.2080555555556
5890,closed,2021-08-29 06:14:06+00:00,2021-08-29 12:28:38+00:00,2021-08-29 12:28:38+00:00,Shouldn't `shorten()` also reset the counter?,6.242222222222222
5884,closed,2021-08-28 09:01:20+00:00,2021-08-28 13:13:57+00:00,2021-08-28 13:13:57+00:00,typo fix because of my OCD,4.210277777777778
5882,closed,2021-08-28 06:20:45+00:00,2021-08-28 12:46:08+00:00,2021-08-28 12:46:08+00:00,`Damage.damage` doesn't properly convert cores,6.423055555555556
5881,closed,2021-08-28 06:09:28+00:00,2021-08-28 12:47:11+00:00,2021-08-28 12:47:11+00:00,Rotator `spinSpeed`,6.628611111111111
5879,closed,2021-08-27 15:02:40+00:00,2021-08-27 15:08:04+00:00,2021-08-27 15:08:04+00:00,Fixed incorrect work of TextureRegion.found() when creating icons,0.09
5876,closed,2021-08-27 10:59:39+00:00,2021-08-28 14:53:20+00:00,2021-08-28 14:53:20+00:00,Add unitSpawnEvent,27.89472222222222
5871,closed,2021-08-26 18:09:22+00:00,2021-08-27 00:47:36+00:00,2021-08-27 00:47:36+00:00,Make hiding details optional,6.637222222222222
5868,closed,2021-08-26 10:31:32+00:00,2021-08-26 12:33:10+00:00,2021-08-26 12:33:10+00:00,Added Rush and Expansion to Omega Hub,2.027222222222222
5862,closed,2021-08-25 16:21:22+00:00,2021-08-25 17:06:19+00:00,2021-08-25 17:06:19+00:00,Fix .pl BE server,0.7491666666666666
5860,closed,2021-08-25 14:49:26+00:00,2021-09-12 15:21:09+00:00,2021-09-12 15:21:09+00:00,Update bundle_zh_TW.properties,432.5286111111111
5858,closed,2021-08-25 02:02:13+00:00,2022-02-02 21:57:03+00:00,2022-02-02 21:57:03+00:00,Japanese translation,3883.913888888889
5854,closed,2021-08-24 21:43:03+00:00,2021-08-24 21:45:14+00:00,2021-08-24 21:45:14+00:00,"Added 2v2, 3v3 ranked gamemode servers to v6",0.03638888888888889
5849,closed,2021-08-23 23:53:21+00:00,2021-09-13 12:44:13+00:00,2021-09-13 12:44:13+00:00,Update bundle_ja.properties,492.84777777777776
5848,closed,2021-08-23 21:56:22+00:00,2021-09-12 15:21:17+00:00,2021-09-12 15:21:18+00:00,[Bundle][RO] Update,473.41527777777776
5845,closed,2021-08-23 15:14:08+00:00,2021-08-23 16:26:00+00:00,2021-08-23 16:26:00+00:00,Update bundle_th.properties,1.1977777777777778
5844,closed,2021-08-23 14:07:54+00:00,2021-08-23 14:24:36+00:00,2021-08-23 14:24:36+00:00,[RU] Database button ,0.2783333333333333
5842,closed,2021-08-23 08:37:11+00:00,2021-08-23 16:26:27+00:00,2021-08-23 16:26:27+00:00,Update bundle_ko.properties,7.821111111111111
5839,closed,2021-08-22 23:35:33+00:00,2021-08-23 16:26:15+00:00,2021-08-23 16:26:15+00:00,[Bundle][RO] Update,16.845
5835,closed,2021-08-22 11:57:27+00:00,2021-08-22 13:45:05+00:00,2021-08-22 13:45:05+00:00,Let Payload source/void replace each other,1.7938888888888889
5834,closed,2021-08-22 08:51:27+00:00,2021-08-22 13:45:18+00:00,2021-08-22 13:45:18+00:00,Don't show core ghosts,4.8975
5830,closed,2021-08-21 21:34:05+00:00,2021-08-21 22:05:43+00:00,2021-08-21 22:05:43+00:00,add 2 new io servers,0.5272222222222223
5829,closed,2021-08-21 18:53:29+00:00,2021-08-21 18:55:41+00:00,2021-08-21 18:55:41+00:00,Add HexedPvP server to Global v7 list,0.03666666666666667
5828,closed,2021-08-21 18:39:06+00:00,2021-09-12 18:55:26+00:00,2021-09-12 18:55:26+00:00,More Target varieties for energy field ability,528.2722222222222
5820,closed,2021-08-20 18:47:47+00:00,2021-08-21 15:33:20+00:00,2021-08-21 15:33:20+00:00,Heal Targetting on Turrets,20.759166666666665
5819,closed,2021-08-20 18:27:14+00:00,2021-08-20 18:29:47+00:00,2021-08-20 18:29:47+00:00,add hexed pvp server,0.0425
5817,closed,2021-08-20 05:22:43+00:00,2021-09-11 22:47:30+00:00,2021-09-11 22:47:30+00:00,Why is the smelter `-top` drawn between the flame circles?,545.4130555555555
5813,closed,2021-08-19 21:43:35+00:00,2021-08-23 16:26:08+00:00,2021-08-23 16:26:08+00:00,Update bundle_ja.properties,90.70916666666666
5810,closed,2021-08-19 17:16:27+00:00,2021-08-23 16:27:17+00:00,2021-08-23 16:27:17+00:00,[UKR] Translation,95.18055555555556
5809,closed,2021-08-19 15:51:23+00:00,2021-08-23 16:37:34+00:00,2021-08-23 16:37:34+00:00,Avoid ambiguity,96.76972222222223
5807,closed,2021-08-19 14:26:00+00:00,2021-08-19 14:43:58+00:00,2021-08-19 14:43:59+00:00,omegahub ip change (last),0.29944444444444446
5806,closed,2021-08-19 12:12:27+00:00,2021-08-21 15:29:16+00:00,2021-08-21 15:29:16+00:00,Hidden blocks only in the Placement UI,51.280277777777776
5805,closed,2021-08-19 06:46:56+00:00,2021-08-23 18:36:35+00:00,2021-08-23 18:36:35+00:00,"Japanese Translation (Steam, Android description & Achivements)",107.8275
5798,closed,2021-08-18 16:42:40+00:00,2021-08-18 16:52:12+00:00,2021-08-18 16:52:12+00:00,//,0.15888888888888889
5795,closed,2021-08-18 12:07:09+00:00,2021-08-18 14:25:46+00:00,2021-08-18 14:25:46+00:00,Adding M.D.N. Hub,2.310277777777778
5790,closed,2021-08-17 21:36:35+00:00,2021-08-17 21:54:29+00:00,2021-08-17 21:54:29+00:00,Update servers_v6.json,0.29833333333333334
5789,closed,2021-08-17 03:41:58+00:00,2021-08-17 12:27:36+00:00,2021-08-17 12:27:37+00:00,Command-line-tools link,8.760555555555555
5788,closed,2021-08-16 22:06:56+00:00,2021-08-17 21:59:15+00:00,2021-08-17 21:59:15+00:00,remove stray newline,23.871944444444445
5782,closed,2021-08-16 13:23:45+00:00,2021-08-17 00:22:13+00:00,2021-08-17 00:22:13+00:00,Omega Hub Server Update 2,10.974444444444444
5781,closed,2021-08-16 13:22:12+00:00,2021-08-23 18:41:32+00:00,2021-08-23 18:41:32+00:00,TR Fix,173.32222222222222
5779,closed,2021-08-16 10:05:53+00:00,2021-08-16 12:15:21+00:00,2021-08-16 12:15:21+00:00,Fixed #5777,2.1577777777777776
5778,closed,2021-08-16 07:43:38+00:00,2021-08-16 12:22:03+00:00,2021-08-16 12:22:03+00:00,payload source and void descriptions,4.6402777777777775
5773,closed,2021-08-16 01:56:49+00:00,2021-08-17 22:00:00+00:00,2021-08-17 22:00:00+00:00,Boss (Guardian) Status Sprite,44.05305555555555
5770,closed,2021-08-15 12:44:03+00:00,2021-08-16 01:23:18+00:00,2021-08-16 01:23:18+00:00,TR Translate,12.654166666666667
5769,closed,2021-08-15 12:24:18+00:00,2021-08-15 13:30:35+00:00,2021-08-15 13:30:35+00:00,OmegaHub Server Update,1.1047222222222222
5767,closed,2021-08-14 23:59:10+00:00,2021-08-15 00:35:30+00:00,2021-08-15 00:35:30+00:00,"If it accepts payloads, then it shouldn't be blocked.",0.6055555555555555
5766,closed,2021-08-14 22:36:03+00:00,2021-08-14 22:48:52+00:00,2021-08-14 22:48:52+00:00,"If a block doesn't rotate, then don't check if the payload conveyor is trying to input into the output side",0.2136111111111111
5758,closed,2021-08-13 14:44:24+00:00,2021-08-13 14:55:06+00:00,2021-08-13 14:55:06+00:00,change address of alex pvp server,0.17833333333333334
5754,closed,2021-08-13 03:22:27+00:00,2021-08-13 21:45:12+00:00,2021-08-13 21:45:12+00:00,Offset formations by 22.5 degrees when full,18.379166666666666
5752,closed,2021-08-12 10:13:16+00:00,2021-08-12 13:32:15+00:00,2021-08-12 13:32:16+00:00,Update servers_v6.json,3.316388888888889
5748,closed,2021-08-12 03:13:41+00:00,2021-08-16 01:26:19+00:00,2021-08-16 01:26:19+00:00,Update servers_v6.json,94.21055555555556
5745,closed,2021-08-11 21:04:15+00:00,2021-08-11 21:23:34+00:00,2021-08-11 21:23:34+00:00,Dont configure if not needed,0.3219444444444444
5739,closed,2021-08-11 07:21:59+00:00,2021-08-21 03:03:17+00:00,2021-08-21 03:03:17+00:00,Update bundle_zh_TW.properties,235.68833333333333
5735,closed,2021-08-10 23:13:21+00:00,2021-08-11 13:18:37+00:00,2021-08-11 13:18:37+00:00,Update Omega Community Server server ip,14.087777777777777
5732,closed,2021-08-10 19:26:05+00:00,2021-08-10 20:08:01+00:00,2021-08-10 20:08:01+00:00,spacing,0.6988888888888889
5730,closed,2021-08-10 10:39:39+00:00,2021-08-10 13:38:46+00:00,2021-08-10 13:38:46+00:00,comment fix,2.9852777777777777
5728,closed,2021-08-09 21:31:20+00:00,2021-08-09 22:04:21+00:00,2021-08-09 22:04:21+00:00,Option to make a unit not appear on the title screen.,0.5502777777777778
5727,closed,2021-08-09 21:17:05+00:00,2021-08-09 22:05:19+00:00,2021-08-09 22:05:20+00:00,???,0.8038888888888889
5716,closed,2021-08-08 00:06:15+00:00,2021-08-08 01:24:03+00:00,2021-08-08 01:24:03+00:00,why are there spaces here   ?,1.2966666666666666
5715,closed,2021-08-07 18:45:42+00:00,2021-08-07 22:12:31+00:00,2021-08-07 22:12:31+00:00,fix update TR bundle,3.4469444444444446
5709,closed,2021-08-07 10:30:29+00:00,2021-08-07 12:28:29+00:00,2021-08-07 12:28:29+00:00,Add obvilion pvp server,1.9666666666666666
5705,closed,2021-08-06 17:13:46+00:00,2021-08-06 17:47:30+00:00,2021-08-06 17:47:30+00:00,Added the Community Server server to Omega,0.5622222222222222
5698,closed,2021-08-04 12:50:16+00:00,2021-08-04 13:27:21+00:00,2021-08-04 13:27:21+00:00,Updated hub ip of TSR Server,0.6180555555555556
5696,closed,2021-08-04 12:34:21+00:00,2021-08-04 13:27:01+00:00,2021-08-04 13:27:01+00:00,Fix saving tags of overwritten schematic,0.8777777777777778
5694,closed,2021-08-04 05:21:24+00:00,2021-08-16 01:23:57+00:00,2021-08-16 01:23:57+00:00,Update bundle_th.properties,284.0425
5692,closed,2021-08-03 18:19:34+00:00,2021-08-03 21:16:14+00:00,2021-08-03 21:16:14+00:00,Mindustry PvP 1v1 test server Added to Omega,2.9444444444444446
5687,closed,2021-08-03 06:30:20+00:00,2021-08-03 13:33:27+00:00,2021-08-03 13:33:27+00:00,Small changes in reloadmaps command,7.051944444444445
5680,closed,2021-08-01 04:37:28+00:00,2021-08-16 01:24:08+00:00,2021-08-16 01:24:08+00:00,Update bundle_ko.properties,356.77777777777777
5676,closed,2021-07-31 01:43:13+00:00,2021-07-31 01:51:35+00:00,2021-07-31 01:51:35+00:00,comment fixes,0.13944444444444445
5674,closed,2021-07-30 18:52:38+00:00,2021-07-30 18:57:23+00:00,2021-07-30 18:57:23+00:00,Fix typo,0.07916666666666666
5671,closed,2021-07-30 11:32:50+00:00,2021-07-30 14:46:25+00:00,2021-07-30 14:46:25+00:00,Updated TR bundle to Build 21565,3.2263888888888888
5670,closed,2021-07-30 10:07:21+00:00,2021-07-31 02:19:27+00:00,2021-07-31 02:19:27+00:00,Update bundle_th.properties,16.201666666666668
5669,closed,2021-07-29 21:11:02+00:00,2021-08-16 01:24:13+00:00,2021-08-16 01:24:13+00:00,[ID] v7 prealpha translation,412.21972222222223
5668,closed,2021-07-29 17:28:32+00:00,2021-08-16 01:24:27+00:00,2021-08-16 01:24:27+00:00,[Bundle][RO] Update,415.93194444444447
5667,closed,2021-07-29 15:08:52+00:00,2021-07-29 15:13:10+00:00,2021-07-29 15:13:10+00:00,Utility method for mods,0.07166666666666667
5664,closed,2021-07-28 22:20:43+00:00,2021-07-28 22:23:23+00:00,2021-07-28 22:23:23+00:00,This bothers me,0.044444444444444446
5663,closed,2021-07-28 21:11:00+00:00,2021-08-23 20:58:31+00:00,2021-08-23 20:58:31+00:00,Updates bundle_fr.properties,623.7919444444444
5659,closed,2021-07-28 00:03:26+00:00,2021-07-28 00:20:27+00:00,2021-07-28 00:20:27+00:00,Better Plan Skipping 2: Electric Boogaloo,0.2836111111111111
5655,closed,2021-07-27 03:22:56+00:00,2021-07-27 21:08:29+00:00,2021-07-27 21:08:29+00:00,Keep v6 mod compatibility for the deprecated expanded field,17.759166666666665
5651,closed,2021-07-26 14:23:15+00:00,2021-07-27 21:09:50+00:00,2021-07-27 21:09:50+00:00,Mindustry Reborn CAMS (update servers_v7.json),30.77638888888889
5640,closed,2021-07-24 23:26:32+00:00,2021-07-25 00:10:42+00:00,2021-07-25 00:10:42+00:00,#5626 but done right,0.7361111111111112
5639,closed,2021-07-24 14:30:49+00:00,2021-07-24 14:41:01+00:00,2021-07-24 14:41:01+00:00,Typo Fix,0.17
5637,closed,2021-07-23 20:17:31+00:00,2022-10-02 13:32:43+00:00,2022-10-02 13:32:43+00:00,Update bundle_hu.properties,10457.253333333334
5636,closed,2021-07-23 19:44:44+00:00,2021-07-23 19:49:42+00:00,2021-07-23 19:49:42+00:00,Add a second Hungarian server,0.08277777777777778
5634,closed,2021-07-23 15:32:19+00:00,2021-07-23 17:45:48+00:00,2021-07-23 17:45:48+00:00,Better plan skipping,2.2247222222222223
5631,closed,2021-07-22 13:47:41+00:00,2021-07-28 14:45:15+00:00,2021-07-28 14:45:15+00:00,german v7 update,144.95944444444444
5629,closed,2021-07-21 19:11:11+00:00,2021-07-21 19:50:36+00:00,2021-07-21 19:50:36+00:00,Update StatValues.java,0.6569444444444444
5625,closed,2021-07-20 15:15:29+00:00,2021-07-20 15:19:04+00:00,2021-07-20 15:19:04+00:00,Add xpdustry.fr to server_v6.json,0.059722222222222225
5619,closed,2021-07-19 23:01:11+00:00,2021-07-19 23:11:53+00:00,2021-07-19 23:11:53+00:00,SpinSprite DrawRotator for json mods,0.17833333333333334
5618,closed,2021-07-19 22:53:14+00:00,2021-07-20 00:57:36+00:00,2021-07-20 00:57:37+00:00,Allow hiding of steam servers,2.0727777777777776
5617,closed,2021-07-19 22:23:48+00:00,2021-07-19 22:42:03+00:00,2021-07-19 22:42:03+00:00,Dont disconnect when connecting to steam servers on non steam,0.30416666666666664
5615,closed,2021-07-19 07:44:51+00:00,2021-07-19 13:01:04+00:00,2021-07-19 13:01:04+00:00,Correct Lighting™ for Drills,5.270277777777777
5611,closed,2021-07-18 21:34:10+00:00,2021-07-28 14:45:02+00:00,2021-07-28 14:45:02+00:00,Updates bundle_fr.properties,233.1811111111111
5608,closed,2021-07-18 18:32:13+00:00,2021-07-18 18:39:12+00:00,2021-07-18 18:39:12+00:00,So now Mindurka => Darkdustry,0.11638888888888889
5604,closed,2021-07-18 08:25:50+00:00,2021-07-28 14:44:45+00:00,2021-07-28 14:44:45+00:00,Update bundle_ko.properties,246.31527777777777
5601,closed,2021-07-18 00:56:46+00:00,2021-07-18 13:15:04+00:00,2021-07-18 13:15:04+00:00,Add spacing between name and value in slider,12.305
5599,closed,2021-07-17 12:26:00+00:00,2021-07-19 22:34:15+00:00,2021-07-19 22:34:15+00:00,Update .pl servers,58.1375
5594,closed,2021-07-16 12:17:50+00:00,2021-07-16 16:19:56+00:00,2021-07-16 16:19:56+00:00,Some more servers are back,4.035
5591,closed,2021-07-16 04:22:32+00:00,2021-07-28 14:44:35+00:00,2021-07-28 14:44:35+00:00,update bundle_th.properties,298.3675
5590,closed,2021-07-16 02:37:37+00:00,2021-07-16 12:56:23+00:00,2021-07-16 12:56:23+00:00,Update bundle_ko.properties,10.312777777777777
5589,closed,2021-07-16 01:29:32+00:00,2021-10-12 21:36:59+00:00,2021-10-12 21:36:59+00:00,Make Burst + Spread Work,2132.1241666666665
5581,closed,2021-07-14 14:55:45+00:00,2021-07-16 16:21:58+00:00,2021-07-16 16:21:58+00:00,Display item rates on reconstructors,49.43694444444444
5578,closed,2021-07-14 07:46:49+00:00,2021-07-14 13:23:41+00:00,2021-07-14 13:23:41+00:00,OmegaHub is back (kinda),5.614444444444445
5576,closed,2021-07-14 03:50:30+00:00,2021-07-14 13:23:53+00:00,2021-07-14 13:23:53+00:00,Update v6 servers for alex servers,9.55638888888889
5573,closed,2021-07-13 18:35:56+00:00,2021-07-28 20:57:54+00:00,2021-07-28 20:57:54+00:00,[Bundle][RO] Update,362.36611111111114
5572,closed,2021-07-13 15:23:04+00:00,2021-07-28 14:45:49+00:00,2021-07-28 14:45:49+00:00,Update bundle_pl.properties,359.37916666666666
5569,closed,2021-07-12 15:20:07+00:00,2021-07-12 16:33:17+00:00,2021-07-12 16:33:17+00:00,Always increment launchpad counter,1.2194444444444446
5568,closed,2021-07-12 10:08:49+00:00,2021-07-12 13:23:36+00:00,2021-07-12 13:23:36+00:00,Correct comment,3.2463888888888888
5567,closed,2021-07-12 04:54:56+00:00,2021-07-12 13:23:20+00:00,2021-07-12 13:23:20+00:00,Make player searching work,8.473333333333333
5565,closed,2021-07-11 17:44:30+00:00,2021-07-11 18:39:33+00:00,2021-07-11 18:39:33+00:00,Fix payload driver crash,0.9175
5559,closed,2021-07-10 11:38:13+00:00,2021-07-10 12:32:05+00:00,2021-07-10 12:32:05+00:00,update kr server list & Fix json format,0.8977777777777778
5558,closed,2021-07-10 10:40:15+00:00,2021-07-12 18:49:24+00:00,2021-07-12 18:49:24+00:00,bundle_fr.properties Updates,56.1525
5557,closed,2021-07-09 17:11:29+00:00,2021-07-10 12:32:57+00:00,2021-07-10 12:32:57+00:00,Added Rush V7,19.357777777777777
5551,closed,2021-07-08 07:38:33+00:00,2021-07-08 13:32:53+00:00,2021-07-08 13:32:53+00:00,Remove double space,5.905555555555556
5542,closed,2021-07-05 00:58:12+00:00,2021-07-05 01:16:47+00:00,2021-07-05 01:16:47+00:00,Update IO to v7,0.30972222222222223
5540,closed,2021-07-04 10:56:32+00:00,2021-07-28 20:58:06+00:00,2021-07-28 20:58:06+00:00,[Bundle][UK_ua] Update translations,586.0261111111112
5539,closed,2021-07-04 08:15:58+00:00,2021-07-04 13:28:41+00:00,2021-07-04 13:28:41+00:00,Change ip of TSR Server,5.211944444444445
5538,closed,2021-07-04 03:57:57+00:00,2021-07-04 13:28:25+00:00,2021-07-04 13:28:25+00:00,Update servers_v6.json,9.507777777777777
5536,closed,2021-07-03 22:13:02+00:00,2021-10-11 00:51:41+00:00,2021-10-11 00:51:41+00:00,Update achievements.vdf,2378.6441666666665
5534,closed,2021-07-03 18:24:00+00:00,2021-07-05 01:18:42+00:00,2021-07-05 01:18:42+00:00,Server qol,30.911666666666665
5533,closed,2021-07-03 14:33:30+00:00,2021-07-03 14:53:19+00:00,2021-07-03 14:53:19+00:00,Update servers_v7.json,0.3302777777777778
5532,closed,2021-07-03 12:35:49+00:00,2021-07-12 18:46:36+00:00,2021-07-12 18:46:36+00:00,Fixed a typo,222.1797222222222
5531,closed,2021-07-03 12:26:21+00:00,2021-07-12 18:46:46+00:00,2021-07-12 18:46:46+00:00,[Bundle][RU] Update,222.34027777777777
5530,closed,2021-07-03 10:14:36+00:00,2021-07-24 12:40:23+00:00,2021-07-24 12:40:24+00:00,Update bundle_zh_CN.properties,506.4297222222222
5527,closed,2021-07-03 05:07:07+00:00,2021-07-12 18:47:05+00:00,2021-07-12 18:47:05+00:00,Update bundle_ko.properties,229.66611111111112
5526,closed,2021-07-02 16:49:15+00:00,2021-07-12 18:47:17+00:00,2021-07-12 18:47:17+00:00,Update bundle_es.properties,241.96722222222223
5518,closed,2021-06-30 21:21:44+00:00,2021-07-01 02:22:16+00:00,2021-07-01 02:22:17+00:00,Update servers_v6.json,5.0088888888888885
5516,closed,2021-06-30 15:50:59+00:00,2021-06-30 16:59:09+00:00,2021-06-30 16:59:09+00:00,outlaw separator desycning,1.136111111111111
5515,closed,2021-06-30 11:42:41+00:00,2021-06-30 12:34:19+00:00,2021-06-30 12:34:19+00:00,Update servers_v6.json,0.8605555555555555
5513,closed,2021-06-30 08:51:48+00:00,2021-06-30 12:34:08+00:00,2021-06-30 12:34:08+00:00,[ID] Updates Indonesian V7 translation,3.7055555555555557
5512,closed,2021-06-30 05:56:33+00:00,2021-06-30 12:29:36+00:00,2021-06-30 12:29:36+00:00,Conveyor Upgrade End Rotation,6.550833333333333
5505,closed,2021-06-29 08:50:07+00:00,2021-06-30 17:24:52+00:00,2021-06-30 17:24:52+00:00,Updated TR Bundle to the latest V7 prealpha,32.579166666666666
5504,closed,2021-06-29 06:18:22+00:00,2021-06-29 12:54:10+00:00,2021-06-29 12:54:10+00:00,UnitWaterMove speed,6.596666666666667
5503,closed,2021-06-29 05:17:44+00:00,2021-06-29 13:03:57+00:00,2021-06-29 13:03:57+00:00,Fix WaveGraph Lineup,7.770277777777777
5502,closed,2021-06-28 20:13:23+00:00,2021-06-28 22:58:40+00:00,2021-06-28 22:58:40+00:00,"Change ip XCore, and add new server",2.754722222222222
5497,closed,2021-06-28 06:06:41+00:00,2021-06-28 13:12:26+00:00,2021-06-28 13:12:26+00:00,Thedimas v7 server,7.095833333333333
5495,closed,2021-06-27 22:36:24+00:00,2021-06-27 22:47:01+00:00,2021-06-27 22:47:02+00:00,Change domain name,0.17694444444444443
5494,closed,2021-06-27 21:18:54+00:00,2021-06-27 22:47:11+00:00,2021-06-27 22:47:11+00:00,Change IP XCore,1.4713888888888889
5490,closed,2021-06-27 12:58:45+00:00,2021-06-27 13:13:22+00:00,2021-06-27 13:13:22+00:00,Add attack v7 server,0.2436111111111111
5487,closed,2021-06-27 02:42:11+00:00,2021-06-27 13:13:03+00:00,2021-06-27 13:13:03+00:00,remove mindustry reborn from v6,10.514444444444445
5486,closed,2021-06-26 19:31:36+00:00,2021-06-26 19:46:19+00:00,2021-06-26 19:46:19+00:00,Add XCore server to the v7 global list,0.2452777777777778
5484,closed,2021-06-26 17:51:08+00:00,2021-06-26 18:07:03+00:00,2021-06-26 18:07:03+00:00,Add Chaotic Neutral to the V7 Server List,0.2652777777777778
5483,closed,2021-06-26 17:49:02+00:00,2021-06-26 18:06:56+00:00,2021-06-26 18:06:56+00:00,Add HexPvP to V7,0.29833333333333334
5480,closed,2021-06-26 10:04:28+00:00,2021-06-26 13:54:18+00:00,2021-06-26 13:54:18+00:00,Server upgrade to v7,3.8305555555555557
5473,closed,2021-06-25 20:34:39+00:00,2021-06-25 20:57:20+00:00,2021-06-25 20:57:20+00:00,final v7 german translation,0.37805555555555553
5471,closed,2021-06-25 18:45:24+00:00,2021-06-26 16:29:57+00:00,2021-06-26 16:29:57+00:00,Add mindurka to V7 list,21.7425
5470,closed,2021-06-25 18:02:12+00:00,2021-06-25 18:41:24+00:00,2021-06-25 18:41:24+00:00,Add Mindustry Reborn to V7 Alpha list,0.6533333333333333
5469,closed,2021-06-25 17:41:35+00:00,2021-06-25 17:42:48+00:00,2021-06-25 17:42:48+00:00,Update filenames within the server json test,0.020277777777777777
5468,closed,2021-06-25 17:07:36+00:00,2021-06-25 18:26:54+00:00,2021-06-25 18:26:54+00:00,Add Beta 2r2t to V7,1.3216666666666668
5466,closed,2021-06-25 17:00:19+00:00,2021-06-25 20:01:38+00:00,2021-06-25 20:01:38+00:00,Add .pl to 7.0 serverlist,3.0219444444444443
5465,closed,2021-06-25 16:49:04+00:00,2021-06-25 16:49:50+00:00,2021-06-25 16:49:50+00:00,Enforce social distancing,0.012777777777777779
5454,closed,2021-06-23 19:14:27+00:00,2021-06-24 12:39:37+00:00,2021-06-24 12:39:37+00:00,Allow shock mines to spawn bullets,17.419444444444444
5449,closed,2021-06-23 08:29:19+00:00,2021-06-23 12:47:14+00:00,2021-06-23 12:47:14+00:00,or,4.298611111111111
5446,closed,2021-06-22 16:42:49+00:00,2021-06-22 17:35:29+00:00,2021-06-22 17:35:29+00:00,Fix ammo multiplier exception in itemturret,0.8777777777777778
5444,closed,2021-06-21 18:42:50+00:00,2021-06-22 14:33:38+00:00,2021-06-22 14:33:39+00:00,Add Mindustry Reborn to v7 and v6 ServerList,19.846666666666668
5443,closed,2021-06-21 17:45:29+00:00,2021-06-21 18:16:44+00:00,2021-06-21 18:16:44+00:00,Update mindurka ip (again),0.5208333333333334
5440,closed,2021-06-21 07:05:30+00:00,2021-07-25 13:08:16+00:00,2021-07-25 13:08:16+00:00,Fixed stuff and added translation in bundle_cs.properties,822.0461111111111
5435,closed,2021-06-18 06:22:23+00:00,2021-06-25 20:22:11+00:00,2021-06-25 20:22:11+00:00,Add Chaotic Neutral Survival to BE Server List,181.99666666666667
5432,closed,2021-06-17 15:46:25+00:00,2021-06-25 16:59:36+00:00,2021-06-25 16:59:36+00:00,Update Vietnamese Translation for V7.,193.21972222222223
5431,closed,2021-06-17 10:10:04+00:00,2021-06-25 16:59:45+00:00,2021-06-25 16:59:46+00:00,[Bundle][RO] Update,198.82805555555555
5430,closed,2021-06-17 09:06:56+00:00,2021-06-25 16:59:55+00:00,2021-06-25 16:59:55+00:00,[KO] Update Latest Bleeding-Edge bundle,199.88305555555556
5427,closed,2021-06-16 19:43:27+00:00,2021-06-16 19:55:09+00:00,2021-06-16 19:55:09+00:00,block `destroyEffect`,0.195
5426,closed,2021-06-16 09:21:46+00:00,2021-06-25 16:57:41+00:00,2021-06-25 16:57:41+00:00,"[ID] Indonesian translation for V7, Part 3",223.5986111111111
5423,closed,2021-06-15 03:19:14+00:00,2021-06-15 03:24:26+00:00,2021-06-15 03:24:26+00:00,remove mindustrypvp.ml,0.08666666666666667
5421,closed,2021-06-13 19:06:33+00:00,2021-06-13 23:22:33+00:00,2021-06-13 23:22:33+00:00,Freedom for javascript mods,4.266666666666667
5420,closed,2021-06-13 18:44:14+00:00,2021-10-10 17:40:59+00:00,2021-10-10 17:40:59+00:00,[TR] Translation of Steam and Google Play game descriptions and achivements,2854.945833333333
5407,closed,2021-06-10 11:37:41+00:00,2021-06-10 13:35:45+00:00,2021-06-10 13:35:45+00:00,Update servers_v6.json,1.9677777777777778
5405,closed,2021-06-09 20:53:41+00:00,2021-06-09 21:09:55+00:00,2021-06-09 21:09:55+00:00,Renamed the category and added it easyplay.su,0.27055555555555555
5404,closed,2021-06-09 17:08:15+00:00,2021-06-25 17:30:08+00:00,2021-06-25 17:30:08+00:00,TR Bundle Change: Bug Fix,384.3647222222222
5401,closed,2021-06-09 01:02:19+00:00,2021-07-21 12:37:15+00:00,2021-07-21 12:37:15+00:00,Update short_description.txt for android,1019.5822222222222
5400,closed,2021-06-09 00:16:11+00:00,2021-10-11 00:50:23+00:00,2021-10-11 00:50:23+00:00,Create Summary.txt,2976.57
5399,closed,2021-06-09 00:15:51+00:00,2021-06-25 17:00:30+00:00,2021-06-25 17:00:30+00:00, Update full_description.txt for Android,400.7441666666667
5398,closed,2021-06-08 18:04:30+00:00,2021-06-08 18:05:56+00:00,2021-06-08 18:05:56+00:00,Allow weapons on Miner units to function.,0.02388888888888889
5397,closed,2021-06-08 14:22:25+00:00,2021-06-25 17:09:11+00:00,2021-06-25 17:09:11+00:00,Add to new Korea Server,410.77944444444444
5395,closed,2021-06-07 19:14:36+00:00,2021-06-07 22:05:19+00:00,2021-06-07 22:05:19+00:00,Brazillian Portuguese translation huge revamp (bundle_pt_BR.propertierties changes),2.8452777777777776
5394,closed,2021-06-07 14:01:21+00:00,2021-06-08 14:20:01+00:00,2021-06-08 14:20:01+00:00,Initial german translation for v7,24.31111111111111
5392,closed,2021-06-07 09:26:51+00:00,2021-06-07 18:51:05+00:00,2021-06-07 18:51:05+00:00,[RU] Fix interplanetary accelerator description,9.403888888888888
