sha,date,author,message,files_changed,files_commited,month
c829f32efa9e722e6c495e95b0c76c0e3eb00ace,2023-08-23 15:05:09+00:00,Anuken,Capped explosive damage of blocks,1,['core/src/mindustry/entities/comp/BuildingComp.java'],2023-08
c52b966deadf592c05113df7c0246f6481bf5e43,2023-08-24 19:26:02+00:00,Anuken,Different block explosion damage formula,3,"['core/src/mindustry/entities/Damage.java', 'core/src/mindustry/entities/comp/BuildingComp.java', 'core/src/mindustry/input/MobileInput.java']",2023-08
d35acefcd021ad0d44d5bf81e1dc683c5996ecab,2023-08-25 21:14:27+00:00,NazrinNya,Update servers_v7.json (#8974),1,['servers_v7.json'],2023-08
680fc34ac336ebb2032e757e761c3bd05b2ca1bf,2023-08-26 02:48:16+00:00,Anuken,Reverted building explosion nerf completely,2,"['core/src/mindustry/entities/Damage.java', 'core/src/mindustry/world/blocks/sandbox/LiquidSource.java']",2023-08
ec80fe9aadcfbc203bd606cdcf14ae5c7b66547e,2023-08-26 02:48:22+00:00,Anuken,Merge remote-tracking branch 'origin/master',1,['servers_v7.json'],2023-08
109ba8462595a15f5f4c270f122a4dd86485096f,2023-08-27 02:32:43+00:00,Anuken,Don't allow loaders to accept items/liquids from unloaders,1,['core/src/mindustry/world/blocks/payloads/PayloadLoader.java'],2023-08
16223af87dfa225b2474ce99edaa180821c69409,2023-08-27 15:39:05+00:00,Anuken,Fixed #8978,2,"['core/assets/bundles/bundle.properties', 'core/assets/maps/aegis.msav']",2023-08
3942445d1f1a613bc547244a97e4a15c8d09e2c0,2023-08-27 15:39:50+00:00,unknown,Automatic bundle update,34,"['core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties']",2023-08
3ac9ae29ee5df39fe974b824dd3409b5c1dd46a0,2023-08-28 16:20:18+00:00,alexpvpmindustry,"removal of alex V6 servers (#8983)

V6 servers no longer functioning :(",1,['servers_v6.json'],2023-08
57d000f767527795ac484dc0c3c78a8bf388944f,2023-08-29 13:10:46+00:00,zeutd,"let DrawRegion drawer can draw regions rotate with building rotation (#8987)

* let DrawRegion drawer can draw regions that rotate with building rotation

create a variable buildingRotate that can select whether the region will rotate with building rotation or not

* let DrawRegion drawer can draw regions rotate with building rotation

create a variable buildingRotate that can select whether the region will rotate with building rotation or not
make modders needn't to use DrawSideRegion to make this effect

* Update DrawRegion.java",1,['core/src/mindustry/world/draw/DrawRegion.java'],2023-08
e3b815a4c646e61722f0309bc857ca997eb3bcae,2023-08-29 21:51:45+00:00,Anuken,Possible corner death fix,6,"['core/src/mindustry/ai/types/MinerAI.java', 'core/src/mindustry/content/TechTree.java', 'core/src/mindustry/ctype/UnlockableContent.java', 'core/src/mindustry/entities/EntityCollisions.java', 'core/src/mindustry/mod/Mods.java', 'gradle.properties']",2023-08
68141798d3e31021f97f6a687d14a5611ca64dc8,2023-08-29 21:51:53+00:00,Anuken,Merge remote-tracking branch 'origin/master',36,"['core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties', 'core/src/mindustry/world/draw/DrawRegion.java', 'servers_v6.json']",2023-08
4edf4cac25b3fd1934df341ec98994fd9d713463,2023-08-30 13:05:05+00:00,Darkness6030,"Add language to trace info (#8990)

* Update Administration.java

* im stoopid

* Update TraceDialog.java

* Update bundle.properties",2,"['core/assets/bundles/bundle.properties', 'core/src/mindustry/ui/dialogs/TraceDialog.java']",2023-08
6a53a0e7be89e660b0d879aea21f08fac2457ac5,2023-08-30 13:06:00+00:00,unknown,Automatic bundle update,34,"['core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties']",2023-08
579d63ac23377c0ca7db2497a15b5f3c9bbc219e,2023-08-31 21:23:23+00:00,Darkness6030,Update TraceDialog.java (#8992),1,['core/src/mindustry/ui/dialogs/TraceDialog.java'],2023-08
996cbefb4f1d2e9a7ac7b6d7d1ac6d3fd75cf7ce,2023-09-01 18:24:11+00:00,Anuken,Fixed #8993,1,['core/src/mindustry/world/blocks/defense/turrets/TractorBeamTurret.java'],2023-09
bff4097c88d8c53796fdd9b859d1b5abb6c92ba9,2023-09-01 18:24:17+00:00,Anuken,Merge remote-tracking branch 'origin/master',36,"['core/assets/bundles/bundle.properties', 'core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties', 'core/src/mindustry/ui/dialogs/TraceDialog.java']",2023-09
cc66ccb49fc93e27ea3f3522c2d6bfca601394d2,2023-09-02 13:19:32+00:00,stacktrace-error,"most ability displays (#8981)

* works

* why not

* idk if that changes it but

* json

* destringening

* automatic imports and leftover marker

* uirfirf",49,"['core/assets/bundles/bundle.properties', 'core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties', 'core/src/mindustry/entities/abilities/Ability.java', 'core/src/mindustry/entities/abilities/ArmorPlateAbility.java', 'core/src/mindustry/entities/abilities/EnergyFieldAbility.java', 'core/src/mindustry/entities/abilities/ForceFieldAbility.java', 'core/src/mindustry/entities/abilities/MoveEffectAbility.java', 'core/src/mindustry/entities/abilities/RegenAbility.java', 'core/src/mindustry/entities/abilities/RepairFieldAbility.java', 'core/src/mindustry/entities/abilities/ShieldArcAbility.java', 'core/src/mindustry/entities/abilities/ShieldRegenFieldAbility.java', 'core/src/mindustry/entities/abilities/SpawnDeathAbility.java', 'core/src/mindustry/entities/abilities/StatusFieldAbility.java', 'core/src/mindustry/entities/abilities/UnitSpawnAbility.java', 'core/src/mindustry/type/UnitType.java', 'core/src/mindustry/world/meta/StatValues.java']",2023-09
91964da0881c9557e93d114ef6fbccfa807bb2e4,2023-09-02 13:20:23+00:00,unknown,Automatic bundle update,5,"['core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties']",2023-09
2e1b4934adc317a04aa3548e493010dee5108ca9,2023-09-02 15:49:34+00:00,Anuken,Added setting to disable lighting,4,"['core/assets/bundles/bundle.properties', 'core/src/mindustry/core/Renderer.java', 'core/src/mindustry/graphics/LightRenderer.java', 'core/src/mindustry/ui/dialogs/SettingsMenuDialog.java']",2023-09
e07ab5cef69a4d42cbd23d38b21851d2041d2e81,2023-09-02 15:49:41+00:00,Anuken,Merge remote-tracking branch 'origin/master',49,"['core/assets/bundles/bundle.properties', 'core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties', 'core/src/mindustry/entities/abilities/Ability.java', 'core/src/mindustry/entities/abilities/ArmorPlateAbility.java', 'core/src/mindustry/entities/abilities/EnergyFieldAbility.java', 'core/src/mindustry/entities/abilities/ForceFieldAbility.java', 'core/src/mindustry/entities/abilities/MoveEffectAbility.java', 'core/src/mindustry/entities/abilities/RegenAbility.java', 'core/src/mindustry/entities/abilities/RepairFieldAbility.java', 'core/src/mindustry/entities/abilities/ShieldArcAbility.java', 'core/src/mindustry/entities/abilities/ShieldRegenFieldAbility.java', 'core/src/mindustry/entities/abilities/SpawnDeathAbility.java', 'core/src/mindustry/entities/abilities/StatusFieldAbility.java', 'core/src/mindustry/entities/abilities/UnitSpawnAbility.java', 'core/src/mindustry/type/UnitType.java', 'core/src/mindustry/world/meta/StatValues.java']",2023-09
90ed5f27505d9f801f8ed988f3811eccd9eec807,2023-09-02 15:59:23+00:00,HamzaGSopp,Update servers_v7.json (#8996),1,['servers_v7.json'],2023-09
d3b7fb09901079c7e53a41e00a6dbf3ea6944510,2023-09-02 23:17:47+00:00,Anuken,Fixed #9001,1,['core/src/mindustry/service/Achievement.java'],2023-09
9c23134f2a8014c8bc59b87dfb07e4fe209137d1,2023-09-02 23:17:53+00:00,Anuken,Merge remote-tracking branch 'origin/master',1,['servers_v7.json'],2023-09
f0e272d84c114675266435cd82892434c0871fcf,2023-09-02 23:18:45+00:00,unknown,Automatic bundle update,34,"['core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties']",2023-09
6341da8f43a6a81e229f630d3344fa54cb4ca360,2023-09-02 23:53:47+00:00,Hahaa13,Update servers_v7.json (#9002),1,['servers_v7.json'],2023-09
26c54ae0ed99a12c323ea054199a2055f1a3f337,2023-09-03 15:37:43+00:00,Anuken,Removed pointless test,1,['tests/src/test/java/ApplicationTests.java'],2023-09
8311261e3c01eba63890e12b581bddf16313997b,2023-09-03 15:37:49+00:00,Anuken,Merge remote-tracking branch 'origin/master',35,"['core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties', 'servers_v7.json']",2023-09
798b493334498e559a1660d1ec08d18e7fa108ac,2023-09-03 15:39:13+00:00,SSansssssssssssss,Update servers_v7.json (#9006),1,['servers_v7.json'],2023-09
73dd487af92f6fd51b482a167de3e19823f48daa,2023-09-03 17:28:11+00:00,Anuken,Updated Gradle + other deps,5,"['android/build.gradle', 'android/proguard-rules.pro', 'build.gradle', 'gradle.properties', 'gradle/wrapper/gradle-wrapper.properties']",2023-09
2882f7840ee24f8e57e94548001131a951b1bc06,2023-09-03 17:28:33+00:00,Anuken,Merge remote-tracking branch 'origin/master',1,['servers_v7.json'],2023-09
9d8905a4ae2dbec6cb89d7eb5fd71fe72d6ccc11,2023-09-04 01:08:31+00:00,Zerenta,"fixes serp-specific fog issue (#9009)

* fixes serp-specific fog issues

* didnt know the f had a purpose",1,['core/src/mindustry/content/UnitTypes.java'],2023-09
0e24b67d09dd5d4ba01abaa0317c3d75fd1d2369,2023-09-04 01:12:46+00:00,Anuken,Wave effect has color now,2,"['core/src/mindustry/logic/LogicFx.java', 'gradle.properties']",2023-09
c705743696b1ba857ee07b25470bdd402988750a,2023-09-04 01:12:52+00:00,Anuken,Merge remote-tracking branch 'origin/master',1,['core/src/mindustry/content/UnitTypes.java'],2023-09
766a95da0325f34f4370e4929fbed1f051b1e7d0,2023-09-04 01:15:50+00:00,Anuken,Build fix?,1,['desktop/build.gradle'],2023-09
5548e727501793479c4cdb557e267a9441dd5698,2023-09-04 01:52:25+00:00,Anuken,I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN V,4,"['android/build.gradle', 'android/proguard-rules.pro', 'build.gradle', 'gradle/wrapper/gradle-wrapper.properties']",2023-09
26b66f9bdbd3a77b32f10f3cb350a9a737d5f012,2023-09-04 02:02:02+00:00,Anuken,Fixed empty admin menu,1,['core/src/mindustry/ui/fragments/PlayerListFragment.java'],2023-09
3ce71aa89143b7c60f776fed673e9a393ab868c6,2023-09-04 02:45:37+00:00,Anuken,Fixed mod loading,2,"['core/assets/icons/icons.properties', 'core/src/mindustry/mod/Mods.java']",2023-09
