number,state,created_at,merged_at,closed_at,title
4636,closed,2021-02-08 22:26:15+00:00,,2021-02-09 15:35:06+00:00,delete bundle_pt_br.properties
4635,closed,2021-02-08 21:26:34+00:00,,2022-10-04 20:01:13+00:00,update bundle_be.properties
4634,closed,2021-02-08 21:09:04+00:00,2021-02-08 21:49:15+00:00,2021-02-08 21:49:15+00:00,60 * 60 > time.tominutes
4633,closed,2021-02-08 20:25:08+00:00,2021-02-08 20:26:48+00:00,2021-02-08 20:26:48+00:00,add player.locale 
4631,closed,2021-02-08 19:01:15+00:00,2021-02-15 15:43:34+00:00,2021-02-15 15:43:34+00:00,[bundle][ro] update
4629,closed,2021-02-08 16:15:04+00:00,,2021-02-08 16:18:17+00:00,fix null == 0
4628,closed,2021-02-08 15:33:39+00:00,2021-02-08 15:39:42+00:00,2021-02-08 15:39:42+00:00,update servers_v6.json
4626,closed,2021-02-08 10:31:08+00:00,,2021-02-08 15:34:01+00:00,update servers_v6.json
4624,closed,2021-02-08 06:29:47+00:00,2021-02-08 15:44:09+00:00,2021-02-08 15:44:09+00:00,check if `teamregion` is null
4622,closed,2021-02-08 05:52:32+00:00,,2021-02-08 06:27:30+00:00,use jsdelivr for serverjson
4618,closed,2021-02-07 19:13:00+00:00,2021-02-07 22:16:57+00:00,2021-02-07 22:16:57+00:00,update german translation for build 124
4615,closed,2021-02-07 15:06:02+00:00,2021-02-09 14:44:02+00:00,2021-02-09 14:44:02+00:00,update servers_v6.json
4613,closed,2021-02-07 12:11:46+00:00,2021-02-07 14:14:19+00:00,2021-02-07 14:14:19+00:00,plastanium-wall-large schematicpriority should also be 10
4612,closed,2021-02-07 10:57:05+00:00,2021-02-08 14:59:12+00:00,2021-02-08 14:59:12+00:00,add sources jar
4610,closed,2021-02-07 09:02:07+00:00,,2021-02-08 15:44:18+00:00,update servers_v6.json
4609,closed,2021-02-07 01:00:20+00:00,2021-03-05 16:21:23+00:00,2021-03-05 16:21:23+00:00,shadow with width/height
4608,closed,2021-02-07 00:52:39+00:00,2021-05-03 12:49:32+00:00,2021-05-03 12:49:32+00:00,updated indonesian translation
4607,closed,2021-02-06 22:15:45+00:00,2021-02-06 23:13:48+00:00,2021-02-06 23:13:48+00:00,removed same if statement.
4606,closed,2021-02-06 18:09:13+00:00,,2021-02-19 23:36:45+00:00,update
4603,closed,2021-02-06 13:04:14+00:00,,2021-02-06 19:22:14+00:00,update servers_v6.json
4602,closed,2021-02-06 12:36:23+00:00,2021-02-06 14:09:57+00:00,2021-02-06 14:09:57+00:00,update servers_be.json
4600,closed,2021-02-06 11:24:36+00:00,2021-02-08 19:52:11+00:00,2021-02-08 19:52:11+00:00,hub minplay.ru
4595,closed,2021-02-05 16:30:48+00:00,,2021-02-08 16:12:20+00:00,update servers_v6.json
4594,closed,2021-02-05 11:10:00+00:00,,2021-02-06 19:29:16+00:00,update servers_v6.json
4590,closed,2021-02-04 21:32:36+00:00,,2021-02-24 15:39:02+00:00,team light for core and units
4589,open,2021-02-04 20:52:13+00:00,,,team border for core
4588,closed,2021-02-04 20:22:35+00:00,2021-02-07 18:27:10+00:00,2021-02-07 18:27:10+00:00,draws team regions during schematic placement
4586,closed,2021-02-04 15:07:42+00:00,2021-02-04 15:23:17+00:00,2021-02-04 15:23:17+00:00,saves rotation of repair points
4583,closed,2021-02-04 04:24:38+00:00,,2021-02-04 06:06:10+00:00,draw top on blockforge
4582,closed,2021-02-03 19:26:29+00:00,2021-02-03 22:04:56+00:00,2021-02-03 22:04:56+00:00,add obvilionnetwork.ru recapture and attack servers
4504,closed,2021-02-03 00:34:40+00:00,2021-02-07 17:36:30+00:00,2021-02-07 17:36:30+00:00,force projection disappearing visuals
4503,closed,2021-02-02 20:12:29+00:00,2021-02-02 20:20:36+00:00,2021-02-02 20:20:36+00:00,makes timescale accessible to logic
4502,closed,2021-02-02 19:33:20+00:00,,2023-06-16 18:23:24+00:00,show schematic description in schematic info
4501,closed,2021-02-02 17:38:43+00:00,2021-02-02 18:14:47+00:00,2021-02-02 18:14:48+00:00,add rotation to particleeffect
4499,closed,2021-02-02 15:39:51+00:00,2021-02-02 20:32:52+00:00,2021-02-02 20:32:52+00:00,add transportation group to container and vault
4497,closed,2021-02-02 07:43:59+00:00,2021-02-02 14:22:55+00:00,2021-02-02 14:22:55+00:00,moving server to c.a.m.s.
4494,closed,2021-02-01 14:14:16+00:00,,2021-02-01 14:25:37+00:00,add file uodate_api.json for updating
4489,closed,2021-02-01 02:11:43+00:00,2021-02-01 14:27:24+00:00,2021-02-01 14:27:24+00:00,create filetreeinitevent
4488,closed,2021-02-01 01:47:59+00:00,,2021-02-01 02:13:20+00:00,fixing some grammar on bundle_in_id.properties
4487,closed,2021-02-01 00:28:13+00:00,,2021-02-01 00:43:30+00:00,allow negative drag to accelerate objects.
4485,closed,2021-01-31 21:47:00+00:00,,2021-02-01 00:17:30+00:00,make drag calculation no longer clamped
4481,closed,2021-01-31 15:14:12+00:00,2021-01-31 20:52:55+00:00,2021-01-31 20:52:55+00:00,closed.
4480,closed,2021-01-31 11:01:49+00:00,,2021-02-10 02:27:54+00:00,make translate shorter etc.
4479,closed,2021-01-31 10:49:40+00:00,,2022-06-08 15:25:37+00:00,set frag spread
4478,closed,2021-01-31 07:00:37+00:00,,2021-01-31 20:55:43+00:00,stop buttons from wrapping when no players found
4477,closed,2021-01-31 00:18:26+00:00,2021-02-07 17:33:18+00:00,2021-02-07 17:33:18+00:00,[bundle] update bundle_ru.properties
4473,closed,2021-01-30 07:23:33+00:00,,2021-01-30 13:48:48+00:00,change a half of bundles_in_id.properties
4472,closed,2021-01-30 05:33:34+00:00,2021-02-07 17:34:55+00:00,2021-02-07 17:34:55+00:00,custom shadow offset
4469,closed,2021-01-30 00:00:14+00:00,2021-02-25 13:43:40+00:00,2021-02-25 13:43:40+00:00,"double-tap to mine, tap anywhere to cancel"
4467,closed,2021-01-29 19:10:44+00:00,,2021-10-12 21:28:27+00:00,update bundle_hu.properties
4465,closed,2021-01-29 11:26:16+00:00,2021-02-20 17:52:56+00:00,2021-02-20 17:52:56+00:00,removes stray spaces from accelerator
4464,closed,2021-01-29 10:25:01+00:00,2021-01-29 14:40:08+00:00,2021-01-29 14:40:08+00:00,bundle_hu.properties
4462,closed,2021-01-29 09:25:39+00:00,2021-01-29 14:38:27+00:00,2021-01-29 14:38:27+00:00,make fillitems fill the core to the brim
4458,closed,2021-01-28 10:22:50+00:00,,2022-06-08 15:24:49+00:00,updated lines 1-348
4457,closed,2021-01-28 08:17:46+00:00,2021-01-28 14:06:30+00:00,2021-01-28 14:06:30+00:00,custom game underline 2: electric boogaloo
4455,closed,2021-01-27 18:40:50+00:00,,2021-01-27 20:18:51+00:00,make the line consistent :^)
4452,closed,2021-01-27 14:52:18+00:00,2021-01-31 20:57:09+00:00,2021-01-31 20:57:09+00:00,add russian hexpvp server.
4451,closed,2021-01-27 14:40:38+00:00,,2021-01-27 16:52:21+00:00,make revealedblocks also affect breakability
4449,closed,2021-01-27 09:43:53+00:00,2021-02-01 14:29:04+00:00,2021-02-01 14:29:04+00:00,updated zh-tw translations
4447,open,2021-01-27 02:05:59+00:00,,,secondary bloom layers.
4446,closed,2021-01-27 01:45:14+00:00,2021-01-27 17:08:51+00:00,2021-01-27 17:08:51+00:00,draw plastanium conveyors on conveyors layer
4444,closed,2021-01-26 18:36:35+00:00,,2021-01-26 18:42:40+00:00,allow unloaders to unload from turrets
4442,closed,2021-01-26 10:17:36+00:00,2021-01-26 16:31:36+00:00,2021-01-26 16:31:36+00:00,give tsunami the extinguisher flag as well
4441,closed,2021-01-26 10:13:44+00:00,2021-01-26 16:35:49+00:00,2021-01-26 16:35:49+00:00,producer -> generator
4440,closed,2021-01-26 07:01:00+00:00,,2021-07-20 14:57:07+00:00,change shots/second + no unit to firing rate + per second
4439,closed,2021-01-26 06:07:54+00:00,,2021-07-20 14:37:07+00:00,set locale when loading external bundle
4438,closed,2021-01-26 00:24:36+00:00,,2022-05-04 00:41:00+00:00,targetable() for units
4437,closed,2021-01-25 19:03:17+00:00,2021-01-25 19:32:36+00:00,2021-01-25 19:32:36+00:00,new update in_id translation
4435,closed,2021-01-25 12:00:29+00:00,2021-01-31 20:58:27+00:00,2021-01-31 20:58:27+00:00,added server omega
4434,closed,2021-01-25 11:50:05+00:00,2021-02-07 17:32:58+00:00,2021-02-07 17:32:58+00:00,[bundle]update bundle_uk_ua.properties
4433,closed,2021-01-24 21:16:37+00:00,2021-01-25 01:18:10+00:00,2021-01-25 01:18:10+00:00,reliable disabling of accepting payloads from payload routers.
4432,closed,2021-01-24 21:14:38+00:00,,2021-01-26 00:19:55+00:00,update of pt-br bundle
4429,closed,2021-01-24 14:19:44+00:00,,2021-10-06 02:04:55+00:00,update bundle_vi.properties
4428,closed,2021-01-24 14:17:20+00:00,,2021-03-05 16:33:05+00:00,bundle_hu.properties
4427,closed,2021-01-24 12:31:31+00:00,2021-01-24 14:22:44+00:00,2021-01-24 14:22:44+00:00,add new minigame
4426,closed,2021-01-24 08:57:55+00:00,,2022-06-08 15:41:22+00:00,update zh-cn translation
4425,closed,2021-01-24 03:06:13+00:00,2021-01-24 14:23:13+00:00,2021-01-24 14:23:13+00:00,let logic sense range
4423,closed,2021-01-23 18:50:42+00:00,2021-10-12 19:37:00+00:00,2021-10-12 19:37:00+00:00,update achievements.vdf
4419,closed,2021-01-23 11:06:50+00:00,2021-03-05 16:25:58+00:00,2021-03-05 16:25:58+00:00,mention foreshadow's special targeting in its description.
4417,closed,2021-01-23 09:10:02+00:00,2021-01-23 20:29:36+00:00,2021-01-23 20:29:36+00:00,colored construct
4414,closed,2021-01-23 05:08:54+00:00,2021-01-23 15:28:26+00:00,2021-01-23 15:28:26+00:00,"make schematics build insulated blocks first, power nodes last"
4413,closed,2021-01-22 21:48:19+00:00,,2021-06-16 19:14:10+00:00,"fixed grama, typos and add some new polish descriptions"
4412,closed,2021-01-22 15:42:46+00:00,,2021-02-10 18:54:42+00:00,add controlling count to logic processors
4411,closed,2021-01-22 11:21:57+00:00,2021-02-07 17:33:46+00:00,2021-02-07 17:33:46+00:00,fix some typos in polish translation
4409,closed,2021-01-22 08:42:48+00:00,2021-02-07 17:33:51+00:00,2021-02-07 17:33:51+00:00,[bundle][ro][ready-for-stable] translation & metadata update + minor fix
4401,closed,2021-01-21 15:05:07+00:00,2021-01-21 15:54:24+00:00,2021-01-21 15:54:24+00:00,update servers_v6.json
4400,closed,2021-01-21 14:50:56+00:00,,2021-01-25 22:08:34+00:00,replace logic to clipboard icon with export
4399,closed,2021-01-21 14:23:12+00:00,2021-01-21 14:30:25+00:00,2021-01-21 14:30:25+00:00,make impact reactor warmup sensable as heat
4397,closed,2021-01-21 10:47:58+00:00,2021-02-19 23:30:49+00:00,2021-02-19 23:30:49+00:00,fixing remaining typos\errors in bundle_fr
4394,closed,2021-01-21 05:12:55+00:00,,2022-05-04 00:12:47+00:00,fix typos/errors
4392,closed,2021-01-21 03:00:04+00:00,2021-01-25 22:10:34+00:00,2021-01-25 22:10:34+00:00,charge stat for item
4391,closed,2021-01-21 02:02:29+00:00,2021-01-21 13:51:43+00:00,2021-01-21 13:51:43+00:00,add search option for mod browser
4389,closed,2021-01-20 23:46:43+00:00,,2021-01-20 23:47:27+00:00,td v6
4388,closed,2021-01-20 20:05:52+00:00,,2021-01-20 21:57:45+00:00,fix votekick button becoming unfocused 3x a second
4386,closed,2021-01-20 13:02:22+00:00,,2021-06-04 01:56:01+00:00,better shock mine
4384,closed,2021-01-20 10:07:14+00:00,,2021-07-20 14:31:12+00:00,new team indication
4383,closed,2021-01-20 08:02:38+00:00,,2021-01-20 14:16:44+00:00,"fix ""exit confirmation when saved"""
4382,closed,2021-01-20 03:13:55+00:00,2021-01-20 14:22:49+00:00,2021-01-20 14:22:49+00:00,updated zh-tw steam & android
4379,closed,2021-01-19 15:34:37+00:00,,2021-01-19 15:47:20+00:00,make tests fail if any server json is invalid
4378,closed,2021-01-19 11:47:51+00:00,2021-01-21 14:13:07+00:00,2021-01-21 14:13:08+00:00,add kr server
4377,closed,2021-01-19 10:14:42+00:00,2021-01-19 22:33:43+00:00,2021-01-19 22:33:43+00:00,update bundle_pl.properties
4375,closed,2021-01-19 06:55:16+00:00,2021-01-19 19:37:41+00:00,2021-01-19 19:37:41+00:00,update bundle.properties
4374,closed,2021-01-19 04:12:14+00:00,2021-01-21 14:30:37+00:00,2021-01-21 14:30:37+00:00,let logic set (and read) illuminator color 
4373,closed,2021-01-19 00:03:27+00:00,2021-01-19 00:42:48+00:00,2021-01-19 00:42:48+00:00,tweak highlight on plastanium sprite
4372,closed,2021-01-18 20:39:17+00:00,2021-01-18 22:34:18+00:00,2021-01-18 22:34:18+00:00,draw conveyor items under blocks
4371,closed,2021-01-18 18:54:26+00:00,2021-01-18 22:44:02+00:00,2021-01-18 22:44:02+00:00,"allow zoom while controlling unit that can't build, with rotatable block selected"
4370,closed,2021-01-18 18:21:29+00:00,2021-01-19 23:39:10+00:00,2021-01-19 23:39:10+00:00,[metadata] android desc = steam desc
4365,closed,2021-01-18 10:06:22+00:00,,2021-01-18 22:42:14+00:00,mass driver player transport
4363,closed,2021-01-18 03:31:51+00:00,2021-01-19 22:21:42+00:00,2021-01-19 22:21:42+00:00,updated zh-tw
4358,closed,2021-01-17 12:36:50+00:00,2021-01-19 23:52:09+00:00,2021-01-19 23:52:09+00:00,update achievements.vdf
4356,closed,2021-01-17 11:20:57+00:00,,2021-01-23 22:57:54+00:00,update plastanium conveyor description to include unloading.
4355,closed,2021-01-17 10:18:20+00:00,,2021-01-19 22:21:58+00:00,update bundle_fr.properties
4354,closed,2021-01-17 02:23:30+00:00,2021-01-18 22:45:46+00:00,2021-01-18 22:45:46+00:00,conductsto() returning whether to conduct itself to adjacent builds
4353,closed,2021-01-17 01:42:33+00:00,,2021-01-17 20:32:22+00:00,team colored trails
4352,closed,2021-01-17 00:53:49+00:00,2021-01-19 15:22:12+00:00,2021-01-19 15:22:12+00:00,update bundle_pt_br.properties
4350,closed,2021-01-16 22:41:05+00:00,2021-01-19 20:18:39+00:00,2021-01-19 20:18:39+00:00,rework and update of the french bundles (steam and bundle_fr)
4348,closed,2021-01-16 16:50:51+00:00,2021-01-19 19:38:18+00:00,2021-01-19 19:38:18+00:00,"launch core translated to ""lancement du noyau"""
4347,closed,2021-01-16 16:42:28+00:00,2021-01-19 19:38:12+00:00,2021-01-19 19:38:12+00:00,untranslated mods notification strings
4346,closed,2021-01-16 15:25:13+00:00,,2021-01-19 19:01:14+00:00,fixes #4345
4344,closed,2021-01-16 13:15:17+00:00,2021-01-17 20:33:20+00:00,2021-01-17 20:33:20+00:00,use player.deathdelay + 1 instead of magic number
4342,closed,2021-01-16 12:34:00+00:00,2021-01-19 00:50:41+00:00,2021-01-19 00:50:41+00:00,update servers_v6.json
4341,closed,2021-01-16 06:18:20+00:00,,2021-05-18 14:14:48+00:00,update getusid: prefer use hostname
4338,closed,2021-01-15 22:04:28+00:00,,2021-01-17 20:38:40+00:00,readme: formatting
4333,closed,2021-01-15 12:20:14+00:00,2021-01-19 22:32:15+00:00,2021-01-19 22:32:15+00:00,update bundle_vi.properties
4332,closed,2021-01-15 10:07:02+00:00,2021-01-15 15:13:42+00:00,2021-01-15 15:13:42+00:00,sound stuff
4327,closed,2021-01-14 17:13:51+00:00,,2021-01-14 17:38:25+00:00,plastanium - now colorblind friendly (was too similar to surge)
4326,closed,2021-01-14 14:19:51+00:00,2021-01-19 22:23:45+00:00,2021-01-19 22:23:45+00:00,added translation for few tiles (polish)
4324,closed,2021-01-14 12:16:46+00:00,,2021-01-19 15:29:13+00:00,makes unit pathfind in formation if they are too far away from the leader
4322,closed,2021-01-14 02:45:30+00:00,,2021-01-14 16:27:42+00:00,improve clear ui
4317,closed,2021-01-13 07:19:36+00:00,2021-01-15 22:09:39+00:00,2021-01-15 22:09:39+00:00,scale impact reactor warmup time with boost
4315,closed,2021-01-12 15:12:33+00:00,,2021-01-12 15:13:46+00:00,updated editor.errorlegacy text
4314,closed,2021-01-12 14:31:29+00:00,2021-01-19 22:30:41+00:00,2021-01-19 22:30:41+00:00,better_thai_translate.properties
4313,closed,2021-01-12 13:37:32+00:00,,2021-01-19 20:15:38+00:00,universium server
4312,closed,2021-01-12 06:04:59+00:00,2021-01-12 14:39:27+00:00,2021-01-12 14:39:27+00:00,`shootlength` for other turrets that aren't `pointdefenceturret`s
4310,closed,2021-01-11 16:31:05+00:00,2021-01-19 22:30:31+00:00,2021-01-19 22:30:31+00:00,update polish translation to fix eye-hurting typos
4308,closed,2021-01-11 08:26:46+00:00,,2021-01-11 15:15:48+00:00,makes parallax be able to attack enemies with boosters while they are flying
4307,closed,2021-01-11 05:32:53+00:00,2021-01-11 15:13:29+00:00,2021-01-11 15:13:29+00:00,fix a comment typo
4303,closed,2021-01-10 19:15:22+00:00,2021-01-10 20:46:30+00:00,2021-01-10 20:46:30+00:00,power info fixes
4302,closed,2021-01-10 19:12:36+00:00,2021-01-10 20:39:51+00:00,2021-01-10 20:39:51+00:00,add resolvedependencies gradle task
4299,closed,2021-01-10 16:29:42+00:00,2021-01-10 20:33:32+00:00,2021-01-10 20:33:32+00:00,1mil source output
4298,closed,2021-01-10 14:39:34+00:00,,2021-01-10 20:39:20+00:00,core respawn priority fix
4292,closed,2021-01-09 14:39:02+00:00,2021-01-09 15:06:13+00:00,2021-01-09 15:06:13+00:00,override modmeta#tostring
4290,closed,2021-01-09 03:42:35+00:00,2021-01-12 16:25:41+00:00,2021-01-12 16:25:41+00:00,update zh-tw translations
4287,closed,2021-01-08 13:29:02+00:00,2021-01-08 14:53:58+00:00,2021-01-08 14:53:58+00:00,update servers_v6.json for alex servers
4286,closed,2021-01-08 03:32:37+00:00,2021-01-19 22:24:03+00:00,2021-01-19 22:24:04+00:00,more in_id translation
4285,closed,2021-01-08 03:31:48+00:00,2021-01-19 21:05:18+00:00,2021-01-19 21:05:18+00:00,update ko bundle + android
4284,closed,2021-01-08 02:33:31+00:00,2021-03-21 18:08:53+00:00,2021-03-21 18:08:53+00:00,add block info keybind
4282,closed,2021-01-07 13:21:39+00:00,2021-01-07 14:52:03+00:00,2021-01-07 14:52:03+00:00,don't terminate socket server on connection reset
4281,closed,2021-01-07 05:01:34+00:00,,2021-01-07 20:01:15+00:00,poc: point defenses for units
4273,closed,2021-01-06 15:35:00+00:00,,2022-03-10 21:26:07+00:00,allow player to transfer items with no items if in formation
4272,closed,2021-01-06 13:06:44+00:00,2021-01-06 17:15:35+00:00,2021-01-06 17:15:35+00:00,core inc & boost meter
4271,closed,2021-01-05 23:58:49+00:00,,2021-01-06 00:01:08+00:00,make engine trails a variable.
4269,closed,2021-01-05 22:34:04+00:00,,2021-01-06 00:03:00+00:00,update contributors
4268,closed,2021-01-05 20:59:10+00:00,,2021-01-19 15:16:26+00:00,update bundle_pt_br.properties
4265,closed,2021-01-05 12:24:11+00:00,,2021-01-05 12:25:27+00:00,merge pull request #2 from anuken/master
4264,closed,2021-01-05 10:25:04+00:00,2021-01-05 15:37:37+00:00,2021-01-05 15:37:37+00:00,add core incineration to custom rules dialog
4263,closed,2021-01-05 04:37:14+00:00,2021-01-05 15:52:22+00:00,2021-01-05 15:52:22+00:00,update servers_v6.json
4258,closed,2021-01-04 14:40:20+00:00,2021-01-04 15:33:44+00:00,2021-01-04 15:33:44+00:00,make mod browser case insensitive
4256,closed,2021-01-04 11:22:16+00:00,2021-01-05 15:43:37+00:00,2021-01-05 15:43:37+00:00,highlight all linked inventories on core selection
4255,closed,2021-01-04 10:41:05+00:00,2021-01-05 20:32:44+00:00,2021-01-05 20:32:44+00:00,add boost bars to overdrive projectors
4253,closed,2021-01-04 06:21:48+00:00,,2021-01-05 12:12:20+00:00,add missing translation items for zh-cn
4252,closed,2021-01-04 05:31:28+00:00,,2022-06-11 08:44:00+00:00,revise zh-cn translation
4250,closed,2021-01-03 20:10:53+00:00,,2022-08-16 02:33:36+00:00,"retranslated some things, updated descriptions, fixed most typos on bundle_es.properties"
4248,closed,2021-01-03 18:17:19+00:00,2021-01-03 18:45:36+00:00,2021-01-03 18:45:36+00:00,fix mirror being offset
4247,closed,2021-01-03 18:05:10+00:00,,2021-01-05 16:24:25+00:00,make rotation via construction emit effect & sound
4246,open,2021-01-03 16:20:06+00:00,,,add defaultname for filechooser when exporting game data
4245,closed,2021-01-03 15:29:17+00:00,,2022-06-08 15:25:17+00:00,amendments prototype 
4244,closed,2021-01-03 11:10:36+00:00,2021-01-20 14:18:14+00:00,2021-01-20 14:18:14+00:00,update zh-cn translation
4243,closed,2021-01-03 11:05:48+00:00,2021-01-03 17:42:43+00:00,2021-01-03 17:42:43+00:00,adds call#clearitems
4242,closed,2021-01-03 10:55:55+00:00,2021-01-03 21:48:25+00:00,2021-01-03 21:48:26+00:00,allow for core incineration via rules
4241,closed,2021-01-03 10:21:22+00:00,2021-01-03 21:18:39+00:00,2021-01-03 21:18:39+00:00,building tile > building build @ inputhandler.java
4240,closed,2021-01-03 06:39:29+00:00,,2021-01-19 20:18:45+00:00,update bundle_fr.properties
4238,closed,2021-01-03 00:15:49+00:00,2021-01-07 18:38:32+00:00,2021-01-07 18:38:32+00:00,launch ui max button
4236,closed,2021-01-02 20:55:59+00:00,2021-01-03 20:38:10+00:00,2021-01-03 20:38:10+00:00,logic: fix radar from value bug
4231,closed,2021-01-02 15:12:25+00:00,,2021-10-06 02:02:35+00:00,changed some details about zh-cn bundle
4227,closed,2021-01-02 04:49:43+00:00,,2021-01-15 14:21:32+00:00,improve vietnamese translation.
4225,closed,2021-01-02 00:50:53+00:00,2021-01-02 15:52:15+00:00,2021-01-02 15:52:15+00:00,support ipv6 addresses properly
4218,closed,2021-01-01 18:45:07+00:00,2021-01-01 18:50:31+00:00,2021-01-01 18:50:31+00:00,update german bundle for mod browser
4211,closed,2021-01-01 12:59:36+00:00,,2021-01-01 16:37:07+00:00,update items.java
4210,closed,2021-01-01 12:00:49+00:00,2021-01-01 16:32:16+00:00,2021-01-01 16:32:16+00:00,update bundle_ja.properties
4207,closed,2021-01-01 03:00:35+00:00,2021-01-01 16:32:59+00:00,2021-01-01 16:32:59+00:00,remove turret1 from uradar
4204,closed,2021-01-01 01:54:02+00:00,,2021-01-01 02:54:56+00:00,"logic: remove ""turret1"" from uradar"
4203,closed,2020-12-31 21:47:29+00:00,2021-01-05 20:17:19+00:00,2021-01-05 20:17:19+00:00,custom launch pad pod textures
4201,closed,2020-12-31 17:33:23+00:00,,2020-12-31 21:29:55+00:00,add large launch pad
4200,closed,2020-12-31 16:53:01+00:00,,2020-12-31 17:15:05+00:00,launch pad fix
4196,closed,2020-12-31 12:18:21+00:00,2020-12-31 21:30:36+00:00,2020-12-31 21:30:36+00:00,support inline comments
4195,closed,2020-12-31 12:15:16+00:00,,2021-01-02 17:58:39+00:00,update servers_v6.json
4194,closed,2020-12-31 12:12:35+00:00,2021-01-08 16:21:26+00:00,2021-01-08 16:21:26+00:00,update servers_v6.json
4192,closed,2020-12-31 12:00:40+00:00,2021-01-19 20:26:37+00:00,2021-01-19 20:26:37+00:00,[bundle][ro] translation update
4188,closed,2020-12-30 17:58:32+00:00,,2020-12-31 10:41:27+00:00,update servers_v6.json
4187,closed,2020-12-30 17:33:39+00:00,2020-12-30 20:30:50+00:00,2020-12-30 20:30:50+00:00,fix block status of repair point and battery
4186,closed,2020-12-30 15:57:33+00:00,2021-01-04 15:38:19+00:00,2021-01-04 15:38:19+00:00,updated search bar cleanup for zh-tw
4184,closed,2020-12-30 15:12:40+00:00,,2021-01-19 22:16:23+00:00,update bundle_zh_cn.properties
4181,closed,2020-12-30 09:46:37+00:00,2021-01-19 22:08:23+00:00,2021-01-19 22:08:23+00:00,bundle_hu.properties
4180,closed,2020-12-30 08:19:07+00:00,2021-01-02 18:06:13+00:00,2021-01-02 18:06:13+00:00,draws build request bridges using bridge opacity
4173,closed,2020-12-29 21:33:34+00:00,2021-01-19 20:25:00+00:00,2021-01-19 20:25:00+00:00,[bundle][ru] actual l10n
4171,closed,2020-12-29 18:39:46+00:00,,2021-01-19 22:38:57+00:00,add a build progress bar to constructing buildings
4170,closed,2020-12-29 16:07:26+00:00,2020-12-29 22:39:55+00:00,2020-12-29 22:39:56+00:00,bundle_hu.properties
4169,closed,2020-12-29 15:03:14+00:00,2020-12-29 15:40:29+00:00,2020-12-29 15:40:29+00:00,fix german translation for editor.unsaved
4163,closed,2020-12-29 09:26:49+00:00,2021-01-11 19:30:58+00:00,2021-01-11 19:30:58+00:00,display unit cap modifier for core blocks
4160,closed,2020-12-29 03:39:13+00:00,,2021-01-19 21:04:30+00:00,outputsize stat for block forge
4155,closed,2020-12-28 18:18:20+00:00,,2020-12-28 18:18:26+00:00,update
4152,closed,2020-12-28 14:16:30+00:00,2020-12-28 14:38:34+00:00,2020-12-28 14:38:34+00:00,removed packed sprite section from contributing.md
4150,closed,2020-12-28 09:47:51+00:00,,2021-01-19 20:13:57+00:00,force outgoing payloads to move in first
4148,closed,2020-12-28 03:09:38+00:00,2020-12-28 03:29:36+00:00,2020-12-28 03:29:36+00:00,update servers_v6.json
4146,closed,2020-12-28 00:39:14+00:00,2020-12-31 00:27:51+00:00,2020-12-31 00:27:51+00:00,launchpad launch sound
4144,closed,2020-12-27 19:35:54+00:00,2021-01-07 22:11:06+00:00,2021-01-07 22:11:06+00:00,changes to finnish translation
4143,closed,2020-12-27 18:21:08+00:00,2020-12-28 17:23:07+00:00,2020-12-28 17:23:07+00:00,draw reconstructor in region during placement & unconnected
4142,closed,2020-12-27 16:09:52+00:00,,2021-06-25 17:03:59+00:00,locator 2: electric boogaloo
4139,closed,2020-12-27 11:25:10+00:00,2020-12-27 18:32:05+00:00,2020-12-27 18:32:05+00:00,remove 4 square blocks from the accelerator
4138,closed,2020-12-27 10:43:02+00:00,2020-12-28 15:45:00+00:00,2020-12-28 15:45:00+00:00,block loader/unloader progress bar changes
4135,closed,2020-12-27 10:12:13+00:00,2020-12-27 15:04:20+00:00,2020-12-27 15:04:20+00:00,critical blockforge bugfix
4134,closed,2020-12-27 10:06:45+00:00,2020-12-28 14:38:59+00:00,2020-12-28 14:38:59+00:00,return large launchpad item costs
4133,closed,2020-12-27 05:23:50+00:00,2020-12-29 22:39:19+00:00,2020-12-29 22:39:19+00:00,[ko] small fix
4132,closed,2020-12-27 03:03:35+00:00,2021-01-19 20:36:28+00:00,2021-01-19 20:36:28+00:00,update servers_v6.json
4131,closed,2020-12-26 18:18:27+00:00,,2021-01-19 11:33:01+00:00,disable publichost on every startup
4129,closed,2020-12-26 12:23:43+00:00,,2020-12-30 22:16:47+00:00,payload info
4127,closed,2020-12-26 09:32:03+00:00,2020-12-27 03:10:38+00:00,2020-12-27 03:10:38+00:00,block (un)loader major improvements
4115,closed,2020-12-25 12:37:44+00:00,2020-12-29 22:40:23+00:00,2020-12-29 22:40:23+00:00,[bundle][ro] translation update
4112,closed,2020-12-25 03:53:18+00:00,2020-12-25 05:02:15+00:00,2020-12-25 05:02:15+00:00,block forge improvements
4110,closed,2020-12-24 22:48:58+00:00,2020-12-24 23:28:09+00:00,2020-12-24 23:28:09+00:00,typo
4109,closed,2020-12-24 21:13:01+00:00,2020-12-24 21:16:20+00:00,2020-12-24 21:16:20+00:00,add new io server
4106,closed,2020-12-24 14:10:58+00:00,,2020-12-24 15:30:43+00:00,reload button
4105,closed,2020-12-24 13:11:27+00:00,,2020-12-24 15:49:48+00:00,unit leave formation if it is too far away / acceleration fix
4101,closed,2020-12-24 11:07:56+00:00,2020-12-24 14:47:43+00:00,2020-12-24 14:47:43+00:00,prevent visual plastanium conveyor glitch when disabled 🚥
